,Hinrunde: Spieltag 1 - 5,,,,Hinrunde: Spieltag 6 - 10,,,,Hinrunde: Spieltag 11 - 13

,Kämpfe kommen von 12:00 - 18:00 Uhr!,,,,Kämpfe kommen von 12:00 - 18:00 Uhr!,,,,Kämpfe kommen von 12:00 - 18:00 Uhr!

,1. Spieltag - Sonntag der 19.04.2020,,,,6. Spieltag - Sonntag der 24.05.2020,,,,11. Spieltag - Sonntag der 28.06.2020
,ElektechN9ne,2:0,Hydronic,,FullLifeGames,0:1,BelmontGabriel,,Hydronic,0:6,Nestfloh
,BelmontGabriel,1:0,Present,,Dauni Daunstar,3:0,Barry D. Sin of Speed,,Present,1:0,Raizor
,Barry D. Sin of Speed,0:5,TabascoTV,,RegiBang,0:5,Nestfloh,,TabascoTV,0:4,RegiBang
,Nestfloh,3:0,BlackLink,,Raizor,3:0,ElektechN9ne,,BlackLink,0:3,Dauni Daunstar
,Raizor,0:3,PokéBazi,,CaptainCrinch,3:0,Hydronic,,PokéBazi,4:0,FullLifeGames
,RegiBang,0:6,CaptainCrinch,,PokéBazi,0:3,Present,,CaptainCrinch,0:4,ElektechN9ne
,Dauni Daunstar,0:4,FullLifeGames,,BlackLink,0:2,TabascoTV,,BelmontGabriel,0:4,Barry D. Sin of Speed

,2. Spieltag - Sonntag der 26.04.2020,,,,7. Spieltag - Sonntag der 31.05.2020,,,,12. Spieltag - Sonntag der 05.07.2019
,TabascoTV,5:0,BelmontGabriel,,Hydronic,0:1,FullLifeGames,,Barry D. Sin of Speed,0:2,Hydronic
,BlackLink,1:0,Barry D. Sin of Speed,,Present,3:0,CaptainCrinch,,Nestfloh,0:5,Present
,PokéBazi,0:2,Nestfloh,,TabascoTV,0:2,PokéBazi,,Raizor,0:2,TabascoTV
,CaptainCrinch,2:0,Raizor,,BlackLink,0:1,ElektechN9ne,,RegiBang,2:0,BlackLink
,FullLifeGames,0:2,RegiBang,,BelmontGabriel,0:2,Dauni Daunstar,,Dauni Daunstar,5:0,PokéBazi
,Dauni Daunstar,6:0,ElektechN9ne,,Barry D. Sin of Speed,0:3,RegiBang,,FullLifeGames,0:2,CaptainCrinch
,Present,0:2,Hydronic,,Nestfloh,0:3,Raizor,,ElektechN9ne,0:3,BelmontGabriel

,3. Spieltag - Sonntag der 03.05.2020,,,,8. Spieltag - Sonntag der 07.06.2020,,,,13. Spieltag - Sonntag der 12.07.2019
,Hydronic,0:3,TabascoTV,,RegiBang,3:0,BelmontGabriel,,Hydronic,6:0*,BelmontGabriel
,Present,0:3,ElektechN9ne,,Raizor,0:1,Barry D. Sin of Speed,,Present,0:5,Barry D. Sin of Speed
,BelmontGabriel,0:1,BlackLink,,Dauni Daunstar,3:0,Hydronic,,ElektechN9ne,0:5,FullLifeGames
,Barry D. Sin of Speed,0:4,PokéBazi,,FullLifeGames,1:0,Present,,BlackLink,0:2,Raizor
,Nestfloh,4:0,CaptainCrinch,,CaptainCrinch,0:1,TabascoTV,,PokéBazi,0:2,RegiBang
,Raizor,0:6,FullLifeGames,,PokéBazi,0:1,BlackLink,,CaptainCrinch,0:2,Dauni Daunstar
,RegiBang,0:1,Dauni Daunstar,,ElektechN9ne,0:2,Nestfloh,,TabascoTV,0:5,Nestfloh
,,,,,,,,,* nach Regelbruch
,4. Spieltag - Sonntag der 10.05.2020,,,,9. Spieltag - Sonntag der 14.06.2020
,PokéBazi,0:2,BelmontGabriel,,Hydronic,0:4,RegiBang
,CaptainCrinch,0:3,Barry D. Sin of Speed,,Present,0:2,Dauni Daunstar
,FullLifeGames,0:5,Nestfloh,,TabascoTV,6:0,FullLifeGames
,Dauni Daunstar,2:0,Raizor,,BlackLink,4:0,CaptainCrinch
,BlackLink,0:1,Hydronic,,ElektechN9ne,0:6*,PokéBazi
,TabascoTV,0:5,Present,,BelmontGabriel,0:1,Raizor
,ElektechN9ne,3:0,RegiBang,,Barry D. Sin of Speed,0:2,Nestfloh
,,,,,* nach Regelbruch
,5. Spieltag - Sonntag der 17.05.2020,,,,10. Spieltag - Sonntag der 21.06.2020
,Hydronic,1:0,PokéBazi,,Nestfloh,2:0,BelmontGabriel
,Present,2:0,BlackLink,,Barry D. Sin of Speed,0:5,ElektechN9ne
,ElektechN9ne,0:5,TabascoTV,,Raizor,0:3,Hydronic
,BelmontGabriel,3:0,CaptainCrinch,,RegiBang,1:0,Present
,Barry D. Sin of Speed,0:2,FullLifeGames,,Dauni Daunstar,2:0,TabascoTV
,Nestfloh,2:0,Dauni Daunstar,,FullLifeGames,4:0,BlackLink
,Raizor,0:3,RegiBang,,CaptainCrinch,0:4,PokéBazi
