,Hinrunde: Spieltag 1 - 5,,,,Hinrunde: Spieltag 6 - 10,,,,Hinrunde: Spieltag 11 - 13

,Kämpfe kommen von 12:00 - 18:00 Uhr!,,,,Kämpfe kommen von 12:00 - 18:00 Uhr!,,,,Kämpfe kommen von 12:00 - 18:00 Uhr!

,1. Spieltag - Sonntag der 19.04.2020,,,,6. Spieltag - Sonntag der 24.05.2020,,,,11. Spieltag - Sonntag der 28.06.2020
,ElektechN9ne,:,Hydronic,,FullLifeGames,:,BelmontGabriel,,Hydronic,:,Nestfloh
,BelmontGabriel,:,Present,,Dauni Daunstar,:,Barry D. Sin of Speed,,Present,:,Raizor
,Barry D. Sin of Speed,:,TabascoTV,,RegiBang,:,Nestfloh,,TabascoTV,:,RegiBang
,Nestfloh,:,BlackLink,,Raizor,:,ElektechN9ne,,BlackLink,:,Dauni Daunstar
,Raizor,:,PokéBazi,,CaptainCrinch,:,Hydronic,,PokéBazi,:,FullLifeGames
,RegiBang,:,CaptainCrinch,,PokéBazi,:,Present,,CaptainCrinch,:,ElektechN9ne
,Dauni Daunstar,:,FullLifeGames,,BlackLink,:,TabascoTV,,BelmontGabriel,:,Barry D. Sin of Speed

,2. Spieltag - Sonntag der 26.04.2020,,,,7. Spieltag - Sonntag der 31.05.2020,,,,12. Spieltag - Sonntag der 05.07.2020
,TabascoTV,:,BelmontGabriel,,Hydronic,:,FullLifeGames,,Barry D. Sin of Speed,:,Hydronic
,BlackLink,:,Barry D. Sin of Speed,,Present,:,CaptainCrinch,,Nestfloh,:,Present
,PokéBazi,:,Nestfloh,,TabascoTV,:,PokéBazi,,Raizor,:,TabascoTV
,CaptainCrinch,:,Raizor,,BlackLink,:,ElektechN9ne,,RegiBang,:,BlackLink
,FullLifeGames,:,RegiBang,,BelmontGabriel,:,Dauni Daunstar,,Dauni Daunstar,:,PokéBazi
,Dauni Daunstar,:,ElektechN9ne,,Barry D. Sin of Speed,:,RegiBang,,FullLifeGames,:,CaptainCrinch
,Present,:,Hydronic,,Nestfloh,:,Raizor,,ElektechN9ne,:,BelmontGabriel

,3. Spieltag - Sonntag der 03.05.2020,,,,8. Spieltag - Sonntag der 07.06.2020,,,,13. Spieltag - Sonntag der 12.07.2020
,Hydronic,:,TabascoTV,,RegiBang,:,BelmontGabriel,,Hydronic,:,BelmontGabriel
,Present,:,ElektechN9ne,,Raizor,:,Barry D. Sin of Speed,,Present,:,Barry D. Sin of Speed
,BelmontGabriel,:,BlackLink,,Dauni Daunstar,:,Hydronic,,ElektechN9ne,:,FullLifeGames
,Barry D. Sin of Speed,:,PokéBazi,,FullLifeGames,:,Present,,BlackLink,:,Raizor
,Nestfloh,:,CaptainCrinch,,CaptainCrinch,:,TabascoTV,,PokéBazi,:,RegiBang
,Raizor,:,FullLifeGames,,PokéBazi,:,BlackLink,,CaptainCrinch,:,Dauni Daunstar
,RegiBang,:,Dauni Daunstar,,ElektechN9ne,:,Nestfloh,,TabascoTV,:,Nestfloh

,4. Spieltag - Sonntag der 10.05.2020,,,,9. Spieltag - Sonntag der 14.06.2020
,PokéBazi,:,BelmontGabriel,,Hydronic,:,RegiBang
,CaptainCrinch,:,Barry D. Sin of Speed,,Present,:,Dauni Daunstar
,FullLifeGames,:,Nestfloh,,TabascoTV,:,FullLifeGames
,Dauni Daunstar,:,Raizor,,BlackLink,:,CaptainCrinch
,BlackLink,:,Hydronic,,ElektechN9ne,:,PokéBazi
,TabascoTV,:,Present,,BelmontGabriel,:,Raizor
,ElektechN9ne,:,RegiBang,,Barry D. Sin of Speed,:,Nestfloh

,5. Spieltag - Sonntag der 17.05.2020,,,,10. Spieltag - Sonntag der 21.06.2020
,Hydronic,:,PokéBazi,,Nestfloh,:,BelmontGabriel
,Present,:,BlackLink,,Barry D. Sin of Speed,:,ElektechN9ne
,ElektechN9ne,:,TabascoTV,,Raizor,:,Hydronic
,BelmontGabriel,:,CaptainCrinch,,RegiBang,:,Present
,Barry D. Sin of Speed,:,FullLifeGames,,Dauni Daunstar,:,TabascoTV
,Nestfloh,:,Dauni Daunstar,,FullLifeGames,:,BlackLink
,Raizor,:,RegiBang,,CaptainCrinch,:,PokéBazi
