GPL Pokémon Kill Rang:,,Stand: Spieltag 7,"
","
"

Pokémon,Kills,Platz,Kanal

Quajutsu,13,1,PresentLP
Mega Flunkifer,13,,DirtyD64
Meistagrif,11,3,DaumenkinoLP
Victini,11,,DiaswordPlay
Mega Pinsir,10,5,PresentLP
Mega Bisaflor,9,6,Silva
Lucario,9,,Shiro-San
Monargoras,8,8,Shiro-San
Porygon 2,8,,DirtyD64
Chaneira,8,,Raizor Zockt
Simsala,7,11,SurskitTV
Quajutsu,7,,Silva
Tentoxa,7,,Morbol
Tangela,7,,Morbol
Austos,7,,Raizor Zockt
Snibunna,6,16,Shiro-San
Mega Guardevoir,6,,PokemonFakten
Maxax,6,,PokemonFakten
Rihornior,6,,Silva
Cresselia,6,"
",Silva
Grebbit,6,,Silva
Krebutack,6,,KaffeconeLP
Rotom-Wasch,6,,DiaswordPlay
Morlord,6,,SurskitTV
Rotom-Hitze,6,,SurskitTV
Wie-Shu,5,26,SurskitTV
Demeteros-T,5,,DirtyD64
Arkani,5,,PresentLP
Blitza,5,,PresentLP
Hariyama,5,,PresentLP
Skorgro,5,"
",PokemonFakten
Fiaro,5,,Morbol
Brutalanda,5,,SurskitTV
Milotic,5,,DaumenkinoLP
Mamutel,5,,DaumenkinoLP
Donphan,5,"
",DiaswordPlay
Mega Glurak Y,5,,Raizor Zockt
Nidoking,5,,Raizor Zockt
Nidoking,4,39,PresentLP
Austos ,4,"
",PokemonFakten
Durengard,4,,DiaswordPlay
Lanturn,4,,Fnupa
Skorgro,4,,Fnupa
Panferno,4,,KaffeconeLP
Meloetta,3,45,KaffeconeLP
Grypheldis,3,,SurskitTV
Ramoth,3,,Raizor Zockt
Meistagrif,3,,PokemonFakten
Mega Glurak X,3,"
",Shiro-San
Guardevoir,3,,Fnupa
Victini,3,"
",DaumenkinoLP
Apoquallyp,3,,Silva
Porygon-2,3,,DiaswordPlay
Sumpex,3,,Morbol
Scherox,3,,Morbol
Mega Turtok,2,56,Morbol
Panferno,2,,Morbol
Blitza,2,,Morbol
Machomei,2,"
",PokemonFakten
Heatran,2,,DaumenkinoLP
Forstellka,2,,PresentLP
Lucario,2,,Fnupa
Galagladi,2,,Fnupa
Quajutsu,2,,Fnupa
Golbat,2,,DiaswordPlay
Voltula,2,,DiaswordPlay
Heatran,2,,DirtyD64
Roserade,2,,DirtyD64
Nidoking,2,,DirtyD64
Fennexis,2,,KaffeconeLP
Mega Ampharos,2,,KaffeconeLP
Skelabra,2,,PokemonFakten
Donphan,2,,Shiro-San
Flampivian,2,,Shiro-San
Kapilz,1,75,Shiro-San
Drifzepli,1,,Shiro-San
Symvolara,1,,Shiro-San
Clavion,1,,Shiro-San
Florges,1,,SurskitTV
Maskeregen,1,,SurskitTV
Laschoking,1,,DirtyD64
Mega Absol,1,,Fnupa
Panferno,1,,Fnupa
Elevoltek,1,,Fnupa
Togekiss,1,,Morbol
Ramoth,1,,PokemonFakten
Forstellka,1,,Raizor Zockt
Dragoran,1,,Raizor Zockt
Zobiris,1,,Raizor Zockt
Schwallbos,1,,Silva
Heiteira,1,,Silva
Cavalanzas,1,,KaffeconeLP
Shnurgast,1,,KaffeconeLP
Echnatoll,1,,KaffeconeLP
Admurai,1,,DiaswordPlay
Nachtara,1,,DaumenkinoLP
Roserade,1,,DaumenkinoLP
Scherox,1,,DaumenkinoLP
Donphan,1,,DaumenkinoLP
Gastrodon,1,,PresentLP
Florges,1,102,PresentLP











































Golbat,0,"
",DaumenkinoLP
Despotar,0,,PresentLP
Apoquallyp,0,,Shiro-San
Victini,0,,DirtyD64
Symvolara,0,,Raizor Zockt
Mega Stolloss,0,"
",DaumenkinoLP
Entei,0,,Raizor Zockt
Zobiris,0,,DirtyD64
Florges,0,,PresentLP
Panferno,0,,Silva

Cavalanzas,0,,KaffeconeLP
Skorgro,0,,KaffeconeLP
Zapplarang,0,,PokemonFakten

Bollterus,0,,Fnupa
