   ,Hinrunde: Spieltag 1 - 6,,,,Hinrunde: Spieltag 7 - 11

,Kämpfe kommen von 13:00 - 18:00 Uhr!,,,,Kämpfe kommen von 13:00 - 18:00 Uhr!,,,,S.C. = Sun Conference,,M.C. = Moon Conference

,1. Spieltag - Mittwoch der 17.04.2019,,,,7. Spieltag - Mittwoch der 29.05.2019,,,,Playoffs - Vorrunde - Sonntag der 07.07.2019
,,,,,,,,,Maxi [Team Mauni],0:6,TabascoTV,Kampf 1 (12:00)
,Cabgolord,0:5,BelmontgabrielLP,,BelmontgabrielLP,0:3,Dauni [Team Mauni],,FullLifeGames,0:4,Minetube,Kampf 2 (13:00)
,RegiBang,0:3,FullLifeGames,,FullLifeGames,4:0,CaptainCrinch,,PresentLP,0:3,Belmontgabriel,Kampf 3 (14:00)
,Craycom,0:4,ElektechN9ne,,ElektechN9ne,1:0,Stratocopter TV,,ElektechN9ne,5:0,Lauris,Kampf 4 (15:00)
,Tabasco TV,5:0,Nestfloh,,Nestfloh,6:0,Cabgolord
,Kaffecone,2:0,Stratocopter TV,,RegiBang,0:0,Kaffecone,,Playoffs - Viertelfinale - Sonntag der 14.07.2019
,Dauni [Team Mauni],4:0,CaptainCrinch,,Craycom,0:4,Tabasco TV,,TabascoTV,0:2,Dauni [Team Mauni],Kampf 5 (12:00)
,,,,,,,,,Minetube,0:1,Barry D. Sin of Speed,Kampf 6 (13:00)
,2. Spieltag - Mittwoch der 24.04.2019,,,,8. Spieltag - Mittwoch der 05.06.2019,,,,Belmontgabriel,0:3,Kaffeecone,Kampf 7 (14:00)
,,,,,,,,,ElektechN9ne,0:4,PokéBazi,Kampf 8 (15:00)
,ElektechN9ne,4:0,RegiBang,,Tabasco TV,3:0,RegiBang
,Nestfloh,3:0,Craycom,,Craycom,1:0,Cabgolord,,Playoffs - Halbfinale - Sonntag der 21.07.2019
,Stratocopter TV,1:0*,Tabasco TV,,Kaffecone,1:0,BelmontgabrielLP,,Dauni [Team Mauni],2:0,PokéBazi,Kampf 9 (12:00)
,CaptainCrinch,3:0,Kaffecone,,Dauni [Team Mauni],3:0,FullLifeGames,,Barry D. Sin of Speed,2:0,Kaffeecone,Kampf 10 (14:00)
,FullLifeGames,0:2,BelmontgabrielLP,,CaptainCrinch,1:0,ElektechN9ne
,Cabgolord,3:0,Dauni [Team Mauni],,Stratocopter TV,0:5,Nestfloh,,Playoffs - Spiel um Platz 3 - Samstag der 27.07.2019
,*nach Disconnect und Schiedsrichter Entscheidung,,,,,,,,PokéBazi,,Kaffeecone,Kampf 11 (18:00)
,3. Spieltag - Mittwoch der 01.05.2019,,,,9. Spieltag - Mittwoch der 12.06.2019
,,,,,,,,,Playoffs - Finale - Sonntag der 28.07.2019
,BelmontgabrielLP,3:0,ElektechN9ne,,BelmontgabrielLP,0:2,Tabasco TV,,Dauni [Team Mauni],,Barry D. Sin of Speed,Kampf 12 (18:00)
,FullLifeGames,6:0,Cabgolord,,FullLifeGames,0:3,Kaffecone
,RegiBang,0:1,Nestfloh,,ElektechN9ne,3:0,Dauni [Team Mauni]
,Craycom,4:0,Stratocopter TV,,Nestfloh,3:0,CaptainCrinch
,Tabasco TV,1:0*,CaptainCrinch,,Cabgolord,0:1,Stratocopter TV
,Kaffecone,1:0,Dauni [Team Mauni],,RegiBang,3:0,Craycom
,*nach Timeout und Schiedsrichter Entscheidung
,4. Spieltag - Mittwoch der 08.05.2019,,,,10. Spieltag - Mittwoch der 19.06.2019

,Stratocopter TV,0:2,RegiBang,,Craycom,0:6,BelmontgabrielLP
,CaptainCrinch,4:0,Craycom,,Tabasco TV,0:3,FullLifeGames
,Dauni [Team Mauni],5:0,Tabasco TV,,Kaffecone,0:5,ElektechN9ne
,Kaffecone,3:0,Cabgolord,,Dauni [Team Mauni],2:0,Nestfloh
,Nestfloh,3:0,BelmontgabrielLP,,CaptainCrinch,0:5,Stratocopter TV
,ElektechN9ne,0:3,FullLifeGames,,Cabgolord,0:5,RegiBang

,5. Spieltag - Mittwoch der 15.05.2019,,,,11. Spieltag - Mittwoch der 26.06.2019

,BelmontgabrielLP,2:0,Stratocopter TV,,BelmontgabrielLP,4:0,RegiBang
,FullLifeGames,4:0,Nestfloh,,FullLifeGames,3:0,Craycom
,Cabgolord,0:5,ElektechN9ne,,ElektechN9ne,0:5,Tabasco TV
,RegiBang,2:0,CaptainCrinch,,Nestfloh,0:3,Kaffecone
,Craycom,0:5,Dauni [Team Mauni],,Stratocopter TV,0:3,Dauni [Team Mauni]
,Tabasco TV,0:3*,Kaffecone,,CaptainCrinch,0:4,Cabgolord
,*nach Timeout und Schiedsrichter Entscheidung
,6. Spieltag - Mittwoch der 22.05.2019

,Dauni [Team Mauni],3:0,RegiBang
,Kaffecone,2:0,Craycom
,CaptainCrinch,3:0,BelmontgabrielLP
,Stratocopter TV,0:0,FullLifeGames
,Nestfloh,0:2,ElektechN9ne
,Cabgolord,1:0,Tabasco TV
