video_id,video_url,title,video_type,published_at,channel_id,channel_title,channel_url,source_person_ids,source_person_names,source_team_names,source_seasons,division,detected_season_id,detected_week,detected_stage,detected_round,match_status,best_match_id,confidence,confidence_tier,match_basis,confidence_explanation,perspective_person,opponent,view_count,like_count,comment_count,duration,duration_seconds,stats_fetched_at,views_baseline_median,views_multiplier,views_percentile,views_z_score,video_highlight_reasons,views_week_factor,views_opponent_factor,views_expected,views_trend_multiplier,views_trend_percentile,views_trend_z_score,views_trend_highlight_reasons,source_urls
Y9J6aYZX-6w,https://www.youtube.com/watch?v=Y9J6aYZX-6w,GPL - Spieltag 1 - vs. Melting Mamoswines : Lasst die Spiele beginnen!,game,2014-09-14T10:00:06Z,UCbVtitB1c63WGzsZYmzUFzg,SurskitTV,https://www.youtube.com/user/SurskitTV,person_surskittv,SurskitTV,SurDrakings;Surstars,season_001;season_002;season_003;season_004,Regular Season,season_001,1,regular_season,,matched,season_001_schedule_0001,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 1; channel identifies SurskitTV; title names DaumenkinoLP as opponent; channel and title identify opposite sides,SurskitTV,DaumenkinoLP,5553,124,19,PT42M56S,2576,2026-06-19T11:59:12Z,1440,3.86,1,4.24,View-Ausreißer 3.9x; Top 5% der Person/Saison; robuster Z-Score 4.2,4.9,1.03,7257,0.77,0.12,-1.83,,https://www.youtube.com/watch?v=Y9J6aYZX-6w;https://www.youtube.com/user/SurskitTV
1XaPObu2Qhg,https://www.youtube.com/watch?v=1XaPObu2Qhg,GPL ★ Spieltag 1 - VS. Surstars : Rotom muss weg!,game,2014-09-14T10:00:06Z,UCn4dc4SWrOVdhrLB7FXH6ew,DaumenkinoLP,https://www.youtube.com/c/DaumenkinoLP,person_daumenkino,DaumenkinoLP,Melting Mamoswines,season_001;season_002;season_003,Regular Season,season_001,1,regular_season,,matched,season_001_schedule_0001,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 1; channel identifies DaumenkinoLP; title names SurskitTV as opponent; channel and title identify opposite sides,DaumenkinoLP,SurskitTV,3661,71,19,PT45M24S,2724,2026-06-19T11:59:12Z,746.5,4.9,1,3.44,View-Ausreißer 4.9x; Top 5% der Person/Saison; robuster Z-Score 3.4,4.9,1.1,4028.3,0.91,0.32,-0.61,,https://www.youtube.com/watch?v=1XaPObu2Qhg;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP
36NOn-qcwws,https://www.youtube.com/watch?v=36NOn-qcwws,GPL - Spieltag 1 - vs. DiaSlashPlay: Schwert gegen Klinge,game,2014-09-14T11:00:02Z,UClbnmUIrsk42cC9Nlm_Npnw,Fnupa,https://www.youtube.com/user/Fnupa,person_fnupa,Cabgolord,Doomforce;Fnupagladi,season_001;season_002,Regular Season,season_001,1,regular_season,,matched,season_001_schedule_0005,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 1; channel identifies Cabgolord; title names DiaSwordPlay as opponent; channel and title identify opposite sides,Cabgolord,DiaSwordPlay,1695,35,5,PT9M12S,552,2026-06-19T11:59:12Z,554,3.06,0.95,3.94,View-Ausreißer 3.1x; Top 5% der Person/Saison; robuster Z-Score 3.9,4.9,1,2716.9,0.62,0.07,-3.28,,https://www.youtube.com/watch?v=36NOn-qcwws;https://www.youtube.com/user/Fnupa;https://www.youtube.com/user/Fnupa/
ZPRTTMv_2oA,https://www.youtube.com/watch?v=ZPRTTMv_2oA,GPL - Spieltag 1 - vs. ARBOK DUEL UNION: Die ARMY zieht ins erste Gefecht!,game,2014-09-14T11:59:24Z,UCTk-IMDTJ1SxuUKiZ-VBCsQ,Silva,https://www.youtube.com/user/FinaALFaNtAsyLP,person_silva,Silva,Diggersby Army,season_001,Regular Season,season_001,1,regular_season,,matched,season_001_schedule_0009,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 1; channel identifies Silva; title names Art'n'Gaming as opponent; channel and title identify opposite sides,Silva,Art'n'Gaming,2830,98,16,PT27M28S,1648,2026-06-19T11:59:12Z,672,4.21,1,5.95,View-Ausreißer 4.2x; Top 5% der Person/Saison; robuster Z-Score 5.9,4.9,1,3295.6,0.86,0.25,-1.01,,https://www.youtube.com/watch?v=ZPRTTMv_2oA;https://www.youtube.com/user/FinaALFaNtAsyLP
eQclMGoJf-Q,https://www.youtube.com/watch?v=eQclMGoJf-Q,GPL - Spieltag 1 - vs. Lucky Luxray : KING-STEIN!!!,game,2014-09-14T14:00:10Z,UCwpw7YN2wCG1SeK-09ViUHg,Raizor,https://www.youtube.com/c/Raizor,person_raizor,Raizor,Raizoroark;Soulblaze;Soulstealer;Unbound Zoroarks,season_001;season_002;season_003;season_005;season_006;season_007;season_008;season_009,Regular Season,season_001,1,regular_season,,matched,season_001_schedule_0017,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 1; channel identifies Raizor; title names DirtyD64 as opponent; channel and title identify opposite sides,Raizor,DirtyD64,12213,423,69,PT23M40S,1420,2026-06-19T11:59:12Z,6206.5,1.97,1,3.98,über Baseline 2.0x; Top 5% der Person/Saison; robuster Z-Score 4.0,4.9,1,30438,0.4,0.01,-6.42,,https://www.youtube.com/watch?v=eQclMGoJf-Q;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt
Dri89Vr84Ng,https://www.youtube.com/watch?v=Dri89Vr84Ng,GPL - Spieltag 1 - vs. Mortox: Ein wässriger Start!,game,2014-09-14T15:00:05Z,UCGJoPLl-4NriTMUsNMK-9Zg,Present,https://www.youtube.com/user/Present,person_present,PresentLP,PrekaKnight;Prekani;Soulblaze,season_001;season_002;season_003;season_004;season_005;season_006;season_007;season_008;season_009,Regular Season,season_001,1,regular_season,,matched,season_001_schedule_0021,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 1; channel identifies PresentLP; title names Morbolth as opponent; channel and title identify opposite sides,PresentLP,Morbolth,6814,161,46,PT16M5S,965,2026-06-19T11:59:12Z,1589,4.29,1,21.18,View-Ausreißer 4.3x; Top 5% der Person/Saison; robuster Z-Score 21.2,4.9,1,7825.5,0.87,0.28,-0.92,,https://www.youtube.com/watch?v=Dri89Vr84Ng;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP
edhsSuhxP3U,https://www.youtube.com/watch?v=edhsSuhxP3U,GPL - Spieltag 2 - Vs. Surstars: Fairy Stall,game,2014-09-21T10:00:02Z,UClbnmUIrsk42cC9Nlm_Npnw,Fnupa,https://www.youtube.com/user/Fnupa,person_fnupa,Cabgolord,Doomforce;Fnupagladi,season_001;season_002,Regular Season,season_001,2,regular_season,,matched,season_001_schedule_0025,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 2; channel identifies Cabgolord; title names SurskitTV as opponent; channel and title identify opposite sides,Cabgolord,SurskitTV,769,15,1,PT11M36S,696,2026-06-19T11:59:12Z,554,1.39,0.8,1.16,,1.54,1.1,940.7,0.82,0.17,-1.36,,https://www.youtube.com/watch?v=edhsSuhxP3U;https://www.youtube.com/user/Fnupa;https://www.youtube.com/user/Fnupa/
OigxZ256HKo,https://www.youtube.com/watch?v=OigxZ256HKo,GPL - Spieltag 2 - vs. Fnupagladi : Guardegladi greift an!,game,2014-09-21T10:00:07Z,UCbVtitB1c63WGzsZYmzUFzg,SurskitTV,https://www.youtube.com/user/SurskitTV,person_surskittv,SurskitTV,SurDrakings;Surstars,season_001;season_002;season_003;season_004,Regular Season,season_001,2,regular_season,,matched,season_001_schedule_0025,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 2; channel identifies SurskitTV; title names Cabgolord as opponent; channel and title identify opposite sides,SurskitTV,Cabgolord,2377,82,8,PT22M13S,1333,2026-06-19T11:59:12Z,1440,1.65,0.95,1.58,über Baseline 1.7x; Top 10% der Person/Saison,1.54,1,2228.4,1.07,0.76,0.53,,https://www.youtube.com/watch?v=OigxZ256HKo;https://www.youtube.com/user/SurskitTV
zBibBqKPIs4,https://www.youtube.com/watch?v=zBibBqKPIs4,GPL ★ Spieltag 2 - VS. Arbok Duel Union : Meistagrif der Berserker,game,2014-09-21T11:00:08Z,UCn4dc4SWrOVdhrLB7FXH6ew,DaumenkinoLP,https://www.youtube.com/c/DaumenkinoLP,person_daumenkino,DaumenkinoLP,Melting Mamoswines,season_001;season_002;season_003,Regular Season,season_001,2,regular_season,,matched,season_001_schedule_0029,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 2; channel identifies DaumenkinoLP; title names Art'n'Gaming as opponent; channel and title identify opposite sides,DaumenkinoLP,Art'n'Gaming,1152,41,15,PT17M43S,1063,2026-06-19T11:59:12Z,746.5,1.54,0.9,0.94,über Baseline 1.5x; Top 10% der Person/Saison,1.54,1,1152,1,0.59,0.07,,https://www.youtube.com/watch?v=zBibBqKPIs4;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP
ewlAvz7Buts,https://www.youtube.com/watch?v=ewlAvz7Buts,GPL - Spieltag 2 - vs. LUCKY LUXRAY: Will-O-MISS!,game,2014-09-21T12:55:12Z,UCTk-IMDTJ1SxuUKiZ-VBCsQ,Silva,https://www.youtube.com/user/FinaALFaNtAsyLP,person_silva,Silva,Diggersby Army,season_001,Regular Season,season_001,2,regular_season,,matched,season_001_schedule_0037,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 2; channel identifies Silva; title names DirtyD64 as opponent; channel and title identify opposite sides,Silva,DirtyD64,1575,50,9,PT29M17S,1757,2026-06-19T11:59:12Z,672,2.34,0.89,3.52,View-Ausreißer 2.3x; robuster Z-Score 3.5,1.54,1,1037,1.52,0.96,3.04,über Erwartung 1.5x; Top 5% trendbereinigt; Trend-Z-Score 3.0,https://www.youtube.com/watch?v=ewlAvz7Buts;https://www.youtube.com/user/FinaALFaNtAsyLP
8SE2t__NcbM,https://www.youtube.com/watch?v=8SE2t__NcbM,GPL - Spieltag 2 - vs. Raizoroark: Zu defensiv?,game,2014-09-21T15:00:03Z,UCGJoPLl-4NriTMUsNMK-9Zg,Present,https://www.youtube.com/user/Present,person_present,PresentLP,PrekaKnight;Prekani;Soulblaze,season_001;season_002;season_003;season_004;season_005;season_006;season_007;season_008;season_009,Regular Season,season_001,2,regular_season,,matched,season_001_schedule_0045,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 2; channel identifies PresentLP; title names Raizor as opponent; channel and title identify opposite sides,PresentLP,Raizor,2272,89,29,PT12M9S,729,2026-06-19T11:59:12Z,1589,1.43,0.95,5.2,Top 5% der Person/Saison; robuster Z-Score 5.2,1.54,1,2452.1,0.93,0.34,-0.47,,https://www.youtube.com/watch?v=8SE2t__NcbM;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP
RUqDFJeyRLM,https://www.youtube.com/watch?v=RUqDFJeyRLM,GPL - Spieltag 3 - vs. Arbok Duel Union : Exquisiter Kaffee am Sonntag!,game,2014-09-28T10:00:07Z,UCbVtitB1c63WGzsZYmzUFzg,SurskitTV,https://www.youtube.com/user/SurskitTV,person_surskittv,SurskitTV,SurDrakings;Surstars,season_001;season_002;season_003;season_004,Regular Season,season_001,3,regular_season,,matched,season_001_schedule_0049,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 3; channel identifies SurskitTV; title names Art'n'Gaming as opponent; channel and title identify opposite sides,SurskitTV,Art'n'Gaming,1927,63,5,PT35M47S,2147,2026-06-19T11:59:12Z,1440,1.34,0.89,0.92,,1.4,1,2015.5,0.96,0.39,-0.25,,https://www.youtube.com/watch?v=RUqDFJeyRLM;https://www.youtube.com/user/SurskitTV
SakJiGw7Szc,https://www.youtube.com/watch?v=SakJiGw7Szc,GPL - Spieltag 3 - Vs. Rasselbande: Pokémon-Karussell,game,2014-09-28T11:00:02Z,UClbnmUIrsk42cC9Nlm_Npnw,Fnupa,https://www.youtube.com/user/Fnupa,person_fnupa,Cabgolord,Doomforce;Fnupagladi,season_001;season_002,Regular Season,season_001,3,regular_season,,matched,season_001_schedule_0053,85,high,"source_season,week,channel",matched season season_001 from normalized match; matched source season season_001; matched week 3; channel identifies Cabgolord,Cabgolord,PokemonFakten,805,22,13,PT13M33S,813,2026-06-19T11:59:12Z,554,1.45,0.85,1.32,,1.4,1.07,828.1,0.97,0.45,-0.13,,https://www.youtube.com/watch?v=SakJiGw7Szc;https://www.youtube.com/user/Fnupa;https://www.youtube.com/user/Fnupa/
jvWyGmkD1N0,https://www.youtube.com/watch?v=jvWyGmkD1N0,GPL ★ Spieltag 3 - VS. Lucky Luxrays : Der Todestwerk von Miley,game,2014-09-28T12:00:08Z,UCn4dc4SWrOVdhrLB7FXH6ew,DaumenkinoLP,https://www.youtube.com/c/DaumenkinoLP,person_daumenkino,DaumenkinoLP,Melting Mamoswines,season_001;season_002;season_003,Regular Season,season_001,3,regular_season,,matched,season_001_schedule_0057,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 3; channel identifies DaumenkinoLP; title names DirtyD64 as opponent; channel and title identify opposite sides,DaumenkinoLP,DirtyD64,1005,33,14,PT16M21S,981,2026-06-19T11:59:12Z,746.5,1.35,0.8,0.64,,1.4,1,1044.9,0.96,0.41,-0.21,,https://www.youtube.com/watch?v=jvWyGmkD1N0;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP
UgfV-Gomuac,https://www.youtube.com/watch?v=UgfV-Gomuac,GPL - Spieltag 3 - vs. PREKANI: BEULENHELM?!,game,2014-09-28T13:56:42Z,UCTk-IMDTJ1SxuUKiZ-VBCsQ,Silva,https://www.youtube.com/user/FinaALFaNtAsyLP,person_silva,Silva,Diggersby Army,season_001,Regular Season,season_001,3,regular_season,,matched,season_001_schedule_0065,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 3; channel identifies Silva; title names PresentLP as opponent; channel and title identify opposite sides,Silva,PresentLP,1635,38,7,PT17M50S,1070,2026-06-19T11:59:12Z,672,2.43,0.95,3.68,View-Ausreißer 2.4x; Top 10% der Person/Saison; robuster Z-Score 3.7,1.4,1,940.6,1.74,0.98,3.99,über Erwartung 1.7x; Top 5% trendbereinigt; Trend-Z-Score 4.0,https://www.youtube.com/watch?v=UgfV-Gomuac;https://www.youtube.com/user/FinaALFaNtAsyLP
pe4b8Ay57GA,https://www.youtube.com/watch?v=pe4b8Ay57GA,GPL - Spieltag 3 - vs. Diggersby Army: Spannung pur!,game,2014-09-28T14:00:04Z,UCGJoPLl-4NriTMUsNMK-9Zg,Present,https://www.youtube.com/user/Present,person_present,PresentLP,PrekaKnight;Prekani;Soulblaze,season_001;season_002;season_003;season_004;season_005;season_006;season_007;season_008;season_009,Regular Season,season_001,3,regular_season,,matched,season_001_schedule_0065,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 3; channel identifies PresentLP; title names Silva as opponent; channel and title identify opposite sides,PresentLP,Silva,1867,84,26,PT18M49S,1129,2026-06-19T11:59:12Z,1589,1.17,0.9,2.35,Top 10% der Person/Saison,1.4,1.01,2254.7,0.83,0.2,-1.27,,https://www.youtube.com/watch?v=pe4b8Ay57GA;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP
L9KCqLu-P8I,https://www.youtube.com/watch?v=L9KCqLu-P8I,GPL - Spieltag 3 - vs. Dancing Darmanitans : Flampivian lebt in Trance,game,2014-09-28T15:00:08Z,UCwpw7YN2wCG1SeK-09ViUHg,Raizor,https://www.youtube.com/c/Raizor,person_raizor,Raizor,Raizoroark;Soulblaze;Soulstealer;Unbound Zoroarks,season_001;season_002;season_003;season_005;season_006;season_007;season_008;season_009,Regular Season,season_001,3,regular_season,,matched,season_001_schedule_0069,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 3; channel identifies Raizor; title names Shiro as opponent; channel and title identify opposite sides,Raizor,Shiro,9342,287,37,PT22M18S,1338,2026-06-19T11:59:12Z,6206.5,1.51,0.89,2.41,über Baseline 1.5x,1.4,1,8687.1,1.08,0.78,0.58,,https://www.youtube.com/watch?v=L9KCqLu-P8I;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt
e1k8MjkXryc,https://www.youtube.com/watch?v=e1k8MjkXryc,GPL - Spieltag 4 - vs. Rasselbande : Ne klebrige Sache!,game,2014-10-05T10:00:08Z,UCbVtitB1c63WGzsZYmzUFzg,SurskitTV,https://www.youtube.com/user/SurskitTV,person_surskittv,SurskitTV,SurDrakings;Surstars,season_001;season_002;season_003;season_004,Regular Season,season_001,4,regular_season,,matched,season_001_schedule_0073,85,high,"source_season,week,channel",matched season season_001 from normalized match; matched source season season_001; matched week 4; channel identifies SurskitTV,SurskitTV,PokemonFakten,1721,61,16,PT29M16S,1756,2026-06-19T11:59:12Z,1440,1.2,0.79,0.56,,1.09,1.07,1674.3,1.03,0.69,0.26,,https://www.youtube.com/watch?v=e1k8MjkXryc;https://www.youtube.com/user/SurskitTV
D56oayRsXLc,https://www.youtube.com/watch?v=D56oayRsXLc,GPL - Spieltag 4 - Vs. Mortox: Hax Hax!,game,2014-10-05T12:00:02Z,UClbnmUIrsk42cC9Nlm_Npnw,Fnupa,https://www.youtube.com/user/Fnupa,person_fnupa,Cabgolord,Doomforce;Fnupagladi,season_001;season_002,Regular Season,season_001,4,regular_season,,matched,season_001_schedule_0079,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 4; channel identifies Cabgolord; title names Morbolth as opponent; channel and title identify opposite sides,Cabgolord,Morbolth,608,23,8,PT23M39S,1419,2026-06-19T11:59:12Z,554,1.1,0.7,0.33,,1.09,1,605.7,1,0.61,0.09,,https://www.youtube.com/watch?v=D56oayRsXLc;https://www.youtube.com/user/Fnupa;https://www.youtube.com/user/Fnupa/
EnjUPNdLBSI,https://www.youtube.com/watch?v=EnjUPNdLBSI,GPL - Spieltag 4 - vs. Melting Mamoswines: Bodenständiger Kampf?,game,2014-10-05T13:00:07Z,UCGJoPLl-4NriTMUsNMK-9Zg,Present,https://www.youtube.com/user/Present,person_present,PresentLP,PrekaKnight;Prekani;Soulblaze,season_001;season_002;season_003;season_004;season_005;season_006;season_007;season_008;season_009,Regular Season,season_001,4,regular_season,,matched,season_001_schedule_0082,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 4; channel identifies PresentLP; title names DaumenkinoLP as opponent; channel and title identify opposite sides,PresentLP,DaumenkinoLP,1716,65,12,PT11M29S,689,2026-06-19T11:59:12Z,1589,1.08,0.86,1.12,,1.09,1.03,1777.7,0.97,0.42,-0.18,,https://www.youtube.com/watch?v=EnjUPNdLBSI;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP
dJi_H2EGG7M,https://www.youtube.com/watch?v=dJi_H2EGG7M,GPL ★ Spieltag 4 - VS. Prekani : Eine spießige Begrüßung,game,2014-10-05T13:00:14Z,UCn4dc4SWrOVdhrLB7FXH6ew,DaumenkinoLP,https://www.youtube.com/c/DaumenkinoLP,person_daumenkino,DaumenkinoLP,Melting Mamoswines,season_001;season_002;season_003,Regular Season,season_001,4,regular_season,,matched,season_001_schedule_0082,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 4; channel identifies DaumenkinoLP; title names PresentLP as opponent; channel and title identify opposite sides,DaumenkinoLP,PresentLP,746,31,6,PT27M2S,1622,2026-06-19T11:59:12Z,746.5,1,0.5,-0,,1.09,1,812.7,0.92,0.33,-0.54,,https://www.youtube.com/watch?v=dJi_H2EGG7M;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP
njwy3G9IFuE,https://www.youtube.com/watch?v=njwy3G9IFuE,GPL - Spieltag 4 - vs. Diaslashplay : Alle lieben Ramoth,game,2014-10-05T14:32:25Z,UCwpw7YN2wCG1SeK-09ViUHg,Raizor,https://www.youtube.com/c/Raizor,person_raizor,Raizor,Raizoroark;Soulblaze;Soulstealer;Unbound Zoroarks,season_001;season_002;season_003;season_005;season_006;season_007;season_008;season_009,Regular Season,season_001,4,regular_season,,matched,season_001_schedule_0085,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 4; channel identifies Raizor; title names DiaSwordPlay as opponent; channel and title identify opposite sides,Raizor,DiaSwordPlay,6404,227,51,PT22M43S,1363,2026-06-19T11:59:12Z,6206.5,1.03,0.61,0.19,,1.09,1,6757,0.95,0.38,-0.31,,https://www.youtube.com/watch?v=njwy3G9IFuE;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt
qB0x7PysITA,https://www.youtube.com/watch?v=qB0x7PysITA,GPL - Spieltag 4 - vs. DANCING DARMANITANS: IHH EIN SYMVOLARA!,game,2014-10-05T14:54:07Z,UCTk-IMDTJ1SxuUKiZ-VBCsQ,Silva,https://www.youtube.com/user/FinaALFaNtAsyLP,person_silva,Silva,Diggersby Army,season_001,Regular Season,season_001,4,regular_season,,matched,season_001_schedule_0088,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 4; channel identifies Silva; title names Shiro as opponent; channel and title identify opposite sides,Silva,Shiro,886,44,7,PT16M9S,969,2026-06-19T11:59:12Z,672,1.32,0.79,1.14,,1.09,1,731.6,1.21,0.89,1.43,,https://www.youtube.com/watch?v=qB0x7PysITA;https://www.youtube.com/user/FinaALFaNtAsyLP
X-PrGyZ7kZ8,https://www.youtube.com/watch?v=X-PrGyZ7kZ8,GPL - Spieltag 5 - vs. Lucky Luxray : Ubermaterial!,game,2014-10-12T10:00:08Z,UCbVtitB1c63WGzsZYmzUFzg,SurskitTV,https://www.youtube.com/user/SurskitTV,person_surskittv,SurskitTV,SurDrakings;Surstars,season_001;season_002;season_003;season_004,Regular Season,season_001,5,regular_season,,matched,season_001_schedule_0091,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 5; channel identifies SurskitTV; title names DirtyD64 as opponent; channel and title identify opposite sides,SurskitTV,DirtyD64,1561,79,9,PT30M45S,1845,2026-06-19T11:59:12Z,1440,1.08,0.68,0.25,,1.27,1,1828.4,0.85,0.25,-1.06,,https://www.youtube.com/watch?v=X-PrGyZ7kZ8;https://www.youtube.com/user/SurskitTV
KXJSY8-bqc0,https://www.youtube.com/watch?v=KXJSY8-bqc0,GPL - Spieltag 5 - vs. Arbok Duel Union: Giftiger Kaffee!,game,2014-10-12T12:00:03Z,UCGJoPLl-4NriTMUsNMK-9Zg,Present,https://www.youtube.com/user/Present,person_present,PresentLP,PrekaKnight;Prekani;Soulblaze,season_001;season_002;season_003;season_004;season_005;season_006;season_007;season_008;season_009,Regular Season,season_001,5,regular_season,,matched,season_001_schedule_0097,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 5; channel identifies PresentLP; title names Art'n'Gaming as opponent; channel and title identify opposite sides,PresentLP,Art'n'Gaming,1539,61,15,PT10M14S,614,2026-06-19T11:59:12Z,1589,0.97,0.33,-0.47,,1.27,1,2017.6,0.76,0.11,-1.86,,https://www.youtube.com/watch?v=KXJSY8-bqc0;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP
x2tbctdPqpY,https://www.youtube.com/watch?v=x2tbctdPqpY,GPL - Spieltag 5 - vs. Raizoroark: Absolut unfassbar...,game,2014-10-12T13:00:03Z,UClbnmUIrsk42cC9Nlm_Npnw,Fnupa,https://www.youtube.com/user/Fnupa,person_fnupa,Cabgolord,Doomforce;Fnupagladi,season_001;season_002,Regular Season,season_001,5,regular_season,,matched,season_001_schedule_0100,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 5; channel identifies Cabgolord; title names Raizor as opponent; channel and title identify opposite sides,Cabgolord,Raizor,2513,148,25,PT7M6S,426,2026-06-19T11:59:12Z,554,4.54,1,5.33,View-Ausreißer 4.5x; Top 5% der Person/Saison; robuster Z-Score 5.3,1.27,1,703.4,3.57,1,9.11,Trend-Ausreißer 3.6x; Top 5% trendbereinigt; Trend-Z-Score 9.1,https://www.youtube.com/watch?v=x2tbctdPqpY;https://www.youtube.com/user/Fnupa;https://www.youtube.com/user/Fnupa/
3JEuDMKjasc,https://www.youtube.com/watch?v=3JEuDMKjasc,GPL - Spieltag 5 - vs. Fnupagladi : WAS IST HIER LOS?????,game,2014-10-12T13:00:07Z,UCwpw7YN2wCG1SeK-09ViUHg,Raizor,https://www.youtube.com/c/Raizor,person_raizor,Raizor,Raizoroark;Soulblaze;Soulstealer;Unbound Zoroarks,season_001;season_002;season_003;season_005;season_006;season_007;season_008;season_009,Regular Season,season_001,5,regular_season,,matched,season_001_schedule_0100,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 5; channel identifies Raizor; title names Cabgolord as opponent; channel and title identify opposite sides,Raizor,Cabgolord,9662,546,93,PT9M18S,558,2026-06-19T11:59:12Z,6206.5,1.56,0.94,2.6,über Baseline 1.6x; Top 10% der Person/Saison; robuster Z-Score 2.6,1.27,1,7902.5,1.22,0.89,1.49,,https://www.youtube.com/watch?v=3JEuDMKjasc;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt
yAIWthOYHzU,https://www.youtube.com/watch?v=yAIWthOYHzU,GPL ★ Spieltag 5 - VS. Dancing Darmanitans : Die Mammuts dominieren,game,2014-10-12T14:00:14Z,UCn4dc4SWrOVdhrLB7FXH6ew,DaumenkinoLP,https://www.youtube.com/c/DaumenkinoLP,person_daumenkino,DaumenkinoLP,Melting Mamoswines,season_001;season_002;season_003,Regular Season,season_001,5,regular_season,,matched,season_001_schedule_0103,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 5; channel identifies DaumenkinoLP; title names Shiro as opponent; channel and title identify opposite sides,DaumenkinoLP,Shiro,1017,36,11,PT55M18S,3318,2026-06-19T11:59:12Z,746.5,1.36,0.85,0.67,,1.27,1,947.8,1.07,0.77,0.57,,https://www.youtube.com/watch?v=yAIWthOYHzU;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP
4LBeJC05ODU,https://www.youtube.com/watch?v=4LBeJC05ODU,GPL - Spieltag 5 - vs. DIASLASHPLAY: TOO MUCH HAX!,game,2014-10-12T14:52:49Z,UCTk-IMDTJ1SxuUKiZ-VBCsQ,Silva,https://www.youtube.com/user/FinaALFaNtAsyLP,person_silva,Silva,Diggersby Army,season_001,Regular Season,season_001,5,regular_season,,matched,season_001_schedule_0106,100,high,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 5; channel identifies Silva; title names DiaSwordPlay as opponent; channel and title identify opposite sides,Silva,DiaSwordPlay,791,35,13,PT18M58S,1138,2026-06-19T11:59:12Z,672,1.18,0.74,0.67,,1.27,1,853.3,0.93,0.35,-0.47,,https://www.youtube.com/watch?v=4LBeJC05ODU;https://www.youtube.com/user/FinaALFaNtAsyLP
