video_id,video_url,title,video_type,published_at,channel_id,channel_title,channel_url,source_person_ids,source_person_names,source_team_names,source_seasons,division,detected_season_id,detected_week,detected_stage,detected_round,match_status,best_match_id,confidence,confidence_tier,match_basis,confidence_explanation,perspective_person,opponent,view_count,like_count,comment_count,duration,duration_seconds,stats_fetched_at,views_baseline_median,views_multiplier,views_percentile,views_z_score,video_highlight_reasons,views_week_factor,views_opponent_factor,views_expected,views_trend_multiplier,views_trend_percentile,views_trend_z_score,views_trend_highlight_reasons,source_urls
BqzNvoH8qXo,https://www.youtube.com/watch?v=BqzNvoH8qXo,Wer schreit hier so?! - GPL [S10 ] Showkampf vs @Bonusrobin,game,,UCtkpjNYH1Z6QRBESX0PY2fQ,Sirazoa,https://www.youtube.com/@Sirazoa,person_sirazoa,Sirazoa,Eon Engine,season_010,,season_010,,regular_season,,unmatched,,,,,,Sirazoa,,100,13,1,PT36M53S,2213,2026-06-19T15:15:41Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=BqzNvoH8qXo;https://www.youtube.com/@Sirazoa
ZiYSCv3A5hg,https://www.youtube.com/watch?v=ZiYSCv3A5hg,Wir draften unsere Teams für das BESTE Pokémon Turnier! (GPL Season 10 Draft),other,2025-09-21T17:37:36Z,UCGJoPLl-4NriTMUsNMK-9Zg,Present,https://www.youtube.com/user/Present,person_present,PresentLP,PrekaKnight;Prekani;Soulblaze,season_001;season_002;season_003;season_004;season_005;season_006;season_007;season_008;season_009,,season_010,,regular_season,,other,,,,,,PresentLP,,36169,1508,54,PT7H16M56S,26216,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=ZiYSCv3A5hg;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP
7gf5Oa7YFEU,https://www.youtube.com/watch?v=7gf5Oa7YFEU,Ich analysiere die Kader der GPL Season 10! 💥,other,2025-09-23T16:12:09Z,UCdEd0UBYDMkHGk-Eg4ufZVA,OGDeniz VODs,https://www.youtube.com/c/OGDNZ,person_og_dnz,OGDNZ,Chasing Cinderaces;Toon World,season_008;season_009,,season_010,,regular_season,,other,,,,,,OGDNZ,,1502,53,7,PT1H45M32S,6332,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=7gf5Oa7YFEU;https://www.youtube.com/c/OGDNZ;https://www.youtube.com/user/OGDNZ
NCF53-SNjxY,https://www.youtube.com/watch?v=NCF53-SNjxY,Wir losen den Spielplan für GPL Season 10 aus!,other,2025-09-24T13:07:42Z,UCdEd0UBYDMkHGk-Eg4ufZVA,OGDeniz VODs,https://www.youtube.com/c/OGDNZ,person_og_dnz,OGDNZ,Chasing Cinderaces;Toon World,season_008;season_009,,season_010,,regular_season,,other,,,,,,OGDNZ,,621,26,3,PT18M52S,1132,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=NCF53-SNjxY;https://www.youtube.com/c/OGDNZ;https://www.youtube.com/user/OGDNZ
VReIoAxMfWw,https://www.youtube.com/watch?v=VReIoAxMfWw,Wir reden über die GPL S10 und meinen Kader! - Wackel Backel,other,2025-09-28T10:00:49Z,UCvCiQCejxIRj1kgSwdxGqyw,Bene,https://www.youtube.com/user/FullLifeGames,person_bene,Bene,Gate;Kleinsteins;Riffex Pontifex;Ritter der Tapukokosnuss;Unlimited Blade Works*¹;Victini Bottom;Victory Instinct;Wackel Backel,season_003;season_004;season_005;season_006;season_007;season_008;season_009;season_010,,season_010,,regular_season,,other,,,,,,Bene,,3725,249,39,PT53M53S,3233,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=VReIoAxMfWw;https://www.youtube.com/@Bene;https://www.youtube.com/user/FullLifeGames
DJjIXdzM8bY,https://www.youtube.com/watch?v=DJjIXdzM8bY,Ich zeige euch die SCHWÄCHEN meines GPL S10 Kaders! + Spielplan Einschätzung,other,2025-10-01T18:00:20Z,UCdLntuH7CGkZ5DyhNsy1yVw,Pokgalaxy,https://www.youtube.com/c/Pokgalaxy,person_pokgalaxy,Pokgalaxy,Fen and Gator;Issotop;Tails of Mystery,season_008;season_009;season_010,,season_010,,regular_season,,other,,,,,,Pokgalaxy,,1130,101,14,PT20M12S,1212,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=DJjIXdzM8bY;https://www.youtube.com/@Pokgalaxy;https://www.youtube.com/c/Pokgalaxy;https://www.youtube.com/user/Pokgalaxy
0UElsZUhmV8,https://www.youtube.com/watch?v=0UElsZUhmV8,Das BESTE Pokémon Turnier geht los! (GPL S10 LIVE EVENT),other,2025-10-04T16:01:45Z,UCGJoPLl-4NriTMUsNMK-9Zg,Present,https://www.youtube.com/user/Present,person_present,PresentLP,PrekaKnight;Prekani;Soulblaze,season_001;season_002;season_003;season_004;season_005;season_006;season_007;season_008;season_009,,season_010,,regular_season,,other,,,,,,PresentLP,,40964,2559,223,PT5H6M19S,18379,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=0UElsZUhmV8;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP
EUxZQvzm2z4,https://www.youtube.com/watch?v=EUxZQvzm2z4,Das sind die besten Spieler der GPL Season 10 - Spielerranking,other,2025-10-08T14:00:32Z,UCUbGUS9lVyrtB849ADLA1rw,King Blex,https://www.youtube.com/c/KingBlex,person_king_blex,KingBlex,Cyber End Jugulis;End Level Hydreigon;Toon World,season_008;season_009;season_010,,season_010,,regular_season,,other,,,,,,KingBlex,,1885,130,49,PT1H3M53S,3833,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=EUxZQvzm2z4;https://www.youtube.com/@KingBlex;https://www.youtube.com/c/KingBlex;https://www.youtube.com/user/KingBlex
LatZvfcHQW4,https://www.youtube.com/watch?v=LatZvfcHQW4,GPL [S10] | Ich setze auf MEINE Pfundskerle! | Teambuilding Vs. @Bonusrobin ,teambuilding,2025-10-11T17:00:33Z,UCdLntuH7CGkZ5DyhNsy1yVw,Pokgalaxy,https://www.youtube.com/c/Pokgalaxy,person_pokgalaxy,Pokgalaxy,Fen and Gator;Issotop;Tails of Mystery,season_008;season_009;season_010,,season_010,,regular_season,,teambuilding,,,,,,Pokgalaxy,,682,92,5,PT15M48S,948,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=LatZvfcHQW4;https://www.youtube.com/@Pokgalaxy;https://www.youtube.com/c/Pokgalaxy;https://www.youtube.com/user/Pokgalaxy
uEmKAORmh3I,https://www.youtube.com/watch?v=uEmKAORmh3I,GPL [S10] | Will man mich WEGSWEEPEN?! | Teambuilding VS. @Sirazoa,teambuilding,2025-10-18T13:02:01Z,UCdLntuH7CGkZ5DyhNsy1yVw,Pokgalaxy,https://www.youtube.com/c/Pokgalaxy,person_pokgalaxy,Pokgalaxy,Fen and Gator;Issotop;Tails of Mystery,season_008;season_009;season_010,,season_010,,regular_season,,teambuilding,,,,,,Pokgalaxy,,474,53,2,PT20M2S,1202,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=uEmKAORmh3I;https://www.youtube.com/@Pokgalaxy;https://www.youtube.com/c/Pokgalaxy;https://www.youtube.com/user/Pokgalaxy
AutoyqNIelM,https://www.youtube.com/watch?v=AutoyqNIelM,GPL [S10] | Kriegen wir das GEBACKEN | Teambuilding VS. @DenizderZweite,teambuilding,2025-10-25T10:00:18Z,UCdLntuH7CGkZ5DyhNsy1yVw,Pokgalaxy,https://www.youtube.com/c/Pokgalaxy,person_pokgalaxy,Pokgalaxy,Fen and Gator;Issotop;Tails of Mystery,season_008;season_009;season_010,,season_010,,regular_season,,teambuilding,,,,,,Pokgalaxy,,453,41,5,PT19M36S,1176,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=AutoyqNIelM;https://www.youtube.com/@Pokgalaxy;https://www.youtube.com/c/Pokgalaxy;https://www.youtube.com/user/Pokgalaxy
so2qMC7TPgw,https://www.youtube.com/watch?v=so2qMC7TPgw,GPL [S10] | Der Kaiser muss fallen! | Teambuilding vs. @Bene,teambuilding,2025-11-01T15:36:52Z,UCdLntuH7CGkZ5DyhNsy1yVw,Pokgalaxy,https://www.youtube.com/c/Pokgalaxy,person_pokgalaxy,Pokgalaxy,Fen and Gator;Issotop;Tails of Mystery,season_008;season_009;season_010,,season_010,,regular_season,,teambuilding,,,,,,Pokgalaxy,,975,89,10,PT26M12S,1572,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=so2qMC7TPgw;https://www.youtube.com/@Pokgalaxy;https://www.youtube.com/c/Pokgalaxy;https://www.youtube.com/user/Pokgalaxy
r8mggxgMCSk,https://www.youtube.com/watch?v=r8mggxgMCSk,Der Downfall der Motte! - GPL [S10] Bonusmatch vs @Robin_VODs,game,2025-11-12T17:01:33Z,UCdEd0UBYDMkHGk-Eg4ufZVA,OGDeniz VODs,https://www.youtube.com/c/OGDNZ,person_og_dnz,OGDNZ,Chasing Cinderaces;Toon World,season_008;season_009,,season_010,,regular_season,,unmatched,,,,,,OGDNZ,,192,16,3,PT22M15S,1335,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=r8mggxgMCSk;https://www.youtube.com/c/OGDNZ;https://www.youtube.com/user/OGDNZ
zDu7WjqowAs,https://www.youtube.com/watch?v=zDu7WjqowAs,GPL [S10] | Zeit für die Anti-Bären-Schilde! | Teambuilding Vs. @RaizorDATA,teambuilding,2025-11-15T15:02:02Z,UCdLntuH7CGkZ5DyhNsy1yVw,Pokgalaxy,https://www.youtube.com/c/Pokgalaxy,person_pokgalaxy,Pokgalaxy,Fen and Gator;Issotop;Tails of Mystery,season_008;season_009;season_010,,season_010,,regular_season,,teambuilding,,,,,,Pokgalaxy,,902,69,14,PT27M3S,1623,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=zDu7WjqowAs;https://www.youtube.com/@Pokgalaxy;https://www.youtube.com/c/Pokgalaxy;https://www.youtube.com/user/Pokgalaxy
d257EjEokAc,https://www.youtube.com/watch?v=d257EjEokAc,GPL [S10] | Schön langsam vorankommen! | Teambuilding VS. @Snomnie,teambuilding,2025-11-22T14:01:08Z,UCdLntuH7CGkZ5DyhNsy1yVw,Pokgalaxy,https://www.youtube.com/c/Pokgalaxy,person_pokgalaxy,Pokgalaxy,Fen and Gator;Issotop;Tails of Mystery,season_008;season_009;season_010,,season_010,,regular_season,,teambuilding,,,,,,Pokgalaxy,,520,49,10,PT20M28S,1228,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=d257EjEokAc;https://www.youtube.com/@Pokgalaxy;https://www.youtube.com/c/Pokgalaxy;https://www.youtube.com/user/Pokgalaxy
vfk37yw5RTE,https://www.youtube.com/watch?v=vfk37yw5RTE,GPL [S10] | Seine unterschätzte Geheimwaffe? | Teambuilding VS. @PresPres,teambuilding,2025-11-29T11:01:49Z,UCdLntuH7CGkZ5DyhNsy1yVw,Pokgalaxy,https://www.youtube.com/c/Pokgalaxy,person_pokgalaxy,Pokgalaxy,Fen and Gator;Issotop;Tails of Mystery,season_008;season_009;season_010,,season_010,,regular_season,,teambuilding,,,,,,Pokgalaxy,,898,84,6,PT19M4S,1144,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=vfk37yw5RTE;https://www.youtube.com/@Pokgalaxy;https://www.youtube.com/c/Pokgalaxy;https://www.youtube.com/user/Pokgalaxy
HNLAlpeh3Xs,https://www.youtube.com/watch?v=HNLAlpeh3Xs,GPL [S10] | Ich will mein S-Tier TERAKRISTALLISIEREN | Teambuilding vs. @Flobert,teambuilding,2025-12-06T14:00:35Z,UCdLntuH7CGkZ5DyhNsy1yVw,Pokgalaxy,https://www.youtube.com/c/Pokgalaxy,person_pokgalaxy,Pokgalaxy,Fen and Gator;Issotop;Tails of Mystery,season_008;season_009;season_010,,season_010,,regular_season,,teambuilding,,,,,,Pokgalaxy,,779,65,9,PT25M29S,1529,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=HNLAlpeh3Xs;https://www.youtube.com/@Pokgalaxy;https://www.youtube.com/c/Pokgalaxy;https://www.youtube.com/user/Pokgalaxy
XZlzFDpBaRA,https://www.youtube.com/watch?v=XZlzFDpBaRA,GPL [S10] | Zum Ende wird es EISIG! | Teambuilding VS. @domjiii,teambuilding,2025-12-27T17:01:01Z,UCdLntuH7CGkZ5DyhNsy1yVw,Pokgalaxy,https://www.youtube.com/c/Pokgalaxy,person_pokgalaxy,Pokgalaxy,Fen and Gator;Issotop;Tails of Mystery,season_008;season_009;season_010,,season_010,,regular_season,,teambuilding,,,,,,Pokgalaxy,,445,45,7,PT27M23S,1643,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=XZlzFDpBaRA;https://www.youtube.com/@Pokgalaxy;https://www.youtube.com/c/Pokgalaxy;https://www.youtube.com/user/Pokgalaxy
xz0uEelzisU,https://www.youtube.com/watch?v=xz0uEelzisU,Singles-Spieler hat hohe Ansprüche an sich selbst - GPL [S10] Zwischenfazit,other,2025-12-31T13:01:54Z,UCXJ5whew7vZ8zr-SRMt8q2A,Minetube,https://www.youtube.com/user/Minetube13,person_minetube,Minetube,Akatsuki Amphibianz;Throes Mad;Triyolotree,season_003;season_004;season_005;season_006;season_009;season_010,,season_010,,regular_season,,other,,,,,,Minetube,,2279,189,11,PT51M40S,3100,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=xz0uEelzisU;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13
0kemSSDr0t0,https://www.youtube.com/watch?v=0kemSSDr0t0,Wir draften NEUE Pokémon für die Playoffs der GPL Season 10!,other,2026-01-04T15:23:42Z,UCGJoPLl-4NriTMUsNMK-9Zg,Present,https://www.youtube.com/user/Present,person_present,PresentLP,PrekaKnight;Prekani;Soulblaze,season_001;season_002;season_003;season_004;season_005;season_006;season_007;season_008;season_009,,season_010,,playoffs,,other,,,,,,PresentLP,,11951,649,36,PT2H49M25S,10165,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=0kemSSDr0t0;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP
HMKeD11aPMQ,https://www.youtube.com/watch?v=HMKeD11aPMQ,Ich schaue mir die Playoff-Kader an! - GPL [S10] Kader- und Playoff-Einschätzung,other,2026-01-10T13:00:26Z,UCXJ5whew7vZ8zr-SRMt8q2A,Minetube,https://www.youtube.com/user/Minetube13,person_minetube,Minetube,Akatsuki Amphibianz;Throes Mad;Triyolotree,season_003;season_004;season_005;season_006;season_009;season_010,,season_010,,playoffs,,other,,,,,,Minetube,,1876,149,11,PT49M50S,2990,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=HMKeD11aPMQ;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13
wIAlluSARac,https://www.youtube.com/watch?v=wIAlluSARac,GPL [S10] - Viertelfinale - vs. Pfundskerle: Teambuilding!,teambuilding,2026-01-10T13:01:54Z,UCvCiQCejxIRj1kgSwdxGqyw,Bene,https://www.youtube.com/user/FullLifeGames,person_bene,Bene,Gate;Kleinsteins;Riffex Pontifex;Ritter der Tapukokosnuss;Unlimited Blade Works*¹;Victini Bottom;Victory Instinct;Wackel Backel,season_003;season_004;season_005;season_006;season_007;season_008;season_009;season_010,,season_010,,playoffs,viertelfinale,teambuilding,,,,,,Bene,,1510,106,17,PT34M33S,2073,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=wIAlluSARac;https://www.youtube.com/@Bene;https://www.youtube.com/user/FullLifeGames
p8VE7G1PEHo,https://www.youtube.com/watch?v=p8VE7G1PEHo,Mein Fazit zu meiner letzten GPL Season - GPL Season 10 Recap,recap,2026-01-10T17:04:14Z,UCUbGUS9lVyrtB849ADLA1rw,King Blex,https://www.youtube.com/c/KingBlex,person_king_blex,KingBlex,Cyber End Jugulis;End Level Hydreigon;Toon World,season_008;season_009;season_010,,season_010,,regular_season,,recap,,,,,,KingBlex,,1049,103,54,PT1H16M29S,4589,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=p8VE7G1PEHo;https://www.youtube.com/@KingBlex;https://www.youtube.com/c/KingBlex;https://www.youtube.com/user/KingBlex
PIg0DwTVfaU,https://www.youtube.com/watch?v=PIg0DwTVfaU,Ich hab deinen RÜCKEN(WIND)! - GPL [S10] - VIERTELFINALE vs @Bene,game,2026-01-11T13:00:46Z,UC0tnEJt5PVGm2_dm_PXj21w,Dauni Daunstar,https://www.youtube.com/channel/UC0tnEJt5PVGm2_dm_PXj21w,person_dauni_daunstar,Dauni,Glückspilze;Milchbubis;Pfundskerle;Scherzkekse,season_007;season_008;season_009;season_010,Playoffs,season_010,,playoffs,viertelfinale,matched,season_010_schedule_0092,100,high,"season,stage,round,channel,title,both_sides",matched season season_010; playoff title matched playoff match; matched playoff round viertelfinale; channel identifies Dauni; title names Bene as opponent; channel and title identify opposite sides,Dauni,Bene,3893,387,36,PT33M10S,1990,2026-06-19T11:59:12Z,3718,1.05,0.85,0.56,,,,,,,,,https://www.youtube.com/watch?v=PIg0DwTVfaU;https://www.youtube.com/@DauniDaunstar;https://www.youtube.com/channel/UC0tnEJt5PVGm2_dm_PXj21w;https://www.youtube.com/user/DauniDaunstar
P9dvfLTDo8A,https://www.youtube.com/watch?v=P9dvfLTDo8A,GPL [S10] - Viertelfinale - vs. Pfundskerle: Die neuen wollen ran!,game,2026-01-11T13:00:50Z,UCvCiQCejxIRj1kgSwdxGqyw,Bene,https://www.youtube.com/user/FullLifeGames,person_bene,Bene,Gate;Kleinsteins;Riffex Pontifex;Ritter der Tapukokosnuss;Unlimited Blade Works*¹;Victini Bottom;Victory Instinct;Wackel Backel,season_003;season_004;season_005;season_006;season_007;season_008;season_009;season_010,Playoffs,season_010,,playoffs,viertelfinale,matched,season_010_schedule_0092,100,high,"season,stage,round,channel,title,both_sides",matched season season_010; playoff title matched playoff match; matched playoff round viertelfinale; channel identifies Bene; title names Dauni as opponent; channel and title identify opposite sides,Bene,Dauni,2868,312,28,PT23M56S,1436,2026-06-19T11:59:12Z,2734,1.05,0.67,0.13,,,,,,,,,https://www.youtube.com/watch?v=P9dvfLTDo8A;https://www.youtube.com/@Bene;https://www.youtube.com/user/FullLifeGames
k7AxZiSkYg0,https://www.youtube.com/watch?v=k7AxZiSkYg0,Playoff Switches Bewertung  - GPL Season 10,other,2026-01-13T15:01:28Z,UCUbGUS9lVyrtB849ADLA1rw,King Blex,https://www.youtube.com/c/KingBlex,person_king_blex,KingBlex,Cyber End Jugulis;End Level Hydreigon;Toon World,season_008;season_009;season_010,,season_010,,playoffs,,other,,,,,,KingBlex,,1202,81,34,PT1H14M41S,4481,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=k7AxZiSkYg0;https://www.youtube.com/@KingBlex;https://www.youtube.com/c/KingBlex;https://www.youtube.com/user/KingBlex
5ztswZhNCFk,https://www.youtube.com/watch?v=5ztswZhNCFk,GPL [S10] Halbfinale - VS @RaizorDATA: Teambuilding,teambuilding,2026-01-17T11:00:10Z,UCXJ5whew7vZ8zr-SRMt8q2A,Minetube,https://www.youtube.com/user/Minetube13,person_minetube,Minetube,Akatsuki Amphibianz;Throes Mad;Triyolotree,season_003;season_004;season_005;season_006;season_009;season_010,,season_010,,playoffs,halbfinale,teambuilding,,,,,,Minetube,,1709,161,13,PT22M22S,1342,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=5ztswZhNCFk;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13
L0mNi1qsHGA,https://www.youtube.com/watch?v=L0mNi1qsHGA,GPL [S10] - Halbfinale - vs. Prekani: Teambuilding!,teambuilding,2026-01-17T12:00:45Z,UCvCiQCejxIRj1kgSwdxGqyw,Bene,https://www.youtube.com/user/FullLifeGames,person_bene,Bene,Gate;Kleinsteins;Riffex Pontifex;Ritter der Tapukokosnuss;Unlimited Blade Works*¹;Victini Bottom;Victory Instinct;Wackel Backel,season_003;season_004;season_005;season_006;season_007;season_008;season_009;season_010,,season_010,,playoffs,halbfinale,teambuilding,,,,,,Bene,,1946,145,21,PT1H1S,3601,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=L0mNi1qsHGA;https://www.youtube.com/@Bene;https://www.youtube.com/user/FullLifeGames
u_K-4sF2v_k,https://www.youtube.com/watch?v=u_K-4sF2v_k,GPL [S10] Halbfinale - VS @RaizorDATA: Alles oder Nichts!,game,2026-01-18T11:01:40Z,UCXJ5whew7vZ8zr-SRMt8q2A,Minetube,https://www.youtube.com/user/Minetube13,person_minetube,Minetube,Akatsuki Amphibianz;Throes Mad;Triyolotree,season_003;season_004;season_005;season_006;season_009;season_010,Playoffs,season_010,,playoffs,halbfinale,matched,season_010_schedule_0087,100,high,"season,stage,round,channel,title,both_sides",matched season season_010; playoff title matched playoff match; matched playoff round halbfinale; channel identifies Minetube; title names Raizor as opponent; channel and title identify opposite sides,Minetube,Raizor,3341,382,37,PT35M23S,2123,2026-06-19T11:59:12Z,2026,1.65,0.93,1.3,über Baseline 1.6x; Top 10% der Person/Saison,,,,,,,,https://www.youtube.com/watch?v=u_K-4sF2v_k;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13
DzBQ5azlO5I,https://www.youtube.com/watch?v=DzBQ5azlO5I,GPL [S10] - Halbfinale - vs. Prekani: Der Erzrivale!,game,2026-01-18T12:00:22Z,UCvCiQCejxIRj1kgSwdxGqyw,Bene,https://www.youtube.com/user/FullLifeGames,person_bene,Bene,Gate;Kleinsteins;Riffex Pontifex;Ritter der Tapukokosnuss;Unlimited Blade Works*¹;Victini Bottom;Victory Instinct;Wackel Backel,season_003;season_004;season_005;season_006;season_007;season_008;season_009;season_010,Playoffs,season_010,,playoffs,halbfinale,matched,season_010_schedule_0090,100,high,"season,stage,round,channel,title,both_sides",matched season season_010; playoff title matched playoff match; matched playoff round halbfinale; channel identifies Bene; title names PresentLP as opponent; channel and title identify opposite sides,Bene,PresentLP,2815,349,48,PT40M1S,2401,2026-06-19T11:59:12Z,2734,1.03,0.56,0.08,,,,,,,,,https://www.youtube.com/watch?v=DzBQ5azlO5I;https://www.youtube.com/@Bene;https://www.youtube.com/user/FullLifeGames
sbrzXxX0NHE,https://www.youtube.com/watch?v=sbrzXxX0NHE,GPL [S10] - Singles Finale - vs. Unbound Soul: Teambuilding!,teambuilding,2026-01-31T11:01:33Z,UCvCiQCejxIRj1kgSwdxGqyw,Bene,https://www.youtube.com/user/FullLifeGames,person_bene,Bene,Gate;Kleinsteins;Riffex Pontifex;Ritter der Tapukokosnuss;Unlimited Blade Works*¹;Victini Bottom;Victory Instinct;Wackel Backel,season_003;season_004;season_005;season_006;season_007;season_008;season_009;season_010,,season_010,,playoffs,finale,teambuilding,,,,,,Bene,,1631,124,20,PT57M22S,3442,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=sbrzXxX0NHE;https://www.youtube.com/@Bene;https://www.youtube.com/user/FullLifeGames
JgG35-2aD_s,https://www.youtube.com/watch?v=JgG35-2aD_s,GPL [S10] - VGC Finale - vs. Unbound Soul: Teambuilding!,teambuilding,2026-01-31T15:00:27Z,UCvCiQCejxIRj1kgSwdxGqyw,Bene,https://www.youtube.com/user/FullLifeGames,person_bene,Bene,Gate;Kleinsteins;Riffex Pontifex;Ritter der Tapukokosnuss;Unlimited Blade Works*¹;Victini Bottom;Victory Instinct;Wackel Backel,season_003;season_004;season_005;season_006;season_007;season_008;season_009;season_010,,season_010,,playoffs,finale,teambuilding,,,,,,Bene,,1117,71,6,PT44M46S,2686,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=JgG35-2aD_s;https://www.youtube.com/@Bene;https://www.youtube.com/user/FullLifeGames
5zGU6q-uJHI,https://www.youtube.com/watch?v=5zGU6q-uJHI,GPL [S10] - Singles Finale - vs. Unbound Soul: Ganz allein!,game,2026-02-01T15:30:05Z,UCvCiQCejxIRj1kgSwdxGqyw,Bene,https://www.youtube.com/user/FullLifeGames,person_bene,Bene,Gate;Kleinsteins;Riffex Pontifex;Ritter der Tapukokosnuss;Unlimited Blade Works*¹;Victini Bottom;Victory Instinct;Wackel Backel,season_003;season_004;season_005;season_006;season_007;season_008;season_009;season_010,Playoffs,season_010,,playoffs,finale,matched,season_010_schedule_0098,100,high,"season,stage,round,channel,title,both_sides",matched season season_010; playoff title matched playoff match; matched playoff round finale; channel identifies Bene; title names Raizor as opponent; channel and title identify opposite sides,Bene,Raizor,1506,173,27,PT30M7S,1807,2026-06-19T11:59:12Z,2734,0.55,0.17,-1.58,,,,,,,,,https://www.youtube.com/watch?v=5zGU6q-uJHI;https://www.youtube.com/@Bene;https://www.youtube.com/user/FullLifeGames
8TksZdHEGaQ,https://www.youtube.com/watch?v=8TksZdHEGaQ,GPL [S10] - VGC Finale - vs. Unbound Soul: Zusammen vereint!,game,2026-02-01T17:30:01Z,UCvCiQCejxIRj1kgSwdxGqyw,Bene,https://www.youtube.com/user/FullLifeGames,person_bene,Bene,Gate;Kleinsteins;Riffex Pontifex;Ritter der Tapukokosnuss;Unlimited Blade Works*¹;Victini Bottom;Victory Instinct;Wackel Backel,season_003;season_004;season_005;season_006;season_007;season_008;season_009;season_010,Playoffs,season_010,,playoffs,finale,matched,season_010_schedule_0098,100,high,"season,stage,round,channel,title,both_sides",matched season season_010; playoff title matched playoff match; matched playoff round finale; channel identifies Bene; title names Raizor as opponent; channel and title identify opposite sides,Bene,Raizor,1471,187,22,PT38M38S,2318,2026-06-19T11:59:12Z,2734,0.54,0.11,-1.65,,,,,,,,,https://www.youtube.com/watch?v=8TksZdHEGaQ;https://www.youtube.com/@Bene;https://www.youtube.com/user/FullLifeGames
OGQHxlvhqYg,https://www.youtube.com/watch?v=OGQHxlvhqYg,GPL [S10] Kampf um Platz 3 - VS @PresPres: Ein letztes Mal.,game,2026-02-02T14:00:39Z,UCXJ5whew7vZ8zr-SRMt8q2A,Minetube,https://www.youtube.com/user/Minetube13,person_minetube,Minetube,Akatsuki Amphibianz;Throes Mad;Triyolotree,season_003;season_004;season_005;season_006;season_009;season_010,Playoffs,season_010,,playoffs,platz_3,matched,season_010_schedule_0097,100,high,"season,stage,round,channel",matched season season_010; playoff title matched playoff match; matched playoff round platz_3; channel identifies Minetube,Minetube,PresentLP,770,78,2,PT1H31M25S,5485,2026-06-19T11:59:12Z,2026,0.38,0.07,-2.52,,,,,,,,,https://www.youtube.com/watch?v=OGQHxlvhqYg;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13
rribjvNw7oo,https://www.youtube.com/watch?v=rribjvNw7oo,GPL [S10] - Gemeinsames Fazit mit Relous & Pokémon Ranking!,other,2026-02-08T16:40:29Z,UCvCiQCejxIRj1kgSwdxGqyw,Bene,https://www.youtube.com/user/FullLifeGames,person_bene,Bene,Gate;Kleinsteins;Riffex Pontifex;Ritter der Tapukokosnuss;Unlimited Blade Works*¹;Victini Bottom;Victory Instinct;Wackel Backel,season_003;season_004;season_005;season_006;season_007;season_008;season_009;season_010,,season_010,,regular_season,,other,,,,,,Bene,,2042,121,9,PT3H27M35S,12455,2026-06-19T11:59:12Z,,,,,,,,,,,,,https://www.youtube.com/watch?v=rribjvNw7oo;https://www.youtube.com/@Bene;https://www.youtube.com/user/FullLifeGames
