season_id,division,week,person_id,person_name,p_first,p_playoffs,sims,seed,source_urls
season_001,Regular Season,3,person_art_n_gaming,Art'n'Gaming,0.0010,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,3,person_daumenkino,DaumenkinoLP,0.2250,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,3,person_diaswordplay,DiaSwordPlay,0.0350,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,3,person_dirtyd64,DirtyD64,0.0110,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,3,person_fanmadeletsplay,FanmadeLetsPlay,0.0000,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,3,person_fnupa,Cabgolord,0.0090,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,3,person_morbolth,Morbolth,0.0080,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,3,person_pokemonfakten,PokemonFakten,0.0000,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,3,person_present,PresentLP,0.3450,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,3,person_raizor,Raizor,0.0000,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,3,person_shiro,Shiro,0.2570,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,3,person_silva,Silva,0.0600,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,3,person_surskittv,SurskitTV,0.0490,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,4,person_art_n_gaming,Art'n'Gaming,0.0000,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,4,person_daumenkino,DaumenkinoLP,0.0720,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,4,person_diaswordplay,DiaSwordPlay,0.0140,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,4,person_dirtyd64,DirtyD64,0.0190,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,4,person_fanmadeletsplay,FanmadeLetsPlay,0.0000,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,4,person_fnupa,Cabgolord,0.0030,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,4,person_morbolth,Morbolth,0.0210,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,4,person_pokemonfakten,PokemonFakten,0.0000,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,4,person_present,PresentLP,0.5330,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,4,person_raizor,Raizor,0.0030,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,Regular Season,4,person_shiro,Shiro,0.0860,,1000,42,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
