season_id,match_id,division,stage,week,player_a,player_b,team_a,team_b,score_a,score_b,winner,video_id,video_title,video_url,data_status,source_urls
season_001,season_001_schedule_0001,Regular Season,regular_season,1. Spieltag - Sonntag der 14.09.2014 [12:00 -17:00],DaumenkinoLP,SurskitTV,,,4,3,DaumenkinoLP,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0002,Regular Season,regular_season,7. Spieltag - Sonntag der 26.10.2014 [12:00 -17:00],PresentLP,SurskitTV,,,3,0,PresentLP,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0003,Regular Season,regular_season,12. Spieltag – Sonntag der 07.12.2014 [12:00 -17:00],DaumenkinoLP,SurskitTV,,,2,0,DaumenkinoLP,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0004,Regular Season,regular_season,18. Spieltag – Sonntag der 18.01.2015 [12:00 -17:00],PresentLP,SurskitTV,,,2,0,PresentLP,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0005,Regular Season,regular_season,1. Spieltag - Sonntag der 14.09.2014 [12:00 -17:00],Cabgolord,DiaSwordPlay,,,0,3,DiaSwordPlay,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0006,Regular Season,regular_season,7. Spieltag - Sonntag der 26.10.2014 [12:00 -17:00],Raizor,Morbolth,,,3,0,Raizor,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0007,Regular Season,regular_season,12. Spieltag – Sonntag der 07.12.2014 [12:00 -17:00],Cabgolord,DiaSwordPlay,,,0,4,DiaSwordPlay,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0008,Regular Season,regular_season,18. Spieltag – Sonntag der 18.01.2015 [12:00 -17:00],Raizor,Morbolth,,,0,0,,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0009,Regular Season,regular_season,1. Spieltag - Sonntag der 14.09.2014 [12:00 -17:00],Art'n'Gaming,Silva,,,0,2,Silva,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0010,Regular Season,regular_season,7. Spieltag - Sonntag der 26.10.2014 [12:00 -17:00],Shiro,DirtyD64,,,0,5,DirtyD64,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0011,Regular Season,regular_season,12. Spieltag – Sonntag der 07.12.2014 [12:00 -17:00],Art'n'Gaming,Silva,,,0,3,Silva,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0012,Regular Season,regular_season,18. Spieltag – Sonntag der 18.01.2015 [12:00 -17:00],Shiro,DirtyD64,,,5,0,Shiro,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0013,Regular Season,regular_season,1. Spieltag - Sonntag der 14.09.2014 [12:00 -17:00],PokemonFakten,Shiro,,,0,4,Shiro,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0014,Regular Season,regular_season,7. Spieltag - Sonntag der 26.10.2014 [12:00 -17:00],Silva,PokemonFakten,,,4,0,Silva,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0015,Regular Season,regular_season,12. Spieltag – Sonntag der 07.12.2014 [12:00 -17:00],FanmadeLetsPlay,Shiro,,,1,0,FanmadeLetsPlay,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0016,Regular Season,regular_season,18. Spieltag – Sonntag der 18.01.2015 [12:00 -17:00],Silva,FanmadeLetsPlay,,,2,0,Silva,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0017,Regular Season,regular_season,1. Spieltag - Sonntag der 14.09.2014 [12:00 -17:00],DirtyD64,Raizor,,,4,0,DirtyD64,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0018,Regular Season,regular_season,7. Spieltag - Sonntag der 26.10.2014 [12:00 -17:00],DiaSwordPlay,Art'n'Gaming,,,5,3,DiaSwordPlay,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0019,Regular Season,regular_season,12. Spieltag – Sonntag der 07.12.2014 [12:00 -17:00],DirtyD64,Raizor,,,0,2,Raizor,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0020,Regular Season,regular_season,18. Spieltag – Sonntag der 18.01.2015 [12:00 -17:00],DiaSwordPlay,Art'n'Gaming,,,3,0,DiaSwordPlay,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0021,Regular Season,regular_season,1. Spieltag - Sonntag der 14.09.2014 [12:00 -17:00],Morbolth,PresentLP,,,0,4,PresentLP,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0022,Regular Season,regular_season,7. Spieltag - Sonntag der 26.10.2014 [12:00 -17:00],DaumenkinoLP,Cabgolord,,,3,0,DaumenkinoLP,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0023,Regular Season,regular_season,12. Spieltag – Sonntag der 07.12.2014 [12:00 -17:00],Morbolth,PresentLP,,,4,0,Morbolth,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0024,Regular Season,regular_season,18. Spieltag – Sonntag der 18.01.2015 [12:00 -17:00],DaumenkinoLP,Cabgolord,,,6,0,DaumenkinoLP,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0025,Regular Season,regular_season,2. Spieltag - Sonntag der 21.09.2014 [12:00 -17:00],SurskitTV,Cabgolord,,,4,0,SurskitTV,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0026,Regular Season,regular_season,8. Spieltag - Sonntag der 02.11.2014 [12:00 -17:00],SurskitTV,Raizor,,,0,3,Raizor,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0027,Regular Season,regular_season,13. Spieltag – Sonntag der 14.12.2014 [12:00 -17:00],SurskitTV,Cabgolord,,,4,2,SurskitTV,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0028,Regular Season,regular_season,19. Spieltag – Sonntag der 25.01.2015 [12:00 -17:00],SurskitTV,Raizor,,,5,0,SurskitTV,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0029,Regular Season,regular_season,2. Spieltag - Sonntag der 21.09.2014 [12:00 -17:00],Art'n'Gaming,DaumenkinoLP,,,0,3,DaumenkinoLP,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0030,Regular Season,regular_season,8. Spieltag - Sonntag der 02.11.2014 [12:00 -17:00],Shiro,PresentLP,,,0,5,PresentLP,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0031,Regular Season,regular_season,13. Spieltag – Sonntag der 14.12.2014 [12:00 -17:00],Art'n'Gaming,DaumenkinoLP,,,0,2,DaumenkinoLP,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0032,Regular Season,regular_season,19. Spieltag – Sonntag der 25.01.2015 [12:00 -17:00],Shiro,PresentLP,,,3,0,Shiro,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0033,Regular Season,regular_season,2. Spieltag - Sonntag der 21.09.2014 [12:00 -17:00],PokemonFakten,DiaSwordPlay,,,0,1,DiaSwordPlay,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0034,Regular Season,regular_season,8. Spieltag - Sonntag der 02.11.2014 [12:00 -17:00],Silva,Morbolth,,,6,0,Silva,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0035,Regular Season,regular_season,13. Spieltag – Sonntag der 14.12.2014 [12:00 -17:00],FanmadeLetsPlay,DiaSwordPlay,,,6,0,FanmadeLetsPlay,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0036,Regular Season,regular_season,19. Spieltag – Sonntag der 25.01.2015 [12:00 -17:00],Silva,Morbolth,,,0,0,,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0037,Regular Season,regular_season,2. Spieltag - Sonntag der 21.09.2014 [12:00 -17:00],DirtyD64,Silva,,,1,4,Silva,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0038,Regular Season,regular_season,8. Spieltag - Sonntag der 02.11.2014 [12:00 -17:00],DiaSwordPlay,DirtyD64,,,0,2,DirtyD64,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0039,Regular Season,regular_season,13. Spieltag – Sonntag der 14.12.2014 [12:00 -17:00],DirtyD64,Silva,,,6,0,DirtyD64,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0040,Regular Season,regular_season,19. Spieltag – Sonntag der 25.01.2015 [12:00 -17:00],DiaSwordPlay,DirtyD64,,,2,0,DiaSwordPlay,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0041,Regular Season,regular_season,2. Spieltag - Sonntag der 21.09.2014 [12:00 -17:00],Morbolth,Shiro,,,0,1,Shiro,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0042,Regular Season,regular_season,8. Spieltag - Sonntag der 02.11.2014 [12:00 -17:00],DaumenkinoLP,PokemonFakten,,,4,0,DaumenkinoLP,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0043,Regular Season,regular_season,13. Spieltag – Sonntag der 14.12.2014 [12:00 -17:00],Morbolth,Shiro,,,0,5,Shiro,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0044,Regular Season,regular_season,19. Spieltag – Sonntag der 25.01.2015 [12:00 -17:00],DaumenkinoLP,FanmadeLetsPlay,,,0,3,FanmadeLetsPlay,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0045,Regular Season,regular_season,2. Spieltag - Sonntag der 21.09.2014 [12:00 -17:00],PresentLP,Raizor,,,2,0,PresentLP,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0046,Regular Season,regular_season,8. Spieltag - Sonntag der 02.11.2014 [12:00 -17:00],Cabgolord,Art'n'Gaming,,,2,0,Cabgolord,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0047,Regular Season,regular_season,13. Spieltag – Sonntag der 14.12.2014 [12:00 -17:00],PresentLP,Raizor,,,2,0,PresentLP,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0048,Regular Season,regular_season,19. Spieltag – Sonntag der 25.01.2015 [12:00 -17:00],Cabgolord,Art'n'Gaming,,,0,1,Art'n'Gaming,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0049,Regular Season,regular_season,3. Spieltag - Sonntag der 28.09.2014 [12:00 -17:00],Art'n'Gaming,SurskitTV,,,0,1,SurskitTV,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0050,Regular Season,regular_season,9. Spieltag - Sonntag der 09.11.2014 [12:00 -17:00],Shiro,SurskitTV,,,3,0,Shiro,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0051,Regular Season,regular_season,14. Spieltag – Sonntag der 21.12.2014 [12:00 -17:00],Art'n'Gaming,SurskitTV,,,1,0,Art'n'Gaming,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0052,Regular Season,regular_season,20. Spieltag – Sonntag der 01.02.2015 [12:00 -17:00],Shiro,SurskitTV,,,4,0,Shiro,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0053,Regular Season,regular_season,3. Spieltag - Sonntag der 28.09.2014 [12:00 -17:00],PokemonFakten,Cabgolord,,,0,4,Cabgolord,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0054,Regular Season,regular_season,9. Spieltag - Sonntag der 09.11.2014 [12:00 -17:00],Silva,Raizor,,,0,3,Raizor,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0055,Regular Season,regular_season,14. Spieltag – Sonntag der 21.12.2014 [12:00 -17:00],FanmadeLetsPlay,Cabgolord,,,2,0,FanmadeLetsPlay,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0056,Regular Season,regular_season,20. Spieltag – Sonntag der 01.02.2015 [12:00 -17:00],Silva,Raizor,,,2,0,Silva,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0057,Regular Season,regular_season,3. Spieltag - Sonntag der 28.09.2014 [12:00 -17:00],DirtyD64,DaumenkinoLP,,,0,1,DaumenkinoLP,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0058,Regular Season,regular_season,9. Spieltag - Sonntag der 09.11.2014 [12:00 -17:00],DiaSwordPlay,PresentLP,,,0,4,PresentLP,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0059,Regular Season,regular_season,14. Spieltag – Sonntag der 21.12.2014 [12:00 -17:00],DirtyD64,DaumenkinoLP,,,3,0,DirtyD64,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0060,Regular Season,regular_season,20. Spieltag – Sonntag der 01.02.2015 [12:00 -17:00],DiaSwordPlay,PresentLP,,,0,5,PresentLP,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0061,Regular Season,regular_season,3. Spieltag - Sonntag der 28.09.2014 [12:00 -17:00],Morbolth,DiaSwordPlay,,,2,0,Morbolth,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0062,Regular Season,regular_season,9. Spieltag - Sonntag der 09.11.2014 [12:00 -17:00],DaumenkinoLP,Morbolth,,,3,0,DaumenkinoLP,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0063,Regular Season,regular_season,14. Spieltag – Sonntag der 21.12.2014 [12:00 -17:00],Morbolth,DiaSwordPlay,,,0,5,DiaSwordPlay,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0064,Regular Season,regular_season,20. Spieltag – Sonntag der 01.02.2015 [12:00 -17:00],DaumenkinoLP,Morbolth,,,0,0,,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0065,Regular Season,regular_season,3. Spieltag - Sonntag der 28.09.2014 [12:00 -17:00],PresentLP,Silva,,,2,0,PresentLP,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0066,Regular Season,regular_season,9. Spieltag - Sonntag der 09.11.2014 [12:00 -17:00],Cabgolord,DirtyD64,,,0,1,DirtyD64,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0067,Regular Season,regular_season,14. Spieltag – Sonntag der 21.12.2014 [12:00 -17:00],PresentLP,Silva,,,3,0,PresentLP,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0068,Regular Season,regular_season,20. Spieltag – Sonntag der 01.02.2015 [12:00 -17:00],Cabgolord,DirtyD64,,,3,0,Cabgolord,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0069,Regular Season,regular_season,3. Spieltag - Sonntag der 28.09.2014 [12:00 -17:00],Raizor,Shiro,,,0,1,Shiro,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0070,Regular Season,regular_season,9. Spieltag - Sonntag der 09.11.2014 [12:00 -17:00],Art'n'Gaming,PokemonFakten,,,1,0,Art'n'Gaming,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0071,Regular Season,regular_season,14. Spieltag – Sonntag der 21.12.2014 [12:00 -17:00],Raizor,Shiro,,,2,0,Raizor,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0072,Regular Season,regular_season,20. Spieltag – Sonntag der 01.02.2015 [12:00 -17:00],Art'n'Gaming,FanmadeLetsPlay,,,3,0,Art'n'Gaming,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0073,Regular Season,regular_season,4. Spieltag - Sonntag der 05.10.2014 [12:00 -17:00],SurskitTV,PokemonFakten,,,2,0,SurskitTV,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0074,Regular Season,regular_season,10. Spieltag - Sonntag der 16.11.2014 [12:00 -17:00],SurskitTV,Silva,,,0,2,Silva,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0075,Regular Season,regular_season,15. Spieltag – Sonntag der 28.12.2014 [12:00 -17:00],SurskitTV,FanmadeLetsPlay,,,0,4,FanmadeLetsPlay,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0076,Regular Season,regular_season,4. Spieltag - Sonntag der 05.10.2014 [12:00 -17:00],DirtyD64,Art'n'Gaming,,,3,0,DirtyD64,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0077,Regular Season,regular_season,10. Spieltag - Sonntag der 16.11.2014 [12:00 -17:00],DiaSwordPlay,Shiro,,,4,0,DiaSwordPlay,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0078,Regular Season,regular_season,15. Spieltag – Sonntag der 28.12.2014 [12:00 -17:00],DirtyD64,Art'n'Gaming,,,3,0,DirtyD64,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0079,Regular Season,regular_season,4. Spieltag - Sonntag der 05.10.2014 [12:00 -17:00],Morbolth,Cabgolord,,,2,0,Morbolth,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0080,Regular Season,regular_season,10. Spieltag - Sonntag der 16.11.2014 [12:00 -17:00],DaumenkinoLP,Raizor,,,0,4,Raizor,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0081,Regular Season,regular_season,15. Spieltag – Sonntag der 28.12.2014 [12:00 -17:00],Morbolth,Cabgolord,,,0,0,,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0082,Regular Season,regular_season,4. Spieltag - Sonntag der 05.10.2014 [12:00 -17:00],PresentLP,DaumenkinoLP,,,5,0,PresentLP,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0083,Regular Season,regular_season,10. Spieltag - Sonntag der 16.11.2014 [12:00 -17:00],Cabgolord,PresentLP,,,0,3,PresentLP,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0084,Regular Season,regular_season,15. Spieltag – Sonntag der 28.12.2014 [12:00 -17:00],PresentLP,DaumenkinoLP,,,4,0,PresentLP,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0085,Regular Season,regular_season,4. Spieltag - Sonntag der 05.10.2014 [12:00 -17:00],Raizor,DiaSwordPlay,,,4,0,Raizor,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
season_001,season_001_schedule_0086,Regular Season,regular_season,10. Spieltag - Sonntag der 16.11.2014 [12:00 -17:00],Art'n'Gaming,Morbolth,,,3,0,Art'n'Gaming,,,,sheet_extracted,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
