season_id,person_id,person_name,person_name_normalized,team_id,team_name,team_name_normalized,division,stage,rank,start_week,end_week,matches,wins,losses,draws,points,kills,deaths,differential,data_status,notes,source_urls
season_004,person_themiifii,TheMiiFii,themiifii,season_004_dreaded_dittos,Dreaded Dittos,dreaded dittos,Liga 2,full_season,8,,,22,11,11,0,33,92,98,-6,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1iwPqphIOO1ID-4NV3sv5CrIsmpQF-saq1sNE9Sxo9oE/edit#gid=0
season_004,person_leinux,Leinux,leinux,season_004_meowseyside,Meowseyside,meowseyside,Liga 2,full_season,9,,,22,6,16,0,18,79,111,-32,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1iwPqphIOO1ID-4NV3sv5CrIsmpQF-saq1sNE9Sxo9oE/edit#gid=0
season_004,person_scoutley,Scoutley,scoutley,season_004_penguin_squad,Penguin Squad,penguin squad,Liga 2,full_season,10,,,22,5,16,1,16,81,124,-42,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1iwPqphIOO1ID-4NV3sv5CrIsmpQF-saq1sNE9Sxo9oE/edit#gid=0
season_004,person_blacklink,BlackLink,blacklink,season_004_silver_fang,Silver Fang,silver fang,Liga 2,full_season,11,,,22,5,17,0,15,87,123,-36,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1iwPqphIOO1ID-4NV3sv5CrIsmpQF-saq1sNE9Sxo9oE/edit#gid=0
season_004,person_asalakoren,Asalakoren,asalakoren,season_004_azumarines,Azumarines,azumarines,Liga 2,full_season,12,,,22,4,18,0,12,90,113,-23,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1iwPqphIOO1ID-4NV3sv5CrIsmpQF-saq1sNE9Sxo9oE/edit#gid=0
season_005,person_lauris,Lauris,lauris,season_005_shockwaving_magearnas,Shockwaving Magearnas,shockwaving magearnas,Liga 1,full_season,1,,,22,19,3,0,57,121,69,52,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=1708603996
season_005,person_bene,Bene,bene,season_005_victini_bottom,Victini Bottom,victini bottom,Liga 1,full_season,2,,,22,16,6,0,48,115,73,37,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=1708603996
season_005,person_present,PresentLP,present,season_005_prekani,Prekani,prekani,Liga 1,full_season,3,,,22,13,9,0,39,106,93,13,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=1708603996
season_005,person_captaincrinch,CaptainCrinch,captaincrinch,season_005_crinchilla,Crinchilla,crinchilla,Liga 1,full_season,4,,,22,12,10,0,36,101,89,12,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=1708603996
season_005,person_professor_n,Professor N,professor n,season_005_howling_commandos,Howling Commandos,howling commandos,Liga 1,full_season,5,,,22,12,10,0,36,105,94,11,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=1708603996
season_005,person_glebber,glebber,glebber,season_005_energie_tobutz,Energie Tobutz,energie tobutz,Liga 1,full_season,6,,,22,12,10,0,36,103,100,3,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=1708603996
season_005,person_barry_d_sin_of_speed,Barry D. Sin of Speed,barry d sin of speed,season_005_marvelous_speedsters,Marvelous Speedsters,marvelous speedsters,Liga 1,full_season,7,,,22,10,11,1,31,94,103,-9,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=1708603996
season_005,person_raizor,Raizor,raizor,season_005_soulstealer,Soulstealer,soulstealer,Liga 1,full_season,8,,,22,9,13,0,27,97,100,-3,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=1708603996
season_005,person_minetube,Minetube,minetube,season_005_triyolotree,Triyolotree,triyolotree,Liga 1,full_season,9,,,22,9,13,0,27,94,111,-17,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=1708603996
season_005,person_art_n_gaming,Art'n'Gaming,art n gaming,season_005_little_litleos,Little Litleos*,little litleos,Liga 1,full_season,11,,,22,6,16,0,18,78,119,-41,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=1708603996
season_005,person_fnupa,Cabgolord,fnupa,season_005_cabgosport,Cabgosport,cabgosport,Liga 1,full_season,12,,,22,5,17,0,15,77,118,-41,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=1708603996
season_005,person_belmontgabriel,BelmontGabriel,belmontgabriel,season_005_symphonic_swellow,Symphonic Swellow,symphonic swellow,Liga 2,full_season,1,,,22,18,4,0,54,121,67,54,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1Jej38dwkqOARMHvKaUfQeHME0pLqP9GE6vPZQMUxMcg/edit#gid=1613120774
season_005,person_elektechn9ne,ElektechN9ne,elektechn9ne,season_005_elekid_s_club,Elekid's Club,elekid s club,Liga 2,full_season,2,,,22,17,5,0,51,115,83,32,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1Jej38dwkqOARMHvKaUfQeHME0pLqP9GE6vPZQMUxMcg/edit#gid=1613120774
season_005,person_bravebird,BraveBird,bravebird,season_005_brazilliant,Brazilliant,brazilliant,Liga 2,full_season,3,,,22,14,8,0,42,105,97,7,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1Jej38dwkqOARMHvKaUfQeHME0pLqP9GE6vPZQMUxMcg/edit#gid=1613120774
season_005,person_blacklink,BlackLink,blacklink,season_005_stardew_silvally,Stardew Silvally,stardew silvally,Liga 2,full_season,4,,,22,13,9,0,39,108,94,14,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1Jej38dwkqOARMHvKaUfQeHME0pLqP9GE6vPZQMUxMcg/edit#gid=1613120774
season_005,person_dauni_daunstar,Dauni,dauni daunstar,season_005_wild_west_style,Wild West Style,wild west style,Liga 2,full_season,5,,,22,11,11,0,33,102,99,3,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1Jej38dwkqOARMHvKaUfQeHME0pLqP9GE6vPZQMUxMcg/edit#gid=1613120774
season_005,person_crowdcontroller,CrowdController,crowdcontroller,season_005_lax_litwick,Lax Litwick,lax litwick,Liga 2,full_season,6,,,22,11,11,0,33,106,108,-3,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1Jej38dwkqOARMHvKaUfQeHME0pLqP9GE6vPZQMUxMcg/edit#gid=1613120774
season_005,person_stratocopter_tv,Stratocopter TV,stratocopter tv,season_005_crustle_crusaders,Crustle Crusaders,crustle crusaders,Liga 2,full_season,7,,,22,10,12,0,30,92,94,-2,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1Jej38dwkqOARMHvKaUfQeHME0pLqP9GE6vPZQMUxMcg/edit#gid=1613120774
season_005,person_pokebazi,PokeBazi,pokebazi,season_005_krebuknackis,Krebuknackis,krebuknackis,Liga 2,full_season,8,,,22,10,12,0,30,96,104,-8,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1Jej38dwkqOARMHvKaUfQeHME0pLqP9GE6vPZQMUxMcg/edit#gid=1613120774
season_005,person_craycom,Craycom,craycom,season_005_weavile_ga_kill,Weavile Ga Kill,weavile ga kill,Liga 2,full_season,9,,,22,9,13,0,27,91,107,-16,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1Jej38dwkqOARMHvKaUfQeHME0pLqP9GE6vPZQMUxMcg/edit#gid=1613120774
season_005,person_oktopaul,Oktopaul,oktopaul,season_005_goofy_gufas,Goofy Gufas,goofy gufas,Liga 2,full_season,10,,,22,8,14,0,24,91,115,-24,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1Jej38dwkqOARMHvKaUfQeHME0pLqP9GE6vPZQMUxMcg/edit#gid=1613120774
season_005,person_scoutley,Scoutley,scoutley,season_005_goetterboten,Götterboten,goetterboten,Liga 2,full_season,11,,,22,6,16,0,18,84,114,-30,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1Jej38dwkqOARMHvKaUfQeHME0pLqP9GE6vPZQMUxMcg/edit#gid=1613120774
season_005,person_asalakoren,Asalakoren,asalakoren,season_005_thrillerbark,Thrillerbark,thrillerbark,Liga 2,full_season,12,,,22,5,17,0,15,87,116,-29,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1Jej38dwkqOARMHvKaUfQeHME0pLqP9GE6vPZQMUxMcg/edit#gid=1613120774
season_005,person_tabasco_tv,Tabasco TV,tabasco tv,season_005_aggron_successors,Aggron Successors*,aggron successors,Liga 1,controller_stint,10,1,5,5,1,3,1,4,,,,user_provided,Controller correction: Tabasco TV led Aggron Successors through Spieltag 5 before Parsifani took over.,https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=1708603996;https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=405850997
season_005,person_parsifani,Parsifani,parsifani,season_005_aggron_successors,Aggron Successors*,aggron successors,Liga 1,controller_stint,10,6,22,17,7,10,0,21,,,,user_provided,Controller correction: Parsifani led Aggron Successors from Spieltag 6 onward.,https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=1708603996;https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=405850997
season_006,person_pokebazi,PokeBazi,pokebazi,season_006_pokebassis,Pokebassis,pokebassis,Sun Conference,full_season,1,,,11,9,2,0,27,61,38,23,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=1532844442
season_006,person_barry_d_sin_of_speed,Barry D. Sin of Speed,barry d sin of speed,season_006_nova_dragons,Nova Dragons,nova dragons,Sun Conference,full_season,2,,,11,8,3,0,24,60,30,30,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=1532844442
season_006,person_maxi_von_vogel,Maxi von Vogel,maxi von vogel,season_006_youngstars,Youngstars,youngstars,Sun Conference,full_season,3,,,11,8,3,0,24,58,40,18,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=1532844442
season_006,person_present,PresentLP,present,season_006_prekani,Prekani,prekani,Sun Conference,full_season,4,,,11,8,3,0,24,56,42,14,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=1532844442
season_006,person_lauris,Lauris,lauris,season_006_schleudergang,Schleudergang,schleudergang,Sun Conference,full_season,5,,,11,7,4,0,21,53,40,13,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=1532844442
season_006,person_minetube,Minetube,minetube,season_006_triyolotree,Triyolotree,triyolotree,Sun Conference,full_season,6,,,11,6,5,0,18,46,53,-7,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=1532844442
season_006,person_blacklink,BlackLink,blacklink,season_006_majora_s_maskeregen,Majora's Maskeregen,majora s maskeregen,Sun Conference,full_season,7,,,11,5,6,0,15,51,55,-4,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=1532844442
season_006,person_parsifani,Parsifani,parsifani,season_006_mythical_fighterz,Mythical FighterZ,mythical fighterz,Sun Conference,full_season,8,,,11,5,6,0,15,47,54,-7,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=1532844442
season_006,person_raizor,Raizor,raizor,season_006_soulstealer,Soulstealer,soulstealer,Sun Conference,full_season,9,,,11,3,8,0,9,41,55,-14,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=1532844442
season_006,person_hydronic,Hydronic,hydronic,season_006_grippebaerchen,Grippebärchen,grippebaerchen,Sun Conference,full_season,10,,,11,3,8,0,9,38,53,-15,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=1532844442
season_006,person_asalakoren,Asalakoren,asalakoren,season_006_absolutism,Absolutism,absolutism,Sun Conference,full_season,11,,,11,2,9,0,6,37,61,-24,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=1532844442
season_006,person_scoutley,Scoutley,scoutley,season_006_rising_delibirds,Rising Delibirds,rising delibirds,Sun Conference,full_season,12,,,11,2,9,0,6,31,58,-27,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=1532844442
season_006,person_art_n_gaming,Art'n'Gaming,art n gaming,season_006_little_litleos,Little Litleos,little litleos,Moon Conference,full_season,1,,,11,8,2,1,25,58,48,10,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=483990761
season_006,person_dauni_daunstar,Dauni,dauni daunstar,season_006_lazycakes,Lazycakes,lazycakes,Moon Conference,full_season,2,,,11,8,3,0,24,58,38,20,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=483990761
season_006,person_bene,Bene,bene,season_006_kleinsteins_gate,Kleinsteins;Gate,kleinsteins gate,Moon Conference,full_season,3,,,11,7,3,1,22,58,40,18,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=483990761
season_006,person_elektechn9ne,ElektechN9ne,elektechn9ne,season_006_elekids_club,Elekids Club,elekids club,Moon Conference,full_season,4,,,11,7,4,0,21,53,42,11,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=483990761
season_006,person_belmontgabriel,BelmontGabriel,belmontgabriel,season_006_niemandsland,Niemandsland,niemandsland,Moon Conference,full_season,5,,,11,6,5,0,18,55,44,11,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=483990761
season_006,person_tabasco_tv,Tabasco TV,tabasco tv,season_006_aggron_berlin,Aggron Berlin,aggron berlin,Moon Conference,full_season,6,,,11,6,5,0,18,53,46,7,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=483990761
season_006,person_nestfloh,Nestfloh,nestfloh,season_006_flutschige_zaepfchen,Flutschige Zäpfchen,flutschige zaepfchen,Moon Conference,full_season,7,,,11,6,5,0,18,50,45,5,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=483990761
season_006,person_regibang,RegiBang,regibang,season_006_tectass_toppas,Tectass Toppas,tectass toppas,Moon Conference,full_season,8,,,11,4,6,1,12,48,54,-6,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=483990761
season_006,person_captaincrinch,CaptainCrinch,captaincrinch,season_006_crinchilla,Crinchilla,crinchilla,Moon Conference,full_season,9,,,11,4,7,0,12,39,50,-11,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=483990761
season_006,person_stratocopter_tv,Stratocopter TV,stratocopter tv,season_006_crustle_crusaders,Crustle Crusaders,crustle crusaders,Moon Conference,full_season,10,,,11,3,7,1,10,46,53,-7,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=483990761
season_006,person_fnupa,Cabgolord,fnupa,season_006_blades_enforcer,Blades Enforcer,blades enforcer,Moon Conference,full_season,11,,,11,3,8,0,9,34,58,-24,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=483990761
season_006,person_craycom,Craycom,craycom,season_006_strubbelohr_bande,Strubbelohr Bande,strubbelohr bande,Moon Conference,full_season,12,,,11,2,9,0,6,32,61,-29,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=483990761
season_007,person_nestfloh,Nestfloh,nestfloh,season_007_flutschige_zaepfchen,Flutschige Zäpfchen,flutschige zaepfchen,Regular Season,full_season,1,,,13,11,2,0,33,70,40,30,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nwiq_ggEj7QePeZGMR2xoi0bEHJr_ZGO24YCRdt93No/edit#gid=1953934700
season_007,person_dauni_daunstar,Dauni,dauni daunstar,season_007_milchbubis,Milchbubis,milchbubis,Regular Season,full_season,2,,,13,11,2,0,33,72,48,24,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nwiq_ggEj7QePeZGMR2xoi0bEHJr_ZGO24YCRdt93No/edit#gid=1953934700
season_007,person_regibang,RegiBang,regibang,season_007_launching_dragapults,Launching Dragapults,launching dragapults,Regular Season,full_season,3,,,13,9,4,0,27,63,54,9,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nwiq_ggEj7QePeZGMR2xoi0bEHJr_ZGO24YCRdt93No/edit#gid=1953934700
season_007,person_tabasco_tv,Tabasco TV,tabasco tv,season_007_aggron_berlin,Aggron Berlin,aggron berlin,Regular Season,full_season,4,,,13,8,5,0,24,60,49,11,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nwiq_ggEj7QePeZGMR2xoi0bEHJr_ZGO24YCRdt93No/edit#gid=1953934700
season_007,person_bene,Bene,bene,season_007_riffex_pontifex,Riffex Pontifex,riffex pontifex,Regular Season,full_season,5,,,13,7,6,0,21,58,55,3,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nwiq_ggEj7QePeZGMR2xoi0bEHJr_ZGO24YCRdt93No/edit#gid=1953934700
season_007,person_pokebazi,PokeBazi,pokebazi,season_007_therapiepi,Therapiepi,therapiepi,Regular Season,full_season,6,,,13,6,7,0,18,62,55,7,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nwiq_ggEj7QePeZGMR2xoi0bEHJr_ZGO24YCRdt93No/edit#gid=1953934700
season_007,person_present,PresentLP,present,season_007_prekaknight,PrekaKnight,prekaknight,Regular Season,full_season,7,,,13,6,7,0,18,63,59,4,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nwiq_ggEj7QePeZGMR2xoi0bEHJr_ZGO24YCRdt93No/edit#gid=1953934700
season_007,person_hydronic,Hydronic,hydronic,season_007_baltoy_story,Baltoy Story,baltoy story,Regular Season,full_season,8,,,13,6,7,0,18,56,63,-7,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nwiq_ggEj7QePeZGMR2xoi0bEHJr_ZGO24YCRdt93No/edit#gid=1953934700
season_007,person_elektechn9ne,ElektechN9ne,elektechn9ne,season_007_elekids_club,Elekids Club,elekids club,Regular Season,full_season,9,,,13,6,7,0,18,48,60,-12,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nwiq_ggEj7QePeZGMR2xoi0bEHJr_ZGO24YCRdt93No/edit#gid=1953934700
season_007,person_belmontgabriel,BelmontGabriel,belmontgabriel,season_007_igalima_impoleon,Igalima Impoleon,igalima impoleon,Regular Season,full_season,10,,,13,5,8,0,15,54,68,-14,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nwiq_ggEj7QePeZGMR2xoi0bEHJr_ZGO24YCRdt93No/edit#gid=1953934700
season_007,person_blacklink,BlackLink,blacklink,season_007_nose_to_order,Nose to Order,nose to order,Regular Season,full_season,11,,,13,4,9,0,12,58,71,-13,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nwiq_ggEj7QePeZGMR2xoi0bEHJr_ZGO24YCRdt93No/edit#gid=1953934700
season_007,person_raizor,Raizor,raizor,season_007_soulstealer,Soulstealer,soulstealer,Regular Season,full_season,12,,,13,4,9,0,12,55,69,-14,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nwiq_ggEj7QePeZGMR2xoi0bEHJr_ZGO24YCRdt93No/edit#gid=1953934700
season_007,person_barry_d_sin_of_speed,Barry D. Sin of Speed,barry d sin of speed,season_007_skywalking_zacians,Skywalking Zacians,skywalking zacians,Regular Season,full_season,13,,,13,4,9,0,12,51,65,-14,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nwiq_ggEj7QePeZGMR2xoi0bEHJr_ZGO24YCRdt93No/edit#gid=1953934700
season_007,person_captaincrinch,CaptainCrinch,captaincrinch,season_007_crinchilla,Crinchilla,crinchilla,Regular Season,full_season,14,,,13,4,9,0,12,50,65,-15,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1nwiq_ggEj7QePeZGMR2xoi0bEHJr_ZGO24YCRdt93No/edit#gid=1953934700
season_008,person_bene,Bene,bene,season_008_victini_bottom,Victini Bottom,victini bottom,Liga 1,full_season,1,,,14,13,1,0,39,80,41,39,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1B2uTMvWlAHb7WlpupJV1A2Hbi3K3U1vCyoFV0wCapcw/edit#gid=1953934700
season_008,person_nestfloh,Nestfloh,nestfloh,season_008_flutschige_zaepfchen,Flutschige Zäpfchen,flutschige zaepfchen,Liga 1,full_season,2,,,14,8,6,0,24,70,59,11,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1B2uTMvWlAHb7WlpupJV1A2Hbi3K3U1vCyoFV0wCapcw/edit#gid=1953934700
season_008,person_present,PresentLP,present,season_008_prekani,Prekani,prekani,Liga 1,full_season,3,,,14,7,7,0,21,69,66,3,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1B2uTMvWlAHb7WlpupJV1A2Hbi3K3U1vCyoFV0wCapcw/edit#gid=1953934700
season_008,person_dauni_daunstar,Dauni,dauni daunstar,season_008_glueckspilze,Glückspilze,glueckspilze,Liga 1,full_season,4,,,14,7,7,0,21,67,72,-5,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1B2uTMvWlAHb7WlpupJV1A2Hbi3K3U1vCyoFV0wCapcw/edit#gid=1953934700
season_008,person_belmontgabriel,BelmontGabriel,belmontgabriel,season_008_igalima_impoleon,Igalima Impoleon,igalima impoleon,Liga 1,full_season,5,,,14,6,8,0,18,59,62,-3,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1B2uTMvWlAHb7WlpupJV1A2Hbi3K3U1vCyoFV0wCapcw/edit#gid=1953934700
season_008,person_elektechn9ne,ElektechN9ne,elektechn9ne,season_008_elekids_club,Elekids Club,elekids club,Liga 1,full_season,6,,,14,6,8,0,18,56,66,-10,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1B2uTMvWlAHb7WlpupJV1A2Hbi3K3U1vCyoFV0wCapcw/edit#gid=1953934700
season_008,person_hydronic,Hydronic,hydronic,season_008_arktipico,Arktipico,arktipico,Liga 1,full_season,7,,,14,5,9,0,15,53,67,-14,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1B2uTMvWlAHb7WlpupJV1A2Hbi3K3U1vCyoFV0wCapcw/edit#gid=1953934700
season_008,person_regibang,RegiBang,regibang,season_008_pillar_mons,Pillar Mons,pillar mons,Liga 1,full_season,8,,,14,4,10,0,12,53,74,-21,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1B2uTMvWlAHb7WlpupJV1A2Hbi3K3U1vCyoFV0wCapcw/edit#gid=1953934700
season_008,person_king_blex,KingBlex,king blex,season_008_end_level_hydreigon,End Level Hydreigon,end level hydreigon,Liga 2,full_season,1,,,14,10,4,0,30,75,48,27,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1B2uTMvWlAHb7WlpupJV1A2Hbi3K3U1vCyoFV0wCapcw/edit#gid=419572953
season_008,person_blocki,Blocki,blocki,season_008_kastanienbomber,Kastanienbomber,kastanienbomber,Liga 2,full_season,2,,,14,9,5,0,27,68,65,3,sheet_extracted,Full-season person stats from the final standings row.,https://docs.google.com/spreadsheets/d/1B2uTMvWlAHb7WlpupJV1A2Hbi3K3U1vCyoFV0wCapcw/edit#gid=419572953
