season_id,match_id,division,stage,week,player_a,player_b,score,winner,video_count,view_peak,view_total,view_median,view_multiplier_peak,views_percentile_peak,views_z_score_peak,view_expected_peak,view_trend_multiplier_peak,views_trend_percentile_peak,views_trend_z_score_peak,view_expected_total,view_trend_multiplier_match,views_trend_percentile_match,views_trend_z_score_match,views_total_percentile_match,like_peak,comment_peak,engagement_rate_peak,engagement_multiplier_peak,engagement_percentile_peak,engagement_z_score_peak,peak_perspective,both_sides_spiked,close_match,playoff_match,highlight_score,highlight_reasons,video_urls,source_urls,stats_fetched_at
season_004,season_004_schedule_0250,Liga 2,regular_season,11. Spieltag - Mittwoch der 24.05.2017,Glebber,Tabasco TV,0 - 6,Tabasco TV,2,24310,32342,16171,4.45,1,13.13,5552.8,4.38,1,7.8,9461.8,3.42,1,9.79,0.99,1263,358,81.41,0.92,0.27,-0.61,Tabasco TV,1,0,0,100,Match-Ausreißer 3.4x; beide Perspektiven über Erwartung; mehrere Perspektiven; Top 5% matchbereinigt; Match-Z-Score 9.8; Top 5% Reichweite; starke Einzelperspektive,https://www.youtube.com/watch?v=vfvNjSHFboQ;https://www.youtube.com/watch?v=1t9f2nYGEP4,https://www.youtube.com/watch?v=vfvNjSHFboQ;https://www.youtube.com/channel/UCUVf_aqw8yfVOjuF2K6x4dw;https://www.youtube.com/user/Glebber;https://www.youtube.com/user/glebber;https://www.youtube.com/watch?v=1t9f2nYGEP4;https://www.youtube.com/channel/UCIgpF-qa1qagv0Xg2O5_6RQ;https://docs.google.com/spreadsheets/d/1NKXigWOr5wX73nBCnJrqO0_OprQy7Q5ncRmxnsQencI/edit#gid=2071855674,2026-06-19T11:59:12Z
season_004,season_004_schedule_0038,Regular Season,regular_season,8. Spieltag - Sonntag der 30.04.2017,RegiBang,Bene,0 - 2,Bene,3,22449,32028,8567,2.15,0.96,1.9,4711.6,1.82,0.99,3.01,29205.2,1.1,0.81,0.87,0.99,1282,515,187.93,3.14,1,4.24,Bene,0,0,0,94.53,Story-Kontext; mehrere Perspektiven; Engagement-Ausreißer 3.1x; Community-Magnet; Top 5% Reichweite; starke Einzelperspektive,https://www.youtube.com/watch?v=nof9K-YGHfc;https://www.youtube.com/watch?v=s5L0xHna3g8;https://www.youtube.com/watch?v=-5-EMs77cWA,https://www.youtube.com/watch?v=nof9K-YGHfc;https://www.youtube.com/@Bene;https://www.youtube.com/user/FullLifeGames;https://www.youtube.com/watch?v=s5L0xHna3g8;https://www.youtube.com/watch?v=-5-EMs77cWA;https://www.youtube.com/user/RegiBang;https://docs.google.com/spreadsheets/d/1u8AORkPkqIxR4GblUqU5faeTfuuKGjKrllUxnnUdRz0/edit#gid=992181004,2026-06-19T11:59:12Z
season_005,season_005_schedule_0105,Liga 1,regular_season,5. Spieltag - Sonntag der 08.04.2018,Bene,Cabgolord,0 - 6,Cabgolord,2,5790,10809,5404.5,2.42,0.96,1.93,2730.9,1.84,0.99,3.43,6457.2,1.67,0.99,4.19,0.85,345,120,101.04,1.39,0.91,2.13,Cabgolord,1,0,0,76.63,über Match-Erwartung 1.7x; beide Perspektiven über Erwartung; mehrere Perspektiven; Engagement-Ausreißer 1.4x; Top 5% matchbereinigt; Match-Z-Score 4.2; starke Einzelperspektive,https://www.youtube.com/watch?v=sNDSpyhntgs;https://www.youtube.com/watch?v=V_2KtEcR72M,https://www.youtube.com/watch?v=sNDSpyhntgs;https://www.youtube.com/@Bene;https://www.youtube.com/user/FullLifeGames;https://www.youtube.com/watch?v=V_2KtEcR72M;https://www.youtube.com/c/Cabgolord;https://www.youtube.com/channel/UCYdaMHNraDfWMxVTlrlnK6w;https://www.youtube.com/user/Cabgolord;https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=405850997,2026-06-19T11:59:12Z
season_004,season_004_schedule_0058,Regular Season,regular_season,9. Spieltag - Sonntag der 07.05.2017,RegiBang,CrowdController,1 - 0,RegiBang,2,24573,29573,14786.5,2.31,1,1.76,2533.2,1.97,1,3.4,23484.3,1.26,0.93,1.96,0.98,1283,177,83.6,1.55,0.91,1.53,CrowdController,0,1,0,70.7,knapper Kampf; mehrere Perspektiven; Engagement-Ausreißer 1.6x; Top 10% matchbereinigt; Top 5% Reichweite,https://www.youtube.com/watch?v=uKl5sdctIQw;https://www.youtube.com/watch?v=NcJcHuaz6M4,https://www.youtube.com/watch?v=uKl5sdctIQw;https://www.youtube.com/user/CrowdController;https://www.youtube.com/user/CrowdControllerLP;https://www.youtube.com/watch?v=NcJcHuaz6M4;https://www.youtube.com/user/RegiBang;https://docs.google.com/spreadsheets/d/1u8AORkPkqIxR4GblUqU5faeTfuuKGjKrllUxnnUdRz0/edit#gid=992181004,2026-06-19T11:59:12Z
season_001,season_001_schedule_0100,Regular Season,regular_season,5. Spieltag - Sonntag der 12.10.2014 [12:00 -17:00],Raizor,Cabgolord,6 - 0,Raizor,2,9662,12175,6087.5,4.6,1,5.51,693.3,3.62,1,9.15,8595.8,1.42,0.97,2.88,0.88,546,93,75.76,1.5,1,3.79,Cabgolord,0,0,0,66.48,mehrere Perspektiven; Engagement-Ausreißer 1.5x; Top 5% matchbereinigt; Match-Z-Score 2.9,https://www.youtube.com/watch?v=x2tbctdPqpY;https://www.youtube.com/watch?v=3JEuDMKjasc,https://www.youtube.com/watch?v=x2tbctdPqpY;https://www.youtube.com/user/Fnupa;https://www.youtube.com/user/Fnupa/;https://www.youtube.com/watch?v=3JEuDMKjasc;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt;https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0,2026-06-19T11:59:12Z
season_008,season_008_schedule_0090,Liga 2,regular_season,3. Spieltag - Mittwoch der 05.05.2021,OGDNZ,Maxi von Vogel,0 - 1,Maxi von Vogel,2,4469,6473,3236.5,1.57,0.94,1.06,3723.5,1.2,0.91,1.19,3723.5,1.74,0.99,4.48,0.68,508,44,129.34,1.29,0.81,1.82,Maxi von Vogel,0,1,0,65.94,über Match-Erwartung 1.7x; knapper Kampf; mehrere Perspektiven; Top 5% matchbereinigt; Match-Z-Score 4.5,https://www.youtube.com/watch?v=ENcD0Jc1jB0;https://www.youtube.com/watch?v=jEUG3t8s1W8,https://www.youtube.com/watch?v=ENcD0Jc1jB0;https://www.youtube.com/channel/UCz2BGM4qej7NxsEDSNr6f1A;https://www.youtube.com/user/MaxiVonVogel;https://www.youtube.com/watch?v=jEUG3t8s1W8;https://www.youtube.com/watch?v=oqQjSZLxF7c;https://www.youtube.com/@OGDeniz96;https://docs.google.com/spreadsheets/d/1B2uTMvWlAHb7WlpupJV1A2Hbi3K3U1vCyoFV0wCapcw/edit#gid=306702305,2026-06-19T11:59:12Z;2026-06-24T13:22:45Z
season_005,season_005_schedule_0130,Liga 1,regular_season,17. Spieltag - Sonntag der 08.07.2018,Cabgolord,Raizor,0 - 1,Raizor,2,9022,10627,5313.5,1.2,0.91,0.89,5934.8,1.52,0.96,2.39,7558.2,1.41,0.97,2.82,0.85,504,78,74.77,1.02,0.61,0.1,Raizor,0,1,0,62.56,knapper Kampf; mehrere Perspektiven; Top 5% matchbereinigt; Match-Z-Score 2.8; starke Einzelperspektive,https://www.youtube.com/watch?v=tXkkfsy-MSM;https://www.youtube.com/watch?v=yKoNpvEYuZI,https://www.youtube.com/watch?v=tXkkfsy-MSM;https://www.youtube.com/c/Cabgolord;https://www.youtube.com/channel/UCYdaMHNraDfWMxVTlrlnK6w;https://www.youtube.com/user/Cabgolord;https://www.youtube.com/watch?v=yKoNpvEYuZI;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt;https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=405850997,2026-06-19T11:59:12Z
season_004,season_004_schedule_0161,Liga 2,regular_season,2. Spieltag - Mittwoch der 22.03.2017,Suishomaru,BlackLink,1 - 0,Suishomaru,2,41324,47713,23856.5,5.55,1,3.91,2542.2,2.51,1,4.93,36125.6,1.32,0.94,2.33,1,1911,149,53.46,0.91,0.27,-0.72,BlackLink,0,1,0,61.34,knapper Kampf; mehrere Perspektiven; Top 10% matchbereinigt; Top 5% Reichweite,https://www.youtube.com/watch?v=TIJgp9zL4m4;https://www.youtube.com/watch?v=HMQ3pO4-MkI,https://www.youtube.com/watch?v=TIJgp9zL4m4;https://www.youtube.com/c/BlackLink;https://www.youtube.com/user/BlackLink;https://www.youtube.com/user/BlackLink1996;https://www.youtube.com/watch?v=HMQ3pO4-MkI;https://www.youtube.com/user/Suishomaru;https://docs.google.com/spreadsheets/d/1NKXigWOr5wX73nBCnJrqO0_OprQy7Q5ncRmxnsQencI/edit#gid=2071855674,2026-06-19T11:59:12Z
season_009,season_009_schedule_0019,Tag Team,regular_season,3. Spieltag - Sonntag der 01.05.2022,PresentLP,Barry D. Sin of Speed,1 - 0,PresentLP,2,17626,21104,10552,1.85,0.93,2.02,2361.6,1.47,0.97,2.99,18856.7,1.12,0.84,1.03,0.96,1617,200,114.43,1.37,1,3.96,Barry D. Sin of Speed,0,1,0,59.36,knapper Kampf; mehrere Perspektiven; Engagement-Ausreißer 1.4x; Top 5% Reichweite,https://www.youtube.com/watch?v=WelAyD9Bx1Q;https://www.youtube.com/watch?v=7sckBbuMaEY,https://www.youtube.com/watch?v=WelAyD9Bx1Q;https://www.youtube.com/c/BarryDSinOfSpeed;https://www.youtube.com/channel/UC88v-X5lbES2qHLWkFjQAEg;https://www.youtube.com/watch?v=7sckBbuMaEY;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP;https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1037187549,2026-06-19T11:59:12Z
season_003,season_003_schedule_0037,Regular Season,regular_season,2. Spieltag - Sonntag der 07.02.2016,Lauris,Oktopaul,0 - 1,Oktopaul,2,2365,3340,1670,3.34,1,6.15,1060.2,2.23,0.99,4.42,2035.2,1.64,0.99,4.03,0.41,64,31,106.67,1.55,1,1.47,Lauris,0,1,0,58.66,über Match-Erwartung 1.6x; knapper Kampf; mehrere Perspektiven; Engagement-Ausreißer 1.6x; Top 5% matchbereinigt; Match-Z-Score 4.0; starke Einzelperspektive,https://www.youtube.com/watch?v=HJ38XV4ewlE;https://www.youtube.com/watch?v=7x4fceSSIN8,https://www.youtube.com/watch?v=HJ38XV4ewlE;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP;https://www.youtube.com/watch?v=7x4fceSSIN8;https://www.youtube.com/c/LaurisEnteitainment;https://www.youtube.com/channel/UCShFh4OGH23GfshxfIfvcjA;https://docs.google.com/spreadsheets/d/15MPuuKWiOBeqO8JbrOYulUHFDzWbid6_pYZLHiWVzrk/edit#gid=0,2026-06-19T11:59:12Z
season_007,season_007_schedule_0069,Regular Season,regular_season,9. Spieltag - Sonntag der 14.06.2020,Tabasco TV,Bene,6 - 0,Tabasco TV,2,9874,16235,8117.5,1.57,0.92,2.17,3968.2,1.6,0.99,2.98,11986.7,1.35,0.95,2.53,0.93,877,291,147.76,1.24,1,1.76,Bene,0,0,0,58.65,mehrere Perspektiven; Top 5% matchbereinigt; Match-Z-Score 2.5; Top 10% Reichweite; starke Einzelperspektive,https://www.youtube.com/watch?v=3r5Zgb79IyY;https://www.youtube.com/watch?v=Ta-oCl3Y-D4,https://www.youtube.com/watch?v=3r5Zgb79IyY;https://www.youtube.com/@Bene;https://www.youtube.com/user/FullLifeGames;https://www.youtube.com/watch?v=Ta-oCl3Y-D4;https://www.youtube.com/channel/UCIgpF-qa1qagv0Xg2O5_6RQ;https://docs.google.com/spreadsheets/d/1nwiq_ggEj7QePeZGMR2xoi0bEHJr_ZGO24YCRdt93No/edit#gid=1358421537,2026-06-19T11:59:12Z
season_007,season_007_schedule_0060,Regular Season,regular_season,13. Spieltag - Sonntag der 12.07.2019,CaptainCrinch,Dauni,0 - 2,Dauni,2,4860,7135,3567.5,1.4,1,1.5,2601.8,1.87,1,3.92,4876.8,1.46,0.98,3.13,0.72,552,40,130.04,1.35,0.92,1.64,Dauni,0,0,0,58.42,mehrere Perspektiven; Engagement-Ausreißer 1.4x; Top 5% matchbereinigt; Match-Z-Score 3.1; starke Einzelperspektive,https://www.youtube.com/watch?v=cxY8oj39hgs;https://www.youtube.com/watch?v=qrGzkz3DiRM,https://www.youtube.com/watch?v=cxY8oj39hgs;https://www.youtube.com/user/CaptainCrinch;https://www.youtube.com/watch?v=qrGzkz3DiRM;https://www.youtube.com/@DauniDaunstar;https://www.youtube.com/channel/UC0tnEJt5PVGm2_dm_PXj21w;https://www.youtube.com/user/DauniDaunstar;https://docs.google.com/spreadsheets/d/1nwiq_ggEj7QePeZGMR2xoi0bEHJr_ZGO24YCRdt93No/edit#gid=1358421537,2026-06-19T11:59:12Z
season_004,season_004_schedule_0252,Liga 2,regular_season,22.Spieltag - Mittwoch der 16.08.2017,Tabasco TV,Glebber,0 - 6,Glebber,2,5759,8119,4059.5,1.05,0.68,0.46,3273.6,1.76,0.97,3.09,5578.2,1.46,0.97,3.09,0.76,350,151,113.21,1.27,0.95,1.72,Tabasco TV,0,0,0,57.76,mehrere Perspektiven; Top 5% matchbereinigt; Match-Z-Score 3.1; starke Einzelperspektive,https://www.youtube.com/watch?v=8UeI26zD0Uc;https://www.youtube.com/watch?v=K1IvOD_Wi4k,https://www.youtube.com/watch?v=8UeI26zD0Uc;https://www.youtube.com/channel/UCUVf_aqw8yfVOjuF2K6x4dw;https://www.youtube.com/user/Glebber;https://www.youtube.com/user/glebber;https://www.youtube.com/watch?v=K1IvOD_Wi4k;https://www.youtube.com/channel/UCIgpF-qa1qagv0Xg2O5_6RQ;https://docs.google.com/spreadsheets/d/1NKXigWOr5wX73nBCnJrqO0_OprQy7Q5ncRmxnsQencI/edit#gid=2071855674,2026-06-19T11:59:12Z
season_008,season_008_schedule_0053,Liga 1,regular_season,5. Spieltag - Sonntag der 16.05.2021,RegiBang,ElektechN9ne,1 - 0,RegiBang,2,9770,13165,6582.5,1.49,0.93,1.88,2468.6,1.38,0.97,2.29,10108.9,1.3,0.94,2.22,0.89,946,92,115.66,1.23,0.79,1.7,ElektechN9ne,0,1,0,56.62,knapper Kampf; mehrere Perspektiven; Top 10% matchbereinigt; starke Einzelperspektive,https://www.youtube.com/watch?v=h3HwrU6mTFo;https://www.youtube.com/watch?v=uMnSiKbZNv4,https://www.youtube.com/watch?v=h3HwrU6mTFo;https://www.youtube.com/user/ElektechN9ne;https://www.youtube.com/watch?v=uMnSiKbZNv4;https://www.youtube.com/user/RegiBang;https://docs.google.com/spreadsheets/d/1B2uTMvWlAHb7WlpupJV1A2Hbi3K3U1vCyoFV0wCapcw/edit#gid=1432574016,2026-06-19T11:59:12Z
season_007,season_007_schedule_0025,Regular Season,regular_season,2. Spieltag - Sonntag der 26.04.2020,BlackLink,Barry D. Sin of Speed,1 - 0,BlackLink,2,4462,7531,3765.5,1.95,0.92,2.12,2809.1,1.59,0.98,2.92,5889.3,1.28,0.93,2.08,0.74,279,81,105.57,1.19,0.92,0.8,Barry D. Sin of Speed,0,1,0,56.5,knapper Kampf; mehrere Perspektiven; Top 10% matchbereinigt; starke Einzelperspektive,https://www.youtube.com/watch?v=_eF-Xt4A3do;https://www.youtube.com/watch?v=G5ZM41OlFTE,https://www.youtube.com/watch?v=_eF-Xt4A3do;https://www.youtube.com/c/BarryDSinOfSpeed;https://www.youtube.com/channel/UC88v-X5lbES2qHLWkFjQAEg;https://www.youtube.com/watch?v=G5ZM41OlFTE;https://www.youtube.com/c/BlackLink;https://www.youtube.com/user/BlackLink;https://www.youtube.com/user/BlackLink1996;https://docs.google.com/spreadsheets/d/1nwiq_ggEj7QePeZGMR2xoi0bEHJr_ZGO24YCRdt93No/edit#gid=1358421537,2026-06-19T11:59:12Z
season_004,season_004_schedule_0251,Liga 2,regular_season,16. Spieltag - Mittwoch der 05.07.2017,TheMiiFii,Leinux,6 - 0,TheMiiFii,2,6010,8492,4246,1.97,0.9,2.25,1242.9,2,0.99,3.74,6000.9,1.42,0.97,2.87,0.77,268,56,63.23,1.25,0.95,1.89,Leinux,0,0,0,56.2,Perspektiv-Spike 2.0x; mehrere Perspektiven; Top 5% matchbereinigt; Match-Z-Score 2.9; starke Einzelperspektive,https://www.youtube.com/watch?v=zqZFakmTQQo;https://www.youtube.com/watch?v=A-SPmnr_Dbs,https://www.youtube.com/watch?v=zqZFakmTQQo;https://www.youtube.com/user/Leinux2;https://www.youtube.com/watch?v=A-SPmnr_Dbs;https://www.youtube.com/user/TheMiiFii;https://docs.google.com/spreadsheets/d/1NKXigWOr5wX73nBCnJrqO0_OprQy7Q5ncRmxnsQencI/edit#gid=2071855674,2026-06-19T11:59:12Z
season_002,season_002_schedule_0088,Regular Season,regular_season,24. Spieltag - Sonntag der 30.08.2015 [12:00 -18:00],SurskitTV,RegiBang,0 - 3,RegiBang,2,8916,9999,4999.5,1.13,0.73,0.76,5777.1,1.54,0.99,3.85,6979,1.43,0.97,2.97,0.83,523,49,65.56,1,0.52,0,RegiBang,0,0,0,55.09,mehrere Perspektiven; Top 5% matchbereinigt; Match-Z-Score 3.0; starke Einzelperspektive,https://www.youtube.com/watch?v=gc1B-r3EPR4;https://www.youtube.com/watch?v=EIKuftPobD4,https://www.youtube.com/watch?v=gc1B-r3EPR4;https://www.youtube.com/user/RegiBang;https://www.youtube.com/watch?v=EIKuftPobD4;https://www.youtube.com/user/SurskitTV;https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0,2026-06-19T11:59:12Z
season_005,season_005_schedule_0076,Liga 1,regular_season,21. Spieltag - Sonntag der 05.08.2018,Lauris,PresentLP,2 - 0,Lauris,2,7806,9149,4574.5,1.01,0.55,0.04,5394.4,1.45,0.94,2.12,6919,1.32,0.94,2.34,0.8,383,38,113.18,1.86,1,3.85,PresentLP,0,0,0,54.79,mehrere Perspektiven; Engagement-Ausreißer 1.9x; Top 10% matchbereinigt,https://www.youtube.com/watch?v=ZsWyTsLSBGk;https://www.youtube.com/watch?v=5IULuxcWsOU,https://www.youtube.com/watch?v=ZsWyTsLSBGk;https://www.youtube.com/c/LaurisEnteitainment;https://www.youtube.com/channel/UCShFh4OGH23GfshxfIfvcjA;https://www.youtube.com/watch?v=5IULuxcWsOU;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP;https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=405850997,2026-06-19T11:59:12Z
season_004,season_004_schedule_0196,Liga 2,regular_season,20. Spieltag - Mittwoch der 02.08.2017,Tabasco TV,BlackLink,5 - 0,Tabasco TV,2,6717,7928,3964,1.23,0.91,1.81,4686.6,1.43,0.91,2.03,5691,1.39,0.97,2.75,0.75,515,190,133.24,1.5,1,2.88,Tabasco TV,0,0,0,54.47,mehrere Perspektiven; Engagement-Ausreißer 1.5x; Top 5% matchbereinigt; Match-Z-Score 2.7,https://www.youtube.com/watch?v=u0xTyqAy8M0;https://www.youtube.com/watch?v=0SBUia0V9D0,https://www.youtube.com/watch?v=u0xTyqAy8M0;https://www.youtube.com/c/BlackLink;https://www.youtube.com/user/BlackLink;https://www.youtube.com/user/BlackLink1996;https://www.youtube.com/watch?v=0SBUia0V9D0;https://www.youtube.com/channel/UCIgpF-qa1qagv0Xg2O5_6RQ;https://docs.google.com/spreadsheets/d/1NKXigWOr5wX73nBCnJrqO0_OprQy7Q5ncRmxnsQencI/edit#gid=2071855674,2026-06-19T11:59:12Z
season_004,season_004_schedule_0240,Liga 2,regular_season,22.Spieltag - Mittwoch der 16.08.2017,Professor N,Barry D. Sin of Speed,3 - 0,Professor N,2,5979,6624,3312,1.12,0.82,0.78,3381.8,1.77,0.97,3.11,4195.7,1.58,0.98,3.73,0.69,223,42,85.27,1.24,0.76,0.79,Professor N,0,0,0,54.12,über Match-Erwartung 1.6x; mehrere Perspektiven; Top 5% matchbereinigt; Match-Z-Score 3.7; starke Einzelperspektive,https://www.youtube.com/watch?v=yVQKG1zfKrU;https://www.youtube.com/watch?v=fbxkDN-xQJg,https://www.youtube.com/watch?v=yVQKG1zfKrU;https://www.youtube.com/c/BarryDSinOfSpeed;https://www.youtube.com/channel/UC88v-X5lbES2qHLWkFjQAEg;https://www.youtube.com/watch?v=fbxkDN-xQJg;https://www.youtube.com/channel/UCxwnb7Ru6fSkRJIjKWZGy6Q;https://docs.google.com/spreadsheets/d/1NKXigWOr5wX73nBCnJrqO0_OprQy7Q5ncRmxnsQencI/edit#gid=2071855674,2026-06-19T11:59:12Z
season_001,season_001_schedule_0080,Regular Season,regular_season,10. Spieltag - Sonntag der 16.11.2014 [12:00 -17:00],DaumenkinoLP,Raizor,0 - 4,Raizor,2,6027,8104,4052,2.78,0.95,2.21,694.2,2.99,0.99,7.79,6625.4,1.22,0.91,1.73,0.76,238,49,70.29,1.23,0.8,1.15,DaumenkinoLP,0,0,0,54.05,Perspektiv-Spike 3.0x; mehrere Perspektiven; Top 10% matchbereinigt; starke Einzelperspektive,https://www.youtube.com/watch?v=wMCUp5ZwLaE;https://www.youtube.com/watch?v=0Kjk8zP_MIc,https://www.youtube.com/watch?v=wMCUp5ZwLaE;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP;https://www.youtube.com/watch?v=0Kjk8zP_MIc;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt;https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0,2026-06-19T11:59:12Z
season_002,season_002_schedule_0005,Regular Season,regular_season,1. Spieltag - Sonntag der 15.03.2015 [12:00 -18:00],PresentLP,DaumenkinoLP,0 - 4,DaumenkinoLP,2,8109,12164,6082,8.48,1,5.68,1875.7,2.16,1,6.75,9984.7,1.22,0.91,1.7,0.88,186,27,29.6,0.43,0.08,-4.73,DaumenkinoLP,0,0,0,53.85,Perspektiv-Spike 2.2x; mehrere Perspektiven; Top 10% matchbereinigt; starke Einzelperspektive,https://www.youtube.com/watch?v=Pvp6taYISgg;https://www.youtube.com/watch?v=yKQhgFBa7ZY,https://www.youtube.com/watch?v=Pvp6taYISgg;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP;https://www.youtube.com/watch?v=yKQhgFBa7ZY;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP;https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0,2026-06-19T11:59:12Z
season_002,season_002_schedule_0217,Liga 2,regular_season,15. Spieltag - Mittwoch der 01.07.2015 [12:00 -18:00],Domibri,LucarioLP,0 - 1,LucarioLP,2,2286,2702,1351,3.21,1,7.22,925.8,2.47,0.99,4.64,1504.8,1.8,0.99,4.74,0.35,86,35,108.17,1.1,0.59,0.33,glebber,0,1,0,53.59,über Match-Erwartung 1.8x; knapper Kampf; mehrere Perspektiven; Top 5% matchbereinigt; Match-Z-Score 4.7; starke Einzelperspektive,https://www.youtube.com/watch?v=AtqjZidPvAg;https://www.youtube.com/watch?v=faeCG-vrl34,https://www.youtube.com/watch?v=AtqjZidPvAg;https://www.youtube.com/channel/UCUVf_aqw8yfVOjuF2K6x4dw;https://www.youtube.com/user/Glebber;https://www.youtube.com/user/glebber;https://www.youtube.com/watch?v=faeCG-vrl34;https://www.youtube.com/user/LetsPlayLucario;https://docs.google.com/spreadsheets/d/1Jc6mBqbU8wYKfz3WxfpxsWbj_6xaZB6OmoCRPGzGJLM/edit#gid=0,2026-06-19T11:59:12Z
season_004,season_004_schedule_0066,Regular Season,regular_season,9. Spieltag - Sonntag der 07.05.2017,PokeBazi,Bene,1 - 0,PokeBazi,2,5515,9931,4965.5,1.38,0.78,0.8,3948.3,1.4,0.95,1.75,8134,1.22,0.91,1.71,0.83,242,89,76.16,1.27,0.74,0.89,Bene,0,1,0,53.34,knapper Kampf; mehrere Perspektiven; Top 10% matchbereinigt; starke Einzelperspektive,https://www.youtube.com/watch?v=WuPBnAsmc5k;https://www.youtube.com/watch?v=1MWqQvZwA6c,https://www.youtube.com/watch?v=WuPBnAsmc5k;https://www.youtube.com/@Bene;https://www.youtube.com/user/FullLifeGames;https://www.youtube.com/watch?v=1MWqQvZwA6c;https://www.youtube.com/c/PokeBazi;https://www.youtube.com/channel/UCkEEHak-dPeI11YkalQczRQ;https://www.youtube.com/user/PokéBazi;https://docs.google.com/spreadsheets/d/1u8AORkPkqIxR4GblUqU5faeTfuuKGjKrllUxnnUdRz0/edit#gid=992181004,2026-06-19T11:59:12Z
season_004,season_004_schedule_0244,Liga 2,regular_season,22.Spieltag - Mittwoch der 16.08.2017,Asalakoren,Suishomaru,0 - 3,Suishomaru,1,23514,23514,23514,0.84,0.05,-1.24,17177.3,1.37,0.9,1.79,17177.3,1.37,0.96,2.61,0.97,1614,158,82.08,1.4,1,2.57,Suishomaru,0,0,0,53.32,nur eine Quelle (-15%); Engagement-Ausreißer 1.4x; Top 5% matchbereinigt; Match-Z-Score 2.6; Top 5% Reichweite,https://www.youtube.com/watch?v=aV29Brav8qQ,https://www.youtube.com/watch?v=aV29Brav8qQ;https://www.youtube.com/user/Suishomaru;https://docs.google.com/spreadsheets/d/1NKXigWOr5wX73nBCnJrqO0_OprQy7Q5ncRmxnsQencI/edit#gid=2071855674,2026-06-19T11:59:12Z
season_002,season_002_schedule_0343,Liga 2,regular_season,6. Spieltag - Mittwoch der 22.04.2015 [12:00 -18:00],CaptainCrinch,LucarioLP,6 - 0,CaptainCrinch,2,1805,2549,1274.5,1.97,0.89,1.84,874.8,2.06,0.98,3.72,1287.6,1.98,0.99,5.5,0.33,91,19,87.37,0.89,0.44,-0.43,CaptainCrinch,1,0,0,53,über Match-Erwartung 2.0x; beide Perspektiven über Erwartung; mehrere Perspektiven; Top 5% matchbereinigt; Match-Z-Score 5.5; starke Einzelperspektive,https://www.youtube.com/watch?v=ofGdiE1d9wE;https://www.youtube.com/watch?v=PdRZq7TT7tc,https://www.youtube.com/watch?v=ofGdiE1d9wE;https://www.youtube.com/user/CaptainCrinch;https://www.youtube.com/watch?v=PdRZq7TT7tc;https://www.youtube.com/user/LetsPlayLucario;https://docs.google.com/spreadsheets/d/1Jc6mBqbU8wYKfz3WxfpxsWbj_6xaZB6OmoCRPGzGJLM/edit#gid=0,2026-06-19T11:59:12Z
season_010,season_010_schedule_0060,Regular Season,regular_season,Spieltag 9,Nestfloh,Minetube,3 - 0,Nestfloh,2,6136,9171,4585.5,1.5,0.86,1.05,2039.7,1.49,0.99,3,8175.7,1.12,0.84,1.05,0.8,699,98,145.86,1.28,1,1.38,Minetube,0,0,0,52.64,Story-Kontext; mehrere Perspektiven; starke Einzelperspektive,https://www.youtube.com/watch?v=0r4oD3aqxnc;https://www.youtube.com/watch?v=gR1upcYVLsY,https://www.youtube.com/watch?v=0r4oD3aqxnc;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13;https://www.youtube.com/watch?v=gR1upcYVLsY;https://www.youtube.com/@Flobert;https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1215904780,2026-06-19T11:59:12Z;2026-06-19T15:15:41Z
