season_id,match_id,division,stage,week,player_a,player_b,score,winner,video_count,view_peak,view_total,view_median,view_multiplier_peak,views_percentile_peak,views_z_score_peak,view_expected_peak,view_trend_multiplier_peak,views_trend_percentile_peak,views_trend_z_score_peak,view_expected_total,view_trend_multiplier_match,views_trend_percentile_match,views_trend_z_score_match,views_total_percentile_match,like_peak,comment_peak,engagement_rate_peak,engagement_multiplier_peak,engagement_percentile_peak,engagement_z_score_peak,peak_perspective,both_sides_spiked,close_match,playoff_match,highlight_score,highlight_reasons,video_urls,source_urls,stats_fetched_at
season_005,season_005_schedule_0163,Liga 2,regular_season,13. Spieltag - Mittwoch der 13.06.2018,BelmontGabriel,BlackLink,4 - 0,BelmontGabriel,2,1321,2192,1096,1.67,0.95,1.62,1067.6,1.24,0.87,1.07,1815.5,1.21,0.9,1.63,0.29,48,24,96.44,0.88,0.36,-0.55,BlackLink,0,0,0,24.76,mehrere Perspektiven; Top 10% matchbereinigt,https://www.youtube.com/watch?v=ROiFwS_fMPQ;https://www.youtube.com/watch?v=zJBpaRasATk,https://www.youtube.com/watch?v=ROiFwS_fMPQ;https://www.youtube.com/user/BelmontGabriel;https://www.youtube.com/user/BelmontgabrielLP;https://www.youtube.com/watch?v=zJBpaRasATk;https://www.youtube.com/c/BlackLink;https://www.youtube.com/user/BlackLink;https://www.youtube.com/user/BlackLink1996;https://docs.google.com/spreadsheets/d/1Jej38dwkqOARMHvKaUfQeHME0pLqP9GE6vPZQMUxMcg/edit#gid=2102144361,2026-06-19T11:59:12Z
season_007,season_007_schedule_0083,Regular Season,regular_season,10. Spieltag - Sonntag der 21.06.2020,Raizor,Hydronic,0 - 3,Hydronic,2,9145,10656,5328,0.96,0.38,-0.32,8810.1,1.04,0.71,0.3,10772.9,0.99,0.53,0.06,0.85,634,53,80.92,0.89,0.23,-0.73,Raizor,0,0,0,24.75,mehrere Perspektiven,https://www.youtube.com/watch?v=L_uJUopEUUk;https://www.youtube.com/watch?v=BJB7tU4yQcw,https://www.youtube.com/watch?v=L_uJUopEUUk;https://www.youtube.com/channel/UCkgDtvVWnwU2mEDuMV1V4PQ;https://www.youtube.com/user/Hydronic;https://www.youtube.com/watch?v=BJB7tU4yQcw;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt;https://docs.google.com/spreadsheets/d/1nwiq_ggEj7QePeZGMR2xoi0bEHJr_ZGO24YCRdt93No/edit#gid=1358421537,2026-06-19T11:59:12Z
season_007,season_007_schedule_0012,Regular Season,regular_season,11. Spieltag - Sonntag der 28.06.2020,BlackLink,Dauni,0 - 3,Dauni,2,3509,5346,2673,1.01,0.58,0.06,3035.8,1.16,0.87,0.96,5181.2,1.03,0.67,0.39,0.59,259,17,97.44,1.09,0.69,0.42,Dauni,0,0,0,24.72,mehrere Perspektiven,https://www.youtube.com/watch?v=50mTZMYkXh8;https://www.youtube.com/watch?v=rZbngBkXef8,https://www.youtube.com/watch?v=50mTZMYkXh8;https://www.youtube.com/c/BlackLink;https://www.youtube.com/user/BlackLink;https://www.youtube.com/user/BlackLink1996;https://www.youtube.com/watch?v=rZbngBkXef8;https://www.youtube.com/@DauniDaunstar;https://www.youtube.com/channel/UC0tnEJt5PVGm2_dm_PXj21w;https://www.youtube.com/user/DauniDaunstar;https://docs.google.com/spreadsheets/d/1nwiq_ggEj7QePeZGMR2xoi0bEHJr_ZGO24YCRdt93No/edit#gid=1358421537,2026-06-19T11:59:12Z
season_005,season_005_schedule_0075,Liga 1,regular_season,15. Spieltag - Sonntag der 24.06.2018,Parsifani,Professor N,1 - 0,Parsifani,1,2757,2757,2757,0.96,0.45,-0.18,2369.2,1.16,0.84,0.92,2369.2,1.16,0.88,1.34,0.35,159,16,69.28,0.99,0.5,-0.11,Professor N,0,1,0,24.68,knapper Kampf; nur eine Quelle (-15%),https://www.youtube.com/watch?v=6GM9SkjkEY8,https://www.youtube.com/watch?v=6GM9SkjkEY8;https://www.youtube.com/channel/UCxwnb7Ru6fSkRJIjKWZGy6Q;https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=405850997,2026-06-19T11:59:12Z
season_008,season_008_schedule_0100,Liga 2,regular_season,9. Spieltag - Mittwoch der 23.06.2021,Blocki,Barry D. Sin of Speed,1 - 0,Blocki,2,3121,4531,2265.5,0.95,0.43,-0.46,3144.9,0.99,0.58,0.15,4688.8,0.97,0.45,-0.12,0.52,312,44,128.16,0.98,0.43,-0.1,Blocki,0,1,0,24.67,knapper Kampf; mehrere Perspektiven,https://www.youtube.com/watch?v=rdNGRXV225A;https://www.youtube.com/watch?v=0SY55_EE86U,https://www.youtube.com/watch?v=rdNGRXV225A;https://www.youtube.com/c/BarryDSinOfSpeed;https://www.youtube.com/channel/UC88v-X5lbES2qHLWkFjQAEg;https://www.youtube.com/watch?v=0SY55_EE86U;https://www.youtube.com/@Blocki;https://www.youtube.com/c/Blocki;https://www.youtube.com/user/Blocki;https://docs.google.com/spreadsheets/d/1B2uTMvWlAHb7WlpupJV1A2Hbi3K3U1vCyoFV0wCapcw/edit#gid=306702305,2026-06-19T11:59:12Z
season_004,season_004_schedule_0178,Liga 2,regular_season,8. Spieltag - Mittwoch der 03.05.2017,Barry D. Sin of Speed,Suishomaru,0 - 4,Suishomaru,2,30052,32909,16454.5,2.1,0.9,1.19,2682.4,1.07,0.76,0.5,34154.1,0.96,0.44,-0.14,0.99,1390,68,50.78,0.86,0.14,-1.12,Barry D. Sin of Speed,0,0,0,24.66,mehrere Perspektiven; Top 5% Reichweite,https://www.youtube.com/watch?v=EzUcGBBpFt4;https://www.youtube.com/watch?v=8gKb1sTIVQY,https://www.youtube.com/watch?v=EzUcGBBpFt4;https://www.youtube.com/c/BarryDSinOfSpeed;https://www.youtube.com/channel/UC88v-X5lbES2qHLWkFjQAEg;https://www.youtube.com/watch?v=8gKb1sTIVQY;https://www.youtube.com/user/Suishomaru;https://docs.google.com/spreadsheets/d/1NKXigWOr5wX73nBCnJrqO0_OprQy7Q5ncRmxnsQencI/edit#gid=2071855674,2026-06-19T11:59:12Z
season_009,season_009_schedule_0065,Tag Team,regular_season,9. Spieltag - Sonntag der 19.06.2022,PresentLP,Dauni,0 - 2,Dauni,2,11852,15093,7546.5,0.99,0.5,-0.05,11715.9,1.01,0.68,0.29,15778.5,0.96,0.42,-0.2,0.92,857,49,110.77,1.12,0.93,0.87,PresentLP,0,0,0,24.63,mehrere Perspektiven; Top 10% Reichweite,https://www.youtube.com/watch?v=3J2kPVTUO-M;https://www.youtube.com/watch?v=8ObrQcgzlCM,https://www.youtube.com/watch?v=3J2kPVTUO-M;https://www.youtube.com/@DauniDaunstar;https://www.youtube.com/channel/UC0tnEJt5PVGm2_dm_PXj21w;https://www.youtube.com/user/DauniDaunstar;https://www.youtube.com/watch?v=8ObrQcgzlCM;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP;https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1037187549,2026-06-19T11:59:12Z
season_007,season_007_schedule_0056,Regular Season,regular_season,8. Spieltag - Sonntag der 07.06.2020,CaptainCrinch,Tabasco TV,0 - 1,Tabasco TV,2,6575,9263,4631.5,0.89,0.4,-0.59,2942.7,0.91,0.33,-0.49,10519.3,0.88,0.22,-0.85,0.8,567,70,102.31,1,0.53,0,CaptainCrinch,0,1,0,24.62,knapper Kampf; mehrere Perspektiven,https://www.youtube.com/watch?v=lLa437tQQYI;https://www.youtube.com/watch?v=LHDBMk7WGCw,https://www.youtube.com/watch?v=lLa437tQQYI;https://www.youtube.com/user/CaptainCrinch;https://www.youtube.com/watch?v=LHDBMk7WGCw;https://www.youtube.com/channel/UCIgpF-qa1qagv0Xg2O5_6RQ;https://docs.google.com/spreadsheets/d/1nwiq_ggEj7QePeZGMR2xoi0bEHJr_ZGO24YCRdt93No/edit#gid=1358421537,2026-06-19T11:59:12Z
season_002,season_002_schedule_0067,Regular Season,regular_season,16. Spieltag - Sonntag der 05.07.2015 [12:00 -18:00],Raizor,Oktopaul,5 - 0,Raizor,1,6001,6001,6001,1.06,0.58,0.18,5222.6,1.15,0.86,1.32,5222.6,1.15,0.87,1.24,0.64,317,44,67.49,0.99,0.42,-0.1,Raizor,0,0,0,24.57,nur eine Quelle (-15%),https://www.youtube.com/watch?v=0rJTiXtH5Gs,https://www.youtube.com/watch?v=0rJTiXtH5Gs;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt;https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0,2026-06-19T11:59:12Z
season_002,season_002_schedule_0071,Regular Season,regular_season,16. Spieltag - Sonntag der 05.07.2015 [12:00 -18:00],SteveParker,DaumenkinoLP,0 - 3,DaumenkinoLP,2,16030,16625,8312.5,1.24,0.69,0.58,495.1,1.2,0.9,1.71,19703.6,0.84,0.16,-1.18,0.93,605,93,100.84,1.42,0.88,1.01,DaumenkinoLP,0,0,0,24.55,mehrere Perspektiven; Top 10% Reichweite,https://www.youtube.com/watch?v=rp7Mdv0cUCQ;https://www.youtube.com/watch?v=9LyBSfOF1wk,https://www.youtube.com/watch?v=rp7Mdv0cUCQ;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP;https://www.youtube.com/watch?v=9LyBSfOF1wk;https://www.youtube.com/user/SteveParker;https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0,2026-06-19T11:59:12Z
season_008,season_008_schedule_0058,Liga 2,regular_season,6. Spieltag - Mittwoch der 26.05.2021,Barry D. Sin of Speed,Maxi von Vogel,3 - 0,Barry D. Sin of Speed,3,4035,7481,1828,1.41,0.81,0.82,3028.6,1.33,0.96,1.76,7774.2,0.96,0.44,-0.15,0.73,376,36,152.04,1.17,0.79,0.66,Maxi von Vogel,0,0,0,24.53,mehrere Perspektiven; starke Einzelperspektive,https://www.youtube.com/watch?v=lHBcVFEryXI;https://www.youtube.com/watch?v=bqhYyTwH140;https://www.youtube.com/watch?v=X01D84jSkJY,https://www.youtube.com/watch?v=lHBcVFEryXI;https://www.youtube.com/c/BarryDSinOfSpeed;https://www.youtube.com/channel/UC88v-X5lbES2qHLWkFjQAEg;https://www.youtube.com/watch?v=bqhYyTwH140;https://www.youtube.com/channel/UCz2BGM4qej7NxsEDSNr6f1A;https://www.youtube.com/user/MaxiVonVogel;https://www.youtube.com/watch?v=X01D84jSkJY;https://docs.google.com/spreadsheets/d/1B2uTMvWlAHb7WlpupJV1A2Hbi3K3U1vCyoFV0wCapcw/edit#gid=306702305,2026-06-19T11:59:12Z
season_002,season_002_schedule_0046,Regular Season,regular_season,9. Spieltag - Sonntag der 10.05.2015 [12:00 -18:00],Oktopaul,DaumenkinoLP,2 - 1,Oktopaul,1,716,716,716,1.5,0.85,1.07,489.5,1.46,0.98,3.4,489.5,1.46,0.98,3.13,0.12,31,11,74.02,1.04,0.58,0.12,DaumenkinoLP,0,1,0,24.53,knapper Kampf; nur eine Quelle (-15%); Top 5% matchbereinigt; Match-Z-Score 3.1; starke Einzelperspektive,https://www.youtube.com/watch?v=JIwZbdTqi8Y,https://www.youtube.com/watch?v=JIwZbdTqi8Y;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP;https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0,2026-06-19T11:59:12Z
season_003,season_003_schedule_0055,Regular Season,regular_season,15. Spieltag - Sonntag der 15.05.2016,CaptainCrinch,RegiBang,6 - 0,CaptainCrinch,2,12170,14375,7187.5,1.65,0.88,1.53,1787.3,1.23,0.88,1.2,15659.8,0.92,0.3,-0.52,0.91,717,153,84.06,1.21,0.96,1.73,CaptainCrinch,0,0,0,24.5,mehrere Perspektiven; Top 10% Reichweite,https://www.youtube.com/watch?v=RsuSmuIcryA;https://www.youtube.com/watch?v=FZa7wXqvY4M,https://www.youtube.com/watch?v=RsuSmuIcryA;https://www.youtube.com/user/CaptainCrinch;https://www.youtube.com/watch?v=FZa7wXqvY4M;https://www.youtube.com/user/RegiBang;https://docs.google.com/spreadsheets/d/15MPuuKWiOBeqO8JbrOYulUHFDzWbid6_pYZLHiWVzrk/edit#gid=0,2026-06-19T11:59:12Z
season_008,season_008_schedule_0022,Liga 1,regular_season,2. Spieltag - Sonntag der 25.04.2021,ElektechN9ne,Nestfloh,4 - 0,ElektechN9ne,2,10796,12825,6412.5,1.54,0.93,1.47,10602.3,1.02,0.69,0.33,13812.9,0.93,0.33,-0.43,0.89,782,79,135.04,1.37,0.93,1.38,Nestfloh,0,0,0,24.44,mehrere Perspektiven,https://www.youtube.com/watch?v=ioNtCkKsfqI;https://www.youtube.com/watch?v=_2QpOWwv7u0,https://www.youtube.com/watch?v=ioNtCkKsfqI;https://www.youtube.com/user/ElektechN9ne;https://www.youtube.com/watch?v=_2QpOWwv7u0;https://www.youtube.com/user/ElcioBuchLP;https://www.youtube.com/user/Nestfloh;https://docs.google.com/spreadsheets/d/1B2uTMvWlAHb7WlpupJV1A2Hbi3K3U1vCyoFV0wCapcw/edit#gid=1432574016,2026-06-19T11:59:12Z
season_006,season_006_schedule_0027,Playoffs,playoffs,Playoffs - Halbfinale - Sonntag der 21.07.2019,Dauni,PokeBazi,2 - 0,Dauni,2,3463,5949,2974.5,1.3,0.77,0.76,,0,0,0,0,0,0,0,0.64,302,63,113.03,1.52,1,2.4,Dauni,0,0,1,24.4,Playoff-Kontext; mehrere Perspektiven; Engagement-Ausreißer 1.5x,https://www.youtube.com/watch?v=-tMaHJBDIyE;https://www.youtube.com/watch?v=YLKTJpRBw2E,https://www.youtube.com/watch?v=-tMaHJBDIyE;https://www.youtube.com/user/TeamMauni;https://www.youtube.com/watch?v=YLKTJpRBw2E;https://www.youtube.com/c/PokeBazi;https://www.youtube.com/channel/UCkEEHak-dPeI11YkalQczRQ;https://www.youtube.com/user/PokéBazi;https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=892995759,2026-06-19T11:59:12Z
season_001,season_001_schedule_0095,Regular Season,regular_season,11. Spieltag – Sonntag der 23.11.2014 [12:00 -17:00],DaumenkinoLP,Silva,2 - 0,DaumenkinoLP,2,763,1442,721,1.02,0.6,0.05,658,1.16,0.86,1.1,1258.4,1.15,0.87,1.22,0.2,35,14,78.64,1.37,0.9,1.78,DaumenkinoLP,0,0,0,24.36,mehrere Perspektiven; Engagement-Ausreißer 1.4x,https://www.youtube.com/watch?v=kFFF3AIFb0Q;https://www.youtube.com/watch?v=NEC5VCpgsd0,https://www.youtube.com/watch?v=kFFF3AIFb0Q;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP;https://www.youtube.com/watch?v=NEC5VCpgsd0;https://www.youtube.com/user/FinaALFaNtAsyLP;https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0,2026-06-19T11:59:12Z
season_002,season_002_schedule_0029,Regular Season,regular_season,2. Spieltag - Sonntag der 22.03.2015 [12:00 -18:00],RegiBang,PresentLP,0 - 5,PresentLP,2,13974,17649,8824.5,1.78,0.96,3.58,3761.2,0.98,0.46,-0.07,18149,0.97,0.47,-0.07,0.95,514,48,49.25,0.72,0.19,-1.86,PresentLP,0,0,0,24.3,mehrere Perspektiven; Top 10% Reichweite,https://www.youtube.com/watch?v=CjTQyiGpSDw;https://www.youtube.com/watch?v=nLy2ihgJU6E,https://www.youtube.com/watch?v=CjTQyiGpSDw;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP;https://www.youtube.com/watch?v=nLy2ihgJU6E;https://www.youtube.com/user/RegiBang;https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0,2026-06-19T11:59:12Z
season_003,season_003_schedule_0331,Regular Season,regular_season,6. Spieltag - Mittwoch der 09.03.2016,KilluaSan,BraveBird,1 - 0,KilluaSan,2,404,738,369,1.22,0.8,0.79,370,1.09,0.75,0.54,722.1,1.02,0.66,0.32,0.12,33,20,218.56,1.31,0.92,1.2,BraveBird,0,1,0,24.29,knapper Kampf; mehrere Perspektiven,https://www.youtube.com/watch?v=xg7Rbrrk0F8;https://www.youtube.com/watch?v=roEt5o6XzEA,https://www.youtube.com/watch?v=xg7Rbrrk0F8;https://www.youtube.com/c/Bravebirdthemall;https://www.youtube.com/channel/UCqAKZ9OEu9Fx1fkW1UtXNEQ;https://www.youtube.com/watch?v=roEt5o6XzEA;https://www.youtube.com/channel/UC8Pi0tMK7eWclD6iYnQ7zyw;https://docs.google.com/spreadsheets/d/16r_khFZJxguj1o1wSrDQO4vlJhSDhIdN8AbUJQbnDq0/edit#gid=0,2026-06-19T11:59:12Z
season_004,season_004_schedule_0068,Regular Season,regular_season,20. Spieltag - Sonntag der 30.07.2017,Bene,PokeBazi,3 - 0,Bene,2,3134,6225,3112.5,0.77,0.26,-0.64,3163.7,0.98,0.52,0.04,6517.7,0.96,0.41,-0.21,0.66,169,67,98.03,1.64,0.87,1.83,Bene,0,0,0,24.26,mehrere Perspektiven; Engagement-Ausreißer 1.6x,https://www.youtube.com/watch?v=naotuvLMuGk;https://www.youtube.com/watch?v=t5r01ozCMZM,https://www.youtube.com/watch?v=naotuvLMuGk;https://www.youtube.com/@Bene;https://www.youtube.com/user/FullLifeGames;https://www.youtube.com/watch?v=t5r01ozCMZM;https://www.youtube.com/c/PokeBazi;https://www.youtube.com/channel/UCkEEHak-dPeI11YkalQczRQ;https://www.youtube.com/user/PokéBazi;https://docs.google.com/spreadsheets/d/1u8AORkPkqIxR4GblUqU5faeTfuuKGjKrllUxnnUdRz0/edit#gid=992181004,2026-06-19T11:59:12Z
season_005,season_005_schedule_0087,Liga 1,regular_season,15. Spieltag - Sonntag der 24.06.2018,Bene,Art'n'Gaming,6 - 0,Bene,1,3403,3403,3403,1.21,0.73,0.51,2584.6,1.32,0.92,1.6,2584.6,1.32,0.94,2.3,0.42,176,34,71.7,0.99,0.45,-0.09,Bene,0,0,0,24.24,nur eine Quelle (-15%); Top 10% matchbereinigt,https://www.youtube.com/watch?v=kme0zL2XiOI,https://www.youtube.com/watch?v=kme0zL2XiOI;https://www.youtube.com/@Bene;https://www.youtube.com/user/FullLifeGames;https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=405850997,2026-06-19T11:59:12Z
season_003,season_003_schedule_0287,Regular Season,regular_season,4. Spieltag - Mittwoch der 24.02.2016,TheMiiFii,MeLevies,0 - 3,MeLevies,1,4491,4491,4491,1.49,0.96,2.01,3672.3,1.22,0.87,1.16,3672.3,1.22,0.91,1.73,0.52,139,28,43.42,0.9,0.35,-0.54,TheMiiFii,0,0,0,24.2,nur eine Quelle (-15%); Top 10% matchbereinigt,https://www.youtube.com/watch?v=d_uerBsr36g,https://www.youtube.com/watch?v=d_uerBsr36g;https://www.youtube.com/user/TheMiiFii;https://docs.google.com/spreadsheets/d/16r_khFZJxguj1o1wSrDQO4vlJhSDhIdN8AbUJQbnDq0/edit#gid=0,2026-06-19T11:59:12Z
season_008,season_008_schedule_0051,Liga 1,regular_season,5. Spieltag - Sonntag der 16.05.2021,PresentLP,BelmontGabriel,3 - 0,PresentLP,2,14246,16536,8268,1.06,0.64,0.43,2294.5,1,0.6,0.2,16987.6,0.97,0.47,-0.06,0.93,1266,118,105.43,1.24,0.8,1.1,BelmontGabriel,0,0,0,24.19,mehrere Perspektiven; Top 10% Reichweite,https://www.youtube.com/watch?v=KwzRczBpNEA;https://www.youtube.com/watch?v=W6m6LNX0ld4,https://www.youtube.com/watch?v=KwzRczBpNEA;https://www.youtube.com/user/BelmontGabriel;https://www.youtube.com/user/BelmontgabrielLP;https://www.youtube.com/watch?v=W6m6LNX0ld4;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP;https://docs.google.com/spreadsheets/d/1B2uTMvWlAHb7WlpupJV1A2Hbi3K3U1vCyoFV0wCapcw/edit#gid=1432574016,2026-06-19T11:59:12Z
season_005,season_005_schedule_0051,Liga 1,regular_season,14. Spieltag - Sonntag der 17.06.2018,Cabgolord,Lauris,0 - 2,Lauris,2,2390,4504,2252,1.05,0.61,0.17,2185,1.09,0.76,0.59,4240.3,1.06,0.75,0.62,0.52,136,16,70.29,1.15,0.86,0.89,Lauris,0,0,0,24.17,mehrere Perspektiven,https://www.youtube.com/watch?v=oPCAc-SiLMw;https://www.youtube.com/watch?v=Y-_klSD0fMk,https://www.youtube.com/watch?v=oPCAc-SiLMw;https://www.youtube.com/c/Cabgolord;https://www.youtube.com/channel/UCYdaMHNraDfWMxVTlrlnK6w;https://www.youtube.com/user/Cabgolord;https://www.youtube.com/watch?v=Y-_klSD0fMk;https://www.youtube.com/c/LaurisEnteitainment;https://www.youtube.com/channel/UCShFh4OGH23GfshxfIfvcjA;https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=405850997,2026-06-19T11:59:12Z
season_002,season_002_schedule_0161,Regular Season,regular_season,6. Spieltag - Sonntag der 19.04.2015 [12:00 -18:00],SurskitTV,Raizor,0 - 3,Raizor,2,7334,8834,4417,1.29,0.81,0.85,6890.7,1.06,0.75,0.67,8904,0.99,0.54,0.09,0.79,420,49,70.63,1.03,0.62,0.3,Raizor,0,0,0,24.15,mehrere Perspektiven,https://www.youtube.com/watch?v=QewOpjI215M;https://www.youtube.com/watch?v=4zM5DIyMPRw,https://www.youtube.com/watch?v=QewOpjI215M;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt;https://www.youtube.com/watch?v=4zM5DIyMPRw;https://www.youtube.com/user/SurskitTV;https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0,2026-06-19T11:59:12Z
season_005,season_005_schedule_0056,Liga 1,regular_season,20. Spieltag - Sonntag der 29.07.2018,Art'n'Gaming,Barry D. Sin of Speed,0 - 2,Barry D. Sin of Speed,1,1468,1468,1468,1.43,0.76,0.69,906.9,1.62,0.98,2.73,906.9,1.62,0.98,3.92,0.21,59,25,74.25,0.85,0.29,-0.43,Barry D. Sin of Speed,0,0,0,24.14,über Match-Erwartung 1.6x; nur eine Quelle (-15%); Top 5% matchbereinigt; Match-Z-Score 3.9; starke Einzelperspektive,https://www.youtube.com/watch?v=RPGuaBovyb0,https://www.youtube.com/watch?v=RPGuaBovyb0;https://www.youtube.com/c/BarryDSinOfSpeed;https://www.youtube.com/channel/UC88v-X5lbES2qHLWkFjQAEg;https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=405850997,2026-06-19T11:59:12Z
season_010,season_010_schedule_0021,Regular Season,regular_season,Spieltag 3,RobinVGC,PresentLP,1 - 0,RobinVGC,2,8520,12007,6003.5,1.18,0.88,1.32,9614.4,0.89,0.29,-0.61,14323,0.84,0.15,-1.24,0.87,742,75,166.33,1.13,0.79,0.72,PresentLP,0,1,0,24.09,knapper Kampf; mehrere Perspektiven,https://www.youtube.com/watch?v=wk3cVdGCv4A;https://www.youtube.com/watch?v=pkvXujtw-Dc,https://www.youtube.com/watch?v=wk3cVdGCv4A;https://www.youtube.com/@PresPres;https://www.youtube.com/watch?v=pkvXujtw-Dc;https://www.youtube.com/@Bonusrobin;https://www.youtube.com/channel/UCdGmk4tcz2k7kftC2c6gZEg;https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1215904780,2026-06-19T15:15:41Z
season_002,season_002_schedule_0125,Regular Season,regular_season,5. Spieltag - Sonntag der 12.04.2015 [12:00 -18:00],DirtyD64,PresentLP,0 - 2,PresentLP,1,3439,3439,3439,1.66,0.88,2.08,2627.2,1.31,0.97,2.44,2627.2,1.31,0.94,2.26,0.42,108,18,41.87,0.61,0.12,-2.78,PresentLP,0,0,0,24.08,nur eine Quelle (-15%); Top 10% matchbereinigt; starke Einzelperspektive,https://www.youtube.com/watch?v=IrqyFNa4BYM,https://www.youtube.com/watch?v=IrqyFNa4BYM;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP;https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0,2026-06-19T11:59:12Z
season_002,season_002_schedule_0152,Regular Season,regular_season,26. Spieltag - Sonntag der 13.09.2015 [12:00 -18:00],SurskitTV,PresentLP,0 - 1,PresentLP,1,1751,1751,1751,0.85,0.27,-0.68,1572.7,1.11,0.83,1.05,1572.7,1.11,0.83,0.99,0.24,100,33,94.8,1.38,0.96,1.82,PresentLP,0,1,0,24.05,knapper Kampf; nur eine Quelle (-15%); Engagement-Ausreißer 1.4x,https://www.youtube.com/watch?v=A3hEyNupT3M,https://www.youtube.com/watch?v=A3hEyNupT3M;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP;https://docs.google.com/spreadsheets/d/16wGz0QnHeyqfcAhKdYvDqUZAvKxXKuAHchszJjhpp-o/edit#gid=0,2026-06-19T11:59:12Z
season_007,season_007_schedule_0014,Regular Season,regular_season,6. Spieltag - Sonntag der 24.05.2020,CaptainCrinch,Hydronic,3 - 0,CaptainCrinch,2,3546,5361,2680.5,1.17,0.93,0.79,3086.4,1.15,0.87,0.92,5257,1.02,0.65,0.3,0.59,240,50,85.4,1.02,0.62,0.07,CaptainCrinch,0,0,0,24.02,mehrere Perspektiven,https://www.youtube.com/watch?v=kcy312bbL8U;https://www.youtube.com/watch?v=qPBEQ9_G5Yo,https://www.youtube.com/watch?v=kcy312bbL8U;https://www.youtube.com/user/CaptainCrinch;https://www.youtube.com/watch?v=qPBEQ9_G5Yo;https://www.youtube.com/channel/UCkgDtvVWnwU2mEDuMV1V4PQ;https://www.youtube.com/user/Hydronic;https://docs.google.com/spreadsheets/d/1nwiq_ggEj7QePeZGMR2xoi0bEHJr_ZGO24YCRdt93No/edit#gid=1358421537,2026-06-19T11:59:12Z
season_003,season_003_schedule_0068,Regular Season,regular_season,23. Spieltag - Sonntag der 10.07.2016,CaptainCrinch,Lauris,0 - 2,Lauris,2,1146,1938,969,1.12,0.69,0.56,642.9,1.23,0.88,1.2,1788.9,1.08,0.79,0.78,0.26,47,24,117.42,1.52,0.88,1.4,Lauris,0,0,0,24.02,mehrere Perspektiven; Engagement-Ausreißer 1.5x,https://www.youtube.com/watch?v=t2dhxfq_YRo;https://www.youtube.com/watch?v=tNM4MhyVlwM,https://www.youtube.com/watch?v=t2dhxfq_YRo;https://www.youtube.com/user/CaptainCrinch;https://www.youtube.com/watch?v=tNM4MhyVlwM;https://www.youtube.com/c/LaurisEnteitainment;https://www.youtube.com/channel/UCShFh4OGH23GfshxfIfvcjA;https://docs.google.com/spreadsheets/d/15MPuuKWiOBeqO8JbrOYulUHFDzWbid6_pYZLHiWVzrk/edit#gid=0,2026-06-19T11:59:12Z
