record_key,holder_person_id,holder_name,holder_pokemon,value,season_id,week,match_id,video_url,superseded,source_urls
longest_win_streak,person_present,PresentLP,,11,season_001,11. Spieltag – Sonntag der 23.11.2014 [12:00 -17:00],season_001_schedule_0104,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
longest_win_streak,person_bene,Bene,,12,season_005,17. Spieltag - Sonntag der 08.07.2018,season_005_schedule_0132,,1,https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=405850997
longest_win_streak,person_bene,Bene,,13,season_005,18. Spieltag - Sonntag der 15.07.2018,season_005_schedule_0016,,0,https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=405850997
longest_unbeaten,person_daumenkino,DaumenkinoLP,,1,season_001,1. Spieltag - Sonntag der 14.09.2014 [12:00 -17:00],season_001_schedule_0001,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
longest_unbeaten,person_daumenkino,DaumenkinoLP,,2,season_001,2. Spieltag - Sonntag der 21.09.2014 [12:00 -17:00],season_001_schedule_0029,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
longest_unbeaten,person_daumenkino,DaumenkinoLP,,3,season_001,3. Spieltag - Sonntag der 28.09.2014 [12:00 -17:00],season_001_schedule_0057,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
longest_unbeaten,person_present,PresentLP,,4,season_001,4. Spieltag - Sonntag der 05.10.2014 [12:00 -17:00],season_001_schedule_0082,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
longest_unbeaten,person_present,PresentLP,,5,season_001,5. Spieltag - Sonntag der 12.10.2014 [12:00 -17:00],season_001_schedule_0097,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
longest_unbeaten,person_present,PresentLP,,6,season_001,6. Spieltag - Sonntag der 19.10.2014 [12:00 -17:00],season_001_schedule_0111,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
longest_unbeaten,person_present,PresentLP,,7,season_001,7. Spieltag - Sonntag der 26.10.2014 [12:00 -17:00],season_001_schedule_0002,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
longest_unbeaten,person_present,PresentLP,,8,season_001,8. Spieltag - Sonntag der 02.11.2014 [12:00 -17:00],season_001_schedule_0030,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
longest_unbeaten,person_present,PresentLP,,9,season_001,9. Spieltag - Sonntag der 09.11.2014 [12:00 -17:00],season_001_schedule_0058,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
longest_unbeaten,person_present,PresentLP,,10,season_001,10. Spieltag - Sonntag der 16.11.2014 [12:00 -17:00],season_001_schedule_0083,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
longest_unbeaten,person_present,PresentLP,,11,season_001,11. Spieltag – Sonntag der 23.11.2014 [12:00 -17:00],season_001_schedule_0104,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
longest_unbeaten,person_parsifani,Parsifani,,12,season_002,15. Spieltag - Mittwoch der 01.07.2015 [12:00 -18:00],season_002_schedule_0225,,1,https://docs.google.com/spreadsheets/d/1Jc6mBqbU8wYKfz3WxfpxsWbj_6xaZB6OmoCRPGzGJLM/edit#gid=0
longest_unbeaten,person_parsifani,Parsifani,,13,season_002,16. Spieltag - Mittwoch der 08.07.2015 [12:00 -18:00],season_002_schedule_0249,,1,https://docs.google.com/spreadsheets/d/1Jc6mBqbU8wYKfz3WxfpxsWbj_6xaZB6OmoCRPGzGJLM/edit#gid=0
longest_unbeaten,person_parsifani,Parsifani,,14,season_002,17. Spieltag - Mittwoch der 15.07.2015 [12:00 -18:00],season_002_schedule_0273,,1,https://docs.google.com/spreadsheets/d/1Jc6mBqbU8wYKfz3WxfpxsWbj_6xaZB6OmoCRPGzGJLM/edit#gid=0
longest_unbeaten,person_parsifani,Parsifani,,15,season_002,18. Spieltag - Mittwoch der 22.07.2015 [12:00 -18:00],season_002_schedule_0297,,0,https://docs.google.com/spreadsheets/d/1Jc6mBqbU8wYKfz3WxfpxsWbj_6xaZB6OmoCRPGzGJLM/edit#gid=0
most_career_wins,person_daumenkino,DaumenkinoLP,,1,season_001,1. Spieltag - Sonntag der 14.09.2014 [12:00 -17:00],season_001_schedule_0001,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
most_career_wins,person_daumenkino,DaumenkinoLP,,2,season_001,2. Spieltag - Sonntag der 21.09.2014 [12:00 -17:00],season_001_schedule_0029,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
most_career_wins,person_daumenkino,DaumenkinoLP,,3,season_001,3. Spieltag - Sonntag der 28.09.2014 [12:00 -17:00],season_001_schedule_0057,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
most_career_wins,person_present,PresentLP,,4,season_001,4. Spieltag - Sonntag der 05.10.2014 [12:00 -17:00],season_001_schedule_0082,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
most_career_wins,person_present,PresentLP,,5,season_001,5. Spieltag - Sonntag der 12.10.2014 [12:00 -17:00],season_001_schedule_0097,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
most_career_wins,person_present,PresentLP,,6,season_001,6. Spieltag - Sonntag der 19.10.2014 [12:00 -17:00],season_001_schedule_0111,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
most_career_wins,person_present,PresentLP,,7,season_001,7. Spieltag - Sonntag der 26.10.2014 [12:00 -17:00],season_001_schedule_0002,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
most_career_wins,person_present,PresentLP,,8,season_001,8. Spieltag - Sonntag der 02.11.2014 [12:00 -17:00],season_001_schedule_0030,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
most_career_wins,person_present,PresentLP,,9,season_001,9. Spieltag - Sonntag der 09.11.2014 [12:00 -17:00],season_001_schedule_0058,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
most_career_wins,person_present,PresentLP,,10,season_001,10. Spieltag - Sonntag der 16.11.2014 [12:00 -17:00],season_001_schedule_0083,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
most_career_wins,person_present,PresentLP,,11,season_001,11. Spieltag – Sonntag der 23.11.2014 [12:00 -17:00],season_001_schedule_0104,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
most_career_wins,person_present,PresentLP,,12,season_001,13. Spieltag – Sonntag der 14.12.2014 [12:00 -17:00],season_001_schedule_0047,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
most_career_wins,person_present,PresentLP,,13,season_001,14. Spieltag – Sonntag der 21.12.2014 [12:00 -17:00],season_001_schedule_0067,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
most_career_wins,person_present,PresentLP,,14,season_001,15. Spieltag – Sonntag der 28.12.2014 [12:00 -17:00],season_001_schedule_0084,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
most_career_wins,person_present,PresentLP,,15,season_001,16. Spieltag – Sonntag der 04.01.2015 [12:00 -17:00],season_001_schedule_0099,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
most_career_wins,person_present,PresentLP,,16,season_001,17. Spieltag – Sonntag der 11.01.2015 [12:00 -17:00],season_001_schedule_0112,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
most_career_wins,person_present,PresentLP,,17,season_001,18. Spieltag – Sonntag der 18.01.2015 [12:00 -17:00],season_001_schedule_0004,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
most_career_wins,person_present,PresentLP,,18,season_001,20. Spieltag – Sonntag der 01.02.2015 [12:00 -17:00],season_001_schedule_0060,,1,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0
