season_id,match_id,division,stage,week,player_a,player_b,team_a,team_b,score_a,score_b,winner,result_basis,video_id,video_title,video_url,data_status,source_urls
season_001,season_001_manual_0021_fnupa_present,Regular Season,regular_season,21. Spieltag - Sonntag der 08.02.2015 [12:00 -17:00],Cabgolord,PresentLP,Fnupagladi,Prekani,,,,unresolved,I4_AqvEj0TA,GPL - Spieltag 21 - vs. Prekani: Wenn Rivalen wieder zusammen finden,https://www.youtube.com/watch?v=I4_AqvEj0TA,manual_source_evidenced,https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0;https://www.youtube.com/watch?v=I4_AqvEj0TA
season_001,season_001_manual_0022_fnupa_shiro,Regular Season,regular_season,22. Spieltag - Sonntag der 15.02.2015 [12:00 -17:00],Cabgolord,Shiro,Fnupagladi,Dancing Darmanitans,,,,unresolved,yLHdH2LhfE0,GPL - Spieltag 22 - vs. Dancing Darmanitans: #UnluckyShiro,https://www.youtube.com/watch?v=yLHdH2LhfE0,manual_source_evidenced,https://www.youtube.com/watch?v=yLHdH2LhfE0
