video_id,reason,source_urls
lpk0yS8pg88,false_positive_gpl_video,https://www.youtube.com/watch?v=lpk0yS8pg88
8DKXDmS6Zrg,foreign_league_udt,https://www.youtube.com/watch?v=8DKXDmS6Zrg
