,3. Spieltag - Mittwoch der 28.03.2018,,,,9. Spieltag - Mittwoch der 09.05.2018,,,,14. Spieltag - Mittwoch der 20.06.2018,,,,20. Spieltag - Mittwoch der 01.08.2018

,Asalakoren,0:4,Scoutley,,Asalakoren,0:3,Stratocopter,,Scoutley,0:4,Asalakoren,,Stratocopter,0:2,Asalakoren
,PokéBazi,0:2,Craycom,,PokéBazi,0:4,BraveBird,,Craycom,2:0,PokéBazi,,BraveBird,0:3,PokéBazi
,ElektechN9ne,3:0,BlackLink,,Scoutley,0:2,CrowdController,,BlackLink,0:1,ElektechN9ne,,CrowdController,1:0,Scoutley
,Belmont,3:0,oktopaul,,BlackLink,0:3,Dauni,,oktopaul,0:3,Belmont,,Dauni,3:0,BlackLink
,Stratocopter,4:0,Dauni,,Craycom,5:0,oktopaul,,Dauni,6:0,Stratocopter,,oktopaul,0:2,Craycom
,BraveBird,1:0,CrowdController,,ElektechN9ne,3:0,Belmont,,CrowdController,0:1,BraveBird,,Belmont,2:0,ElektechN9ne

,4. Spieltag - Mittwoch der 04.04.2018,,,,10. Spieltag - Mittwoch der 16.05.2018,,,,15. Spieltag - Mittwoch der 27.06.2018,,,,21. Spieltag - Mittwoch der 08.08.2018

,oktopaul,0:4,ElektechN9ne,,Belmont,6:0,Asalakoren,,ElektechN9ne,2:0,oktopaul,,Asalakoren,0:3,Belmont
,Dauni,0:5,Belmont,,Stratocopter,0:2,PokéBazi,,Belmont,1:0,Dauni,,PokéBazi,5:0,Stratocopter
,CrowdController,1:0,Stratocopter,,BraveBird,0:1,Scoutley,,Stratocopter,4:0,CrowdController,,Scoutley,4:0,BraveBird
,BraveBird,0:4,Craycom,,CrowdController,0:3,BlackLink,,Craycom,0:1,BraveBird,,BlackLink,3:0,CrowdCrontroller
,BlackLink,3:0,Asalakoren,,Dauni,0:2,oktopaul,,Asalakoren,0:2,BlackLink,,oktopaul,2:0,Dauni
,Scoutley,0:3,PokéBazi,,Craycom,0:1,ElektechN9ne,,PokéBazi,2:0,Scoutley,,ElektechN9ne,4:0,Craycom

,5. Spieltag - Mittwoch der 11.04.2018,,,,11. Spieltag - Mittwoch der 23.05.2018,,,,16. Spieltag - Mittwoch der 04.07.2018,,,,22. Spieltag - Mittwoch der 15.08.2018

,Asalakoren,0:1,oktopaul,,Asalakoren,0:1,ElektechN9ne,,oktopaul,2:0,Asalakoren,,ElektechN9ne,1:0,Asalakoren
,PokéBazi,0:2,BlackLink,,PokéBazi,0:5,Belmont,,BlackLink,2:0,PokéBazi,,Belmont,0:3,PokéBazi
,Craycom,0:3,Scoutley,,Scoutley,0:3,Stratocopter,,Scoutley,3:0,Craycom,,Stratocopter,4:0,Scoutley
,ElektechN9ne,3:0,Dauni,,BlackLink,0:4,BraveBird,,Dauni,0:1,ElektechN9ne,,BraveBird,0:5,BlackLink
,Belmont,0:2,CrowdController,,oktopaul,3:0,CrowdController,,CrowdController,0:1,Belmont,,CrowdController,3:0,oktopaul
,Stratocopter,0:1,BraveBird,,Dauni,2:0,Craycom,,BraveBird,2:0,Stratocopter,,Craycom,0:1,Dauni

,6. Spieltag - Mittwoch der 18.04.2018,,,,Tabelle:,,,,17. Spieltag - Mittwoch der 11.07.2018

,CrowdController,2:0,ElektechN9ne,,,,,,ElektechN9ne,3:0,CrowdController
,Craycom,4:0,Stratocopter,,,,,,Belmont,2:0,BraveBird
,Dauni,2:0,Asalakoren,,,,,,Asalakoren,3:0,Dauni
,oktopaul,0:2,PokéBazi,,,,,,PokéBazi,0:2,oktopaul
,BlackLink,2:0,Scoutley,,,,,,Scoutley,0:2,BlackLink
,BraveBird,0:6,Belmont,,,,,,Stratocopter,6:0,Craycom
