Runde 1,Runde 2,Runde 3,Runde 4,Runde 5,Runde 6,Runde 7,Runde 8,Runde 9,Runde 10,Runde 11

Dauni,Belmont,BraveBird,BlackLink,PokéBazi,BlackLink,Asalakoren,CrowdController,PokéBazi,Dauni,Scoutley
Elektech9ne,Stratocopter,CrowdController,Scoutley,BraveBird,CrowdController,Stratocopter,Elektech9ne,Asalakoren,BraveBird,BlackLink
PokéBazi,oktopaul,oktopaul,Dauni,Stratocopter,Scoutley,Scoutley,BlackLink,Elektech9ne,Stratocopter,Stratocopter
BraveBird,Asalakoren,PokéBazi,Stratocopter,Craycom,oktopaul,BraveBird,PokéBazi,Belmont,Scoutley,BraveBird
Scoutley,Craycom,Asalakoren,Craycom,Dauni,Belmont,Dauni,Craycom,BlackLink,Craycom,Asalakoren
CrowdController,BlackLink,Belmont,Elektech9ne,Asalakoren,Elektech9ne,Belmont,oktopaul,CrowdController,oktopaul,Craycom
BlackLink,CrowdController,Elektech9ne,Belmont,Elektech9ne,Asalakoren,oktopaul,Belmont,oktopaul,CrowdController,Elektech9ne
Craycom,Scoutley,Craycom,Asalakoren,Belmont,Dauni,Craycom,Dauni,Craycom,BlackLink,Belmont
Asalakoren,BraveBird,Stratocopter,PokéBazi,oktopaul,Craycom,PokéBazi,BraveBird,Scoutley,Belmont,Dauni
oktopaul,PokéBazi,Dauni,oktopaul,Scoutley,Stratocopter,BlackLink,Scoutley,Stratocopter,Elektech9ne,oktopaul
Stratocopter,Elektech9ne,Scoutley,CrowdController,CrowdController,BraveBird,Elektech9ne,Stratocopter,BraveBird,Asalakoren,PokéBazi
Belmont,Dauni,BlackLink,BraveBird,BlackLink,PokéBazi,CrowdController,Asalakoren,Dauni,PokéBazi,CrowdController
Rückrunde
Runde 1,Runde 2,Runde 3,Runde 4,Runde 5

Belmont,Stratocopter,Asalakoren,Scoutley,Scoutley
PokéBazi,Scoutley,Belmont,Dauni,Stratocopter
Asalakoren,Elektech9ne,Stratocopter,Elektech9ne,PokéBazi
oktopaul,Dauni,PokéBazi,CrowdController,BraveBird
CrowdController,BlackLink,BraveBird,BlackLink,Asalakoren
Craycom,BraveBird,oktopaul,Craycom,oktopaul
BraveBird,Craycom,Craycom,oktopaul,Dauni
BlackLink,CrowdController,BlackLink,BraveBird,BlackLink
Dauni,oktopaul,CrowdController,PokéBazi,CrowdController
Elektech9ne,Asalakoren,Elektech9ne,Stratocopter,Craycom
Scoutley,PokéBazi,Dauni,Belmont,Elektech9ne
Stratocopter,Belmont,Scoutley,Asalakoren,Belmont
