sheet_id,status,workbook_title,source_url,seen_in_channels,sample_video_title,review_reason
1sCKdNTBs-QM6jkq6NkcNXmNpI34mp5Atq5ZJG3Nr3QI,available,Meme Pokemon League,https://docs.google.com/spreadsheets/d/1sCKdNTBs-QM6jkq6NkcNXmNpI34mp5Atq5ZJG3Nr3QI/edit,uc0tnejt5pvgm2_dm_pxj21w;uc9yqk42jqgnwyjczcpmgedq;ucwpw7yn2wcg1sek_09viuhg,"Denn der Dragoon, der hat nen Plan! (Unangenehme Kadervorstellung im DragoonofDoom Style)",sheet_url_in_video_description_never_fetched
1oSx28k3frQ8wNknXAHyEpyhIWI7DP2Utu1tt2tBad9w,available,MTL,https://docs.google.com/spreadsheets/d/1oSx28k3frQ8wNknXAHyEpyhIWI7DP2Utu1tt2tBad9w/edit,uc0tnejt5pvgm2_dm_pxj21w;uceki0pa1r6tz8cdaypgugyg;ucib2iwsixdpxybn_thzuxbg;ucvciqcejxirj1kgswdxgqyw,SPIEGLEIN SPIEGLEIN - MTL Spieltag 05 vs. Corvi Crushets,sheet_url_in_video_description_never_fetched
1JFFj7gm0w7GIu8CjWcuLk1OL1TSAtyT6jagxULE1A0I,available,"NPBL [S3] - Tabellen, Kader, Spielplan..",https://docs.google.com/spreadsheets/d/1JFFj7gm0w7GIu8CjWcuLk1OL1TSAtyT6jagxULE1A0I/edit,ucdlntuh7cgkz5dyhnsy1yvw;ucj8y8nmqyyvuw8wooibgp0g;uck_kzvbuhgprgwu1vw5y3zg,DER RUF NACH EINEM HELDEN 👀,sheet_url_in_video_description_never_fetched
1GKlm_Dw5qGLRD2BuLw2mjsikzcS117OnWq4ujIR1__8,available,NPBL Doubles [S5],https://docs.google.com/spreadsheets/d/1GKlm_Dw5qGLRD2BuLw2mjsikzcS117OnWq4ujIR1__8/edit,uc9iby6z6tyu7xyc5_cgjplg;uc9yqk42jqgnwyjczcpmgedq;ucarerejf2zazibztti4vmaw;ucvciqcejxirj1kgswdxgqyw,NPBL Season 5 | Finale vs. Kleinsteins:Gate | Déja-vu!,sheet_url_in_video_description_never_fetched
1IsMwTzprA_qo00lc8hVybtDg_Bwgy-7mr6lf3u7Nfjk,available,NPBL Doubles [S6],https://docs.google.com/spreadsheets/d/1IsMwTzprA_qo00lc8hVybtDg_Bwgy-7mr6lf3u7Nfjk/edit,uc14hk73g_dl8dqlthpmivwq;uc88v_x5lbes2qhlwkfjqaeg;uc9iby6z6tyu7xyc5_cgjplg;uc9yqk42jqgnwyjczcpmgedq;ucarerejf2zazibztti4vmaw;ucdlntuh7cgkz5dyhnsy1yvw;uck_kzvbuhgprgwu1vw5y3zg;ucmvmp02im9phwobgpxabdja;ucvciqcejxirj1kgswdxgqyw;ucxj5whew7vz8zr_srmt8q2a;ucxw9kufbp4az1uppsfgtolw;ucyevwqnpmkcyqlucnzerdaa,"[NPBL S6] » Ein MATCH, ein DEBÜT, ein MEME! ★ Spieltag #01 vs @Nestfloh",sheet_url_in_video_description_never_fetched
1WqpbLZOoCpTwUcXs03UjpdfNc2hs8Q-Ohdfh5hsCUeg,available,NPBL Doubles [S7],https://docs.google.com/spreadsheets/d/1WqpbLZOoCpTwUcXs03UjpdfNc2hs8Q-Ohdfh5hsCUeg/edit,uc0tnejt5pvgm2_dm_pxj21w;ucdlntuh7cgkz5dyhnsy1yvw;uctkpjnyh1z6qrbesx0py2fq;ucubgus9lvyrtb849adla1rw;ucvciqcejxirj1kgswdxgqyw;ucvsnlr5y3npa_9fcfs5heew;ucxj5whew7vz8zr_srmt8q2a;ucxw9kufbp4az1uppsfgtolw,Öhm SCHWIERIG JETZT - NPBL [S7] Spieltag 09 vs. Toon World,sheet_url_in_video_description_never_fetched
1sLCI-LWTPXeK0e2vyukfHzwC9hDT3KupMoWjuu9VJJ0,available,NPBL Singles [S6],https://docs.google.com/spreadsheets/d/1sLCI-LWTPXeK0e2vyukfHzwC9hDT3KupMoWjuu9VJJ0/edit,uc14hk73g_dl8dqlthpmivwq;uc88v_x5lbes2qhlwkfjqaeg;uc9iby6z6tyu7xyc5_cgjplg;ucarerejf2zazibztti4vmaw;ucdlntuh7cgkz5dyhnsy1yvw;uck_kzvbuhgprgwu1vw5y3zg;ucmvmp02im9phwobgpxabdja;ucvciqcejxirj1kgswdxgqyw;ucxj5whew7vz8zr_srmt8q2a;ucxw9kufbp4az1uppsfgtolw;ucyevwqnpmkcyqlucnzerdaa,"[NPBL S6] » Ein MATCH, ein DEBÜT, ein MEME! ★ Spieltag #01 vs @Nestfloh",sheet_url_in_video_description_never_fetched
1y0iVKqdma0dVVv1_sYmYOShVFXV0_u-uvq0BXndxaIc,available,NPBL Singles [S7],https://docs.google.com/spreadsheets/d/1y0iVKqdma0dVVv1_sYmYOShVFXV0_u-uvq0BXndxaIc/edit,uc0tnejt5pvgm2_dm_pxj21w;ucdlntuh7cgkz5dyhnsy1yvw;uctkpjnyh1z6qrbesx0py2fq;ucubgus9lvyrtb849adla1rw;ucvciqcejxirj1kgswdxgqyw;ucvsnlr5y3npa_9fcfs5heew;ucxj5whew7vz8zr_srmt8q2a;ucxw9kufbp4az1uppsfgtolw,Öhm SCHWIERIG JETZT - NPBL [S7] Spieltag 09 vs. Toon World,sheet_url_in_video_description_never_fetched
1tOZakJbwcfWmC8G14TChj7tATp33gA-8_f4lbN3wpoI,available,Nuzlocke Draft League - Konzept,https://docs.google.com/spreadsheets/d/1tOZakJbwcfWmC8G14TChj7tATp33gA-8_f4lbN3wpoI/edit,ucvciqcejxirj1kgswdxgqyw,Ich habe an einer NUZLOCKE DRAFT LIGA teilgenommen ... es war SUPER!,sheet_url_in_video_description_never_fetched
1YoXUNlVVtHhnPUqTqU8P0ZPU2wTmQr3Kfw-5KRLp9bU,available,Nuzlocke Fighting Tournament,https://docs.google.com/spreadsheets/d/1YoXUNlVVtHhnPUqTqU8P0ZPU2wTmQr3Kfw-5KRLp9bU/edit,ucvciqcejxirj1kgswdxgqyw,Ich habe an einer NUZLOCKE DRAFT LIGA teilgenommen ... es war SUPER!,sheet_url_in_video_description_never_fetched
1YlyJblo6K6Ho2VXHXL2x-S0ZDY0nNF7vutYqcFsSSvM,available,NWC Pinwheel clause areas list + Level Caps sheet,https://docs.google.com/spreadsheets/d/1YlyJblo6K6Ho2VXHXL2x-S0ZDY0nNF7vutYqcFsSSvM/edit,ucxj5whew7vz8zr_srmt8q2a,Pokémon Ultra Sonne Nuzlocke [German/Deutsch] - Folge 47: Meine Z-Kraft!,sheet_url_in_video_description_never_fetched
1ZrBRCWpgNnpiw6FnDRIyjFtm4BImgifipJt7VC2e7Zs,available,Paldea-Fabrik,https://docs.google.com/spreadsheets/d/1ZrBRCWpgNnpiw6FnDRIyjFtm4BImgifipJt7VC2e7Zs/edit,ucmvmp02im9phwobgpxabdja;ucvsnlr5y3npa_9fcfs5heew,KRANKE Offensive in der Paldea Fabrik! 💥,sheet_url_in_video_description_never_fetched
1ddLCmhg2Vzzbb6U8v-8bNb3LkF_ortq2wSqZbgFLrSE,available,PALs,https://docs.google.com/spreadsheets/d/1ddLCmhg2Vzzbb6U8v-8bNb3LkF_ortq2wSqZbgFLrSE/edit,ucvciqcejxirj1kgswdxgqyw,Ich spiele eine GEN 3 DRAFT LIGA ... und mache WILDE Plays!,sheet_url_in_video_description_never_fetched
1N-X2kgO5jWvZn2EuCP7Gx_r5SBBjAsB8s5NS8MYXjGM,available,PASRS 5.0,https://docs.google.com/spreadsheets/d/1N-X2kgO5jWvZn2EuCP7Gx_r5SBBjAsB8s5NS8MYXjGM/edit,ucoeanv1fd9eh7qjzjdwdxaq,SO baut man Competitive Pokémon Teams!,sheet_url_in_video_description_never_fetched
1hw10fRcS3Wk6OaXZByZKLkBkH2McunGVExH3ktNG5Ms,available,PBA S3 Ligadoc,https://docs.google.com/spreadsheets/d/1hw10fRcS3Wk6OaXZByZKLkBkH2McunGVExH3ktNG5Ms/edit,uckeehak_dpei11ykalqczrq;ucvciqcejxirj1kgswdxgqyw;ucxj5whew7vz8zr_srmt8q2a,Mein vorerst LETZTER Kampf! | ORAS - PBA [S3] - Spieltag 11 - vs. Obsidian Omastar,sheet_url_in_video_description_never_fetched
1IUWHUANQtkiE1SU1eDQdDWuWdt-ek88dsXKtLCG1BsE,available,PBA Season 2 Ligadoc,https://docs.google.com/spreadsheets/d/1IUWHUANQtkiE1SU1eDQdDWuWdt-ek88dsXKtLCG1BsE/edit,uc9iby6z6tyu7xyc5_cgjplg;ucarerejf2zazibztti4vmaw;ucvciqcejxirj1kgswdxgqyw;ucxj5whew7vz8zr_srmt8q2a;ucyevwqnpmkcyqlucnzerdaa;ucz2bgm4qej7nxsedsnr6f1a,PBA Season 2 - Spieltag 22 VS Nightmare before Gliscor: Wieso ist da ein Tannza??,sheet_url_in_video_description_never_fetched
1q3EfH1X86iYxzBpq1UoSGgEeJK_fECcLah6l3XvKsYM,available,PBA Season 4 Liga Doc,https://docs.google.com/spreadsheets/d/1q3EfH1X86iYxzBpq1UoSGgEeJK_fECcLah6l3XvKsYM/edit,uc0tnejt5pvgm2_dm_pxj21w;ucdlntuh7cgkz5dyhnsy1yvw;ucxj5whew7vz8zr_srmt8q2a;ucz2bgm4qej7nxsedsnr6f1a,BITTE TANZ NICHT - PBA [S4] Spieltag 07 vs. Emboar Constructor,sheet_url_in_video_description_never_fetched
11UjaJmWEDKkGgK1kIHhrPwSvrgQZvxBaLm8qIjQyVQo,available,PBA Season 5 Liga Doc,https://docs.google.com/spreadsheets/d/11UjaJmWEDKkGgK1kIHhrPwSvrgQZvxBaLm8qIjQyVQo/edit,ucvciqcejxirj1kgswdxgqyw;ucxj5whew7vz8zr_srmt8q2a;ucz2bgm4qej7nxsedsnr6f1a,So waren meine Pokémon in der PBA [S5] - Mein Fazit!,sheet_url_in_video_description_never_fetched
13CEomMZDCOXT19NDcQ9gTohVfNKtja47ktBpcbhqCcU,available,PBA Season 6 Liga 1 Doc,https://docs.google.com/spreadsheets/d/13CEomMZDCOXT19NDcQ9gTohVfNKtja47ktBpcbhqCcU/edit,ucxj5whew7vz8zr_srmt8q2a;ucyevwqnpmkcyqlucnzerdaa,PBA [S6] - Throes Mad Kadervorstellung,sheet_url_in_video_description_never_fetched
1RRutQ0hbwZ220UPsU2Cc9liamIR6NkRYwKSMtZ0Svc4,available,PBA Season 6 Liga 2 Doc,https://docs.google.com/spreadsheets/d/1RRutQ0hbwZ220UPsU2Cc9liamIR6NkRYwKSMtZ0Svc4/edit,ucxj5whew7vz8zr_srmt8q2a;ucyevwqnpmkcyqlucnzerdaa,PBA [S6] - Throes Mad Kadervorstellung,sheet_url_in_video_description_never_fetched
1YpfesOU7AE4D9BAhOtmqZx05Qmho2MF_onKm__Ig-2s,available,PokEM 2020,https://docs.google.com/spreadsheets/d/1YpfesOU7AE4D9BAhOtmqZx05Qmho2MF_onKm__Ig-2s/edit,uc0tnejt5pvgm2_dm_pxj21w;uc14hk73g_dl8dqlthpmivwq;uc88v_x5lbes2qhlwkfjqaeg;uc9iby6z6tyu7xyc5_cgjplg;ucarerejf2zazibztti4vmaw;ucdlntuh7cgkz5dyhnsy1yvw,Schaffen wir es noch auf das Treppchen? - PokEM Spiel um Platz 3,sheet_url_in_video_description_never_fetched
1vh6YZLUkS5YpwgDg5_wr_lf_z-aRisEP0Iaw6NKf7aY,available,PokEM2021,https://docs.google.com/spreadsheets/d/1vh6YZLUkS5YpwgDg5_wr_lf_z-aRisEP0Iaw6NKf7aY/edit,uc14hk73g_dl8dqlthpmivwq;uc88v_x5lbes2qhlwkfjqaeg;ucarerejf2zazibztti4vmaw;ucdlntuh7cgkz5dyhnsy1yvw;uck_kzvbuhgprgwu1vw5y3zg;ucubgus9lvyrtb849adla1rw;ucxj5whew7vz8zr_srmt8q2a;ucxw9kufbp4az1uppsfgtolw;ucyevwqnpmkcyqlucnzerdaa;ucz2bgm4qej7nxsedsnr6f1a,[PokEM2021] » Lang nicht gesehen und doch wieder gehasst... ★ Spieltag #04 vs MrDiesbik [ RUMÄNIEN ],sheet_url_in_video_description_never_fetched
1lg-Y10zXJssk2NCUkgkzyFzGOip9tyIULH3unrb23kQ,available,Pokemon Premier League Season 1 Fan Doc,https://docs.google.com/spreadsheets/d/1lg-Y10zXJssk2NCUkgkzyFzGOip9tyIULH3unrb23kQ/edit,uck_kzvbuhgprgwu1vw5y3zg,"""GOTTA PLAY FAST!"" | Pokémon Draft League Wifi Battle | PPL Playoffs VS @KilluaBoom",sheet_url_in_video_description_never_fetched
14DgxfZaGfKqrXHQGHnATRZ55wR-XDECFrg2t9oj6cEU,available,Pokémon Bundesliga Dokument von Maxi,https://docs.google.com/spreadsheets/d/14DgxfZaGfKqrXHQGHnATRZ55wR-XDECFrg2t9oj6cEU/edit,ucuaghsjwxrcutywhotrweeg,Die Skyliners in der Pokémon Bundesliga! [Teamvorstellung] | Maxi,sheet_url_in_video_description_never_fetched
19NGdnb8OKV1veF41N2ynGoqTxbk6xB8VRgCnCs0AcCE,available,Pokémon Trainings Liga ,https://docs.google.com/spreadsheets/d/19NGdnb8OKV1veF41N2ynGoqTxbk6xB8VRgCnCs0AcCE/edit,ucj8y8nmqyyvuw8wooibgp0g,🔹Im letzten Moment! • PTL Spieltag 7🔹,sheet_url_in_video_description_never_fetched
1lbvZooFoIRt1Yz1Cj5lajQpUkMrYkITdEacF8C5Xx6w,available,PokémonCompetitiveLeagueDeutschland Season 1.5,https://docs.google.com/spreadsheets/d/1lbvZooFoIRt1Yz1Cj5lajQpUkMrYkITdEacF8C5Xx6w/edit,ucj8y8nmqyyvuw8wooibgp0g,Der Tanz der Geschwindigkeit! | PCLD #05 | by Craycom [German/1080p],sheet_url_in_video_description_never_fetched
1BYOM_HCLJqJWPRxVK7Op12JN6JlG_bCsIvTYpVKNFNU,available,Pokétuber OU-Cup ,https://docs.google.com/spreadsheets/d/1BYOM_HCLJqJWPRxVK7Op12JN6JlG_bCsIvTYpVKNFNU/edit,uc9iby6z6tyu7xyc5_cgjplg;uceki0pa1r6tz8cdaypgugyg;ucib2iwsixdpxybn_thzuxbg;ucubgus9lvyrtb849adla1rw;ucxj5whew7vz8zr_srmt8q2a,Pokétuber OU-Cup Finale vs @elikli   | Auf Hochflug!,sheet_url_in_video_description_never_fetched
1XdNngk5mIDHVzb4Y0MDN9jNhzdXpF1nLEB2za5rb0nQ,available,Regeln - Galar-Fabrik (Season 4),https://docs.google.com/spreadsheets/d/1XdNngk5mIDHVzb4Y0MDN9jNhzdXpF1nLEB2za5rb0nQ/edit,uc9yqk42jqgnwyjczcpmgedq,LET'S GO! - Die 5. Staffel der Galar-Fabrik!?,sheet_url_in_video_description_never_fetched
1C2yP50OuCs7pDXTOgvErtIhmoboi1caEYr-YCXJ8zHM,available,RegiBangs Arenaleiterburg,https://docs.google.com/spreadsheets/d/1C2yP50OuCs7pDXTOgvErtIhmoboi1caEYr-YCXJ8zHM/edit,ucqgltvbttk8suextaajws4q,Die KAMPF Arena! || RegiBangs Arenaleiterburg Season #01,sheet_url_in_video_description_never_fetched
1sHyANlNDSJVMxlzltEZ-siSwVEhpbD_9kC-srlJHFI4,available,Retro Pokemon League S2 Liga 1 (Dialga Division),https://docs.google.com/spreadsheets/d/1sHyANlNDSJVMxlzltEZ-siSwVEhpbD_9kC-srlJHFI4/edit,ucvciqcejxirj1kgswdxgqyw;ucxj5whew7vz8zr_srmt8q2a,DAS FINALE in einer PBR Pokémon Liga - vs. @jakomoh9325!,sheet_url_in_video_description_never_fetched
18UCfv0nPlIVyqaX_Esu2oFl4bjfwFk2aDBBfgNkqIPE,available,Retro Pokemon League S2 Liga 1 (Palkia Division),https://docs.google.com/spreadsheets/d/18UCfv0nPlIVyqaX_Esu2oFl4bjfwFk2aDBBfgNkqIPE/edit,ucvciqcejxirj1kgswdxgqyw;ucxj5whew7vz8zr_srmt8q2a,DAS FINALE in einer PBR Pokémon Liga - vs. @jakomoh9325!,sheet_url_in_video_description_never_fetched
14i6AN7ZWN2G_IKBYtCVeGTsaEYafpGPwcMfo3L0Uxm8,available,Retro Pokemon League S2 Liga 2 (Giratina Division),https://docs.google.com/spreadsheets/d/14i6AN7ZWN2G_IKBYtCVeGTsaEYafpGPwcMfo3L0Uxm8/edit,ucvciqcejxirj1kgswdxgqyw;ucxj5whew7vz8zr_srmt8q2a,DAS FINALE in einer PBR Pokémon Liga - vs. @jakomoh9325!,sheet_url_in_video_description_never_fetched
17Q8URcZJJoXDuRUJ4S2_zDPBkgthO_ZQa2h1WgvUp_E,available,Returning From HOME: Changes by RoiDadadou,https://docs.google.com/spreadsheets/d/17Q8URcZJJoXDuRUJ4S2_zDPBkgthO_ZQa2h1WgvUp_E/edit,uc0jhwi2ookqyqfn4bgjlpfg;ucdlntuh7cgkz5dyhnsy1yvw;uceki0pa1r6tz8cdaypgugyg,DIESE HOME POKEMON sind STÄRKER / SCHWÄCHER geworden in Pokemon Karmesin Purpur,sheet_url_in_video_description_never_fetched
1zNNF6VZ8rMj-ndgV2IT1OcpptvEfhmcEUW2o8RgVvDo,available,RIPL S 3,https://docs.google.com/spreadsheets/d/1zNNF6VZ8rMj-ndgV2IT1OcpptvEfhmcEUW2o8RgVvDo/edit,ucxj5whew7vz8zr_srmt8q2a,RIPL [S3] - Spieltag 7 VS Digi​,sheet_url_in_video_description_never_fetched
1R898ORJyRSlYrIRP4-odjPKhl0DuYmr3dF5Z1f-AvKQ,available,S2 RIPL,https://docs.google.com/spreadsheets/d/1R898ORJyRSlYrIRP4-odjPKhl0DuYmr3dF5Z1f-AvKQ/edit,ucxj5whew7vz8zr_srmt8q2a,RIPL [S2] - Finale VS Celeste Steela,sheet_url_in_video_description_never_fetched
1RO7GW7nIKYA-kOmmlPdkBVVYvUkNZGBYNwy2VZ0f8wY,available,Secret Hitler Statistik Bene,https://docs.google.com/spreadsheets/d/1RO7GW7nIKYA-kOmmlPdkBVVYvUkNZGBYNwy2VZ0f8wY/edit,ucvciqcejxirj1kgswdxgqyw,Secret Hitler Sonntag - [S1] - Finale!,sheet_url_in_video_description_never_fetched
1DI82y9ieR11G1WXUulL_2aQH1H5Km8u-Ovz8EZWkKik,available,Shuckle Premier League I Fan Doc,https://docs.google.com/spreadsheets/d/1DI82y9ieR11G1WXUulL_2aQH1H5Km8u-Ovz8EZWkKik/edit,uck_kzvbuhgprgwu1vw5y3zg,"""LOOK AT THE HAT!"" - SPL DRAFT TIER LIST w/ El Scizor",sheet_url_in_video_description_never_fetched
1ueUVGevbDQU8Nuvv_aGuytLcL9JhPAOY5ECk-nCxBRw,available,SML - Liga 1,https://docs.google.com/spreadsheets/d/1ueUVGevbDQU8Nuvv_aGuytLcL9JhPAOY5ECk-nCxBRw/edit,ucarerejf2zazibztti4vmaw;ucshfh4ogh23gfshxfifvcja;ucvciqcejxirj1kgswdxgqyw;uczftb8_k3nwlilr5x7q_org,"Shit Mon League [S1] - Spieltag 1 - vs. Pokehattis  - ""Genug Zielwasser getrunken""",sheet_url_in_video_description_never_fetched
14LWo6pbHQ9l8kUNcCEzBpH9WRMsIs7MSn4hfLtUX7kQ,available,SML S2 - L1,https://docs.google.com/spreadsheets/d/14LWo6pbHQ9l8kUNcCEzBpH9WRMsIs7MSn4hfLtUX7kQ/edit,uc9iby6z6tyu7xyc5_cgjplg;ucuaghsjwxrcutywhotrweeg;ucvciqcejxirj1kgswdxgqyw,Shitmon League S2 Spieltag 2 vs. Cosmog und Wandrak | Eine absolut süße Mülltonne :],sheet_url_in_video_description_never_fetched
1_Hs5-XfouPUD4ugU3RqnZO7NRHyVe1WbZgud7A0sBg0,available,SML S5  L1,https://docs.google.com/spreadsheets/d/1_Hs5-XfouPUD4ugU3RqnZO7NRHyVe1WbZgud7A0sBg0/edit,ucgjopll_4nritmusnmk_9zg;ucuaghsjwxrcutywhotrweeg;ucwpw7yn2wcg1sek_09viuhg,We are in the Endgame now @Raizor ​,sheet_url_in_video_description_never_fetched
1tVQ85VoWBKbRrVsivljjiuoQVcM6lQe_8zai_nW2m0I,available,SML S6 L1,https://docs.google.com/spreadsheets/d/1tVQ85VoWBKbRrVsivljjiuoQVcM6lQe_8zai_nW2m0I/edit,uc0tnejt5pvgm2_dm_pxj21w;ucgjopll_4nritmusnmk_9zg;ucwpw7yn2wcg1sek_09viuhg,Ein letztes Mal! - SML [S6] Spieltag 09,sheet_url_in_video_description_never_fetched
1rBEiuIA4hS2h3EBfXIiXs0PRileasgyriNYVL8aRX6M,available,SML S6 L2,https://docs.google.com/spreadsheets/d/1rBEiuIA4hS2h3EBfXIiXs0PRileasgyriNYVL8aRX6M/edit,uc14hk73g_dl8dqlthpmivwq;uckgdtvvwnwu2medumv1v4pq,[SML S6] Die offensichtliche Gefahr! ★ Spieltag 6 vs. Go Go Golking,sheet_url_in_video_description_never_fetched
13DcHZr8KX42u4p37nkba-GJZAuHf6eoEn5JQy53Cmec,available,SMLS4 - Liga 1,https://docs.google.com/spreadsheets/d/13DcHZr8KX42u4p37nkba-GJZAuHf6eoEn5JQy53Cmec/edit,ucvciqcejxirj1kgswdxgqyw,Shit Mon League [S4] - Spieltag 9 - vs. Beeren Brüder!,sheet_url_in_video_description_never_fetched
16zgeIjYxj4uKe7uiJMGncULA-4ln_UEbbrDQwlkNeN0,available,SOS Community Liga ,https://docs.google.com/spreadsheets/d/16zgeIjYxj4uKe7uiJMGncULA-4ln_UEbbrDQwlkNeN0/edit,ucvciqcejxirj1kgswdxgqyw,Erste Gen 8 Draftliga - SOS - Live Spieltag - Finale - vs Mickel!,sheet_url_in_video_description_never_fetched
18jbFuqn_iVEf0ebKuBnmQ6cUQ254C9PtsVXWI_BCre8,available,Spielplan_UDT,https://docs.google.com/spreadsheets/d/18jbFuqn_iVEf0ebKuBnmQ6cUQ254C9PtsVXWI_BCre8/edit,ucdlntuh7cgkz5dyhnsy1yvw,[UDT] [S1] | DAS COMEBACK DES JAHRHUNDERTS | Spieltag 9 VS. Elevolt Link,sheet_url_in_video_description_never_fetched
1AY_bjnTV8c40OxujzvfuW4BBh1A3vMj3DSudB51ZOAQ,available,Statistik des EPP Season 03,https://docs.google.com/spreadsheets/d/1AY_bjnTV8c40OxujzvfuW4BBh1A3vMj3DSudB51ZOAQ/edit,uc48cbia653yo2bhiowagjwq,EPP Seson 3 Spieltg 11 Nicht so wie erwartet,sheet_url_in_video_description_never_fetched
14abm4Ky_VibC7ieQNaJdl6aX5JI_F20Q84j6Mk8hiDE,available,Statistiken #196,https://docs.google.com/spreadsheets/d/14abm4Ky_VibC7ieQNaJdl6aX5JI_F20Q84j6Mk8hiDE/edit,uc9yqk42jqgnwyjczcpmgedq,Der bizarre VOGEL | Pokémon Arena-Battle III #196 | Nestfloh,sheet_url_in_video_description_never_fetched
14Kz7BfkGfzwQRGvdsCzaGJ8NXNkixlWyH1KlUjmDsoo,available,Statistiken #199,https://docs.google.com/spreadsheets/d/14Kz7BfkGfzwQRGvdsCzaGJ8NXNkixlWyH1KlUjmDsoo/edit,uc9yqk42jqgnwyjczcpmgedq,SALZFLOH - Teil 7 | Pokémon Arena-Battle III #199 | Nestfloh,sheet_url_in_video_description_never_fetched
1bs54JJOX6Nnh22E5qUrFDMEMuE0vKF2kb-fnZLDKCCU,available,Statistiken #200,https://docs.google.com/spreadsheets/d/1bs54JJOX6Nnh22E5qUrFDMEMuE0vKF2kb-fnZLDKCCU/edit,uc9yqk42jqgnwyjczcpmgedq,Das HOFFEN auf den CRIT | Pokémon Arena-Battle III #201 | Nestfloh,sheet_url_in_video_description_never_fetched
1eAx38jqx40C2_ZBJvlzjMWCkRubwnvq8763Rzvvzztc,available,Statistiken #202,https://docs.google.com/spreadsheets/d/1eAx38jqx40C2_ZBJvlzjMWCkRubwnvq8763Rzvvzztc/edit,uc9yqk42jqgnwyjczcpmgedq,Den DRUCK aufrechterhalten! | Pokémon Arena-Battle III #202 | Nestfloh,sheet_url_in_video_description_never_fetched
1nzOZaXPQXKR_YWKH8UFVurYhbqhLdfnRKt7isOCydK8,available,Statistiken #204,https://docs.google.com/spreadsheets/d/1nzOZaXPQXKR_YWKH8UFVurYhbqhLdfnRKt7isOCydK8/edit,uc9yqk42jqgnwyjczcpmgedq,FLIEGEN kann so SCHÖN sein! | Pokémon Arena-Battle III #203 | Nestfloh,sheet_url_in_video_description_never_fetched
11vvi4vHL7wMfBsUeIpXkxQxc8AgIf-D91nKgvf6W3ps,available,Statistiken #205,https://docs.google.com/spreadsheets/d/11vvi4vHL7wMfBsUeIpXkxQxc8AgIf-D91nKgvf6W3ps/edit,uc9yqk42jqgnwyjczcpmgedq,Das ENDE von PSYCHO und PFLANZE | Pokémon Arena-Battle III #204 | Nestfloh,sheet_url_in_video_description_never_fetched
11dfO56eE2Vn8O8Owl7yKC2NFHb_kMGWcygQL6vVwlNc,available,Statistiken #209,https://docs.google.com/spreadsheets/d/11dfO56eE2Vn8O8Owl7yKC2NFHb_kMGWcygQL6vVwlNc/edit,uc9yqk42jqgnwyjczcpmgedq,Die FINALE PHASE | Pokémon Arena-Battle III #208 | Nestfloh,sheet_url_in_video_description_never_fetched
1Hv5GgEFbPjkryhjtKyTXb-ViU_cKm3zhjXuAT_6JlfE,available,Statistiken #210,https://docs.google.com/spreadsheets/d/1Hv5GgEFbPjkryhjtKyTXb-ViU_cKm3zhjXuAT_6JlfE/edit,uc9yqk42jqgnwyjczcpmgedq,Die KROKO-BRÜDER | Pokémon Arena-Battle III #209 | Nestfloh,sheet_url_in_video_description_never_fetched
1N_21CNlzpqyout7AXqmzIJNg6ayBnjWurP-BbSLom14,available,Statistiken #212,https://docs.google.com/spreadsheets/d/1N_21CNlzpqyout7AXqmzIJNg6ayBnjWurP-BbSLom14/edit,uc9yqk42jqgnwyjczcpmgedq,Feuriger BLITZEINSCHLAG | Pokémon Arena-Battle III #211 | Nestfloh,sheet_url_in_video_description_never_fetched
1Gi2NfjWVoy9OxTtKQ5oe1OhcNPNAhkXK1XfsrhyH84Q,available,Statistiken #213,https://docs.google.com/spreadsheets/d/1Gi2NfjWVoy9OxTtKQ5oe1OhcNPNAhkXK1XfsrhyH84Q/edit,uc9yqk42jqgnwyjczcpmgedq,25% von 50% = PROBLEME | Pokémon Arena-Battle III #212 | Nestfloh,sheet_url_in_video_description_never_fetched
1tbFhvlPHm2LN_RM2J6TxJgNz43lRqPJ6YjdhwcaoTok,available,Statistiken #214,https://docs.google.com/spreadsheets/d/1tbFhvlPHm2LN_RM2J6TxJgNz43lRqPJ6YjdhwcaoTok/edit,uc9yqk42jqgnwyjczcpmgedq,CHAMP-KAMPF: Roggi vs. TerraCroc | Pokémon Arena-Battle III #213 | Nestfloh,sheet_url_in_video_description_never_fetched
1PCNbMGz0_4QaQhLn1WJUAVjGgT6Nsh30gUgft4BaUZY,available,Statistiken #215,https://docs.google.com/spreadsheets/d/1PCNbMGz0_4QaQhLn1WJUAVjGgT6Nsh30gUgft4BaUZY/edit,uc9yqk42jqgnwyjczcpmgedq,MAGEARNA aus der HÖLLE | Pokémon Arena-Battle III #214 | Nestfloh,sheet_url_in_video_description_never_fetched
1X-gW5Jknd7KJ5wOjy7rxs8P6T5Foh_-pybNy65Adu74,available,Statistiken #216,https://docs.google.com/spreadsheets/d/1X-gW5Jknd7KJ5wOjy7rxs8P6T5Foh_-pybNy65Adu74/edit,uc9yqk42jqgnwyjczcpmgedq,Können wir die NIEDERLAGEN-SERIE stoppen? | Pokémon Arena-Battle III #215 | Nestfloh,sheet_url_in_video_description_never_fetched
