,Hinrunde: Spieltag 1-7,,Hinrunde: Spieltag 8-13,,Rückrunde: Spieltag 14-20,,Rückrunde: Spieltag 21-26

,                      Shiro [0 - 1] PokéBazi,,                 Oktopaul [1 - 0] FulllifeGames,,                    Shiro [2 - 0] PokéBazi,,               oktopaul [2 - 0] FullLifeGames
,                     Lauris [0 - 1] oktopaul,,                PokéBazi [1 - 0] Art'n'Gaming,,                   Lauris [2 - 0] oktopaul,,              PokéBazi [1 - 0] Art'n'Gaming
,  FanmadeLetsPlay [0 - 5] PresentLP,,                SurskitTV [0 - 2] Regi,,FanmadeLetsPlay [0 - 2] PresentLP,,             SurskitTV [3 - 0] Regi
,                     Raizor [1 - 0] FullLifeGames,,                       Shiro [0 - 2] CaptainCrinch,,                   Raizor [0 - 2] FullLifeGames,,                    Shiro [3 - 0] CaptainCrinch
,                 Parsifani [2 - 0] Art'n'Gaming,,                      Lauris [1 - 0] Parsifani,,               Parsifani [0 - 3] Art'n'Gaming,,                   Lauris [2 - 0] Parsifani
,        CaptainCrinch [0 - 2] Regi,,   FanmadeLetsPlay [0 - 2] Raizor,,       CaptainCrinch [6 - 0] Regi,,FanmadeLetsPlay [0 - 2] Raizor


,3. Spieltag - Sonntag der 14.02.2016,,10. Spieltag - Sonntag der 03.04.2016,,16. Spieltag - Sonntag der 22.05.2016,,23. Spieltag - Sonntag der 10.07.2016

,               Minetube [0 - 2] Regi,,                  Raizor [0 - 1] Minetube,,            Minetube [0 - 5] Regi,,                  Raizor [0 - 3] Minetube
,         Art'n'Gaming [0 - 1] CaptainCrinch,,              Parsifani [0 - 1] FanmadeLetsPlay,,      Art'n'Gaming [0 - 3] CaptainCrinch,,              Parsifani  [0 - 3] FanmadeLetsPlay
,       FullLifeGames [2 - 0] Parsifani,,      CaptainCrinch [2 - 0] Lauris,,    FullLifeGames [0 - 4] Parsifani,,      CaptainCrinch [0 - 2] Lauris
,             PresentLP [3 - 0] Raizor,,                     Regi [2 - 0] Shiro,,          PresentLP [4 - 0] Raizor,,                     Regi [3 - 0] Shiro
,                 oktopaul [0 - 3] FanmadeLetsPlay,,        Art'n'Gaming [0 - 2] SurskitTV,,              oktopaul [0 - 1] FanmadeLetsPlay,,        Art'n'Gaming [3 - 0] SurskitTV
,               PokéBazi [3 - 0] Lauris,,      FullLifeGames [0 - 2] PokéBazi,,            PokéBazi [5 - 0] Lauris,,      FullLifeGames [0 - 5] PokéBazi
,               SurskitTV [2 - 0] Shiro,,            PresentLP [5 - 0] oktopaul,,           SurskitTV [2 - 0] Shiro,,            PresentLP [0 - 1] oktopaul


,4. Spieltag - Sonntag der 21.02.2016,,11. Spieltag - Sonntag der 10.04.2016,,17. Spieltag - Sonntag der 29.05.2016,,24. Spieltag - Sonntag der 17.07.2016

,                     Shiro [0 - 4] Minetube,,oktopaul [3 - 0] Minetube,,                     Shiro [3 - 0] Minetube,,             Minetube [0 - 2] oktopaul
,                    Lauris [0 - 3] SurskitTV,,              PresentLP [0 - 1] PokéBazi,,                    Lauris [2 - 0] SurskitTV,,            PokéBazi [0 - 1] PresentLP
, FanmadeLetsPlay [3 - 0] PokéBazi,,        FullLifeGames [2 - 0] SurskitTV ,,FanmadeLetsPlay [0 - 4] PokéBazi,,            SurskitTV [2 - 0] FullLifeGames
,                    Raizor [0 - 5] Oktopaul,,          Art'n'Gaming [0 - 3] Shiro,,                   Raizor [3 - 0] oktopaul,,        Art'n'Gaming [0 - 1] Shiro
,                Parsifani [0 - 3] PresentLP,,                       Regi [5 - 0] Lauris,,               Parsifani [0 - 1] PresentLP,,                   Lauris [4 - 0] Regi
,        CaptainCrinch [0 - 1] FullLifeGames,,        CaptainCrinch [0 - 3] FanmadeLetsPlay,,      CaptainCrinch [0 - 2] FullLifeGames,,FanmadeLetsPlay [5 - 0] CaptainCrinch
,                       Regi [0 - 1] Art'n'Gaming,,                 Parsifani [0 - 6] Raizor,,                     Regi [0 - 5] Art'n'Gaming,,                   Raizor [0 - 6] Parsifani


,5. Spieltag - Sonntag der 28.02.2016,,12. Spieltag - Sonntag der 17.04.2016,,18. Spieltag - Sonntag der 05.06.2016,,25. Spieltag - Sonntag der 24.07.2016

,             Minetube [2 - 0] Art'n'Gaming,,Minetube [5 - 0] Parsifani,,             Minetube [0 - 4] Art'n'Gaming,,             Parsifani [1 - 0] Minetube
,     FullLifeGames [0 - 2] Regi,,                     Raizor [1 - 0] CaptainCrinch,,     FullLifeGames [4 - 0] Regi,,     CaptainCrinch [4 - 0] Raizor
,           PresentLP [1 - 0] CaptainCrinch,,   FanmadeLetsPlay [2 - 0] Regi,,           PresentLP [0 - 2] CaptainCrinch,,                    Regi [2 - 0]  FanmadeLetsPlay
,              oktopaul [2 - 0] Parsifani,,                      Lauris [0 - 4] Art'n'Gaming,,              oktopaul [0 - 3] Parsifani,,       Art'n'Gaming [2 - 0] Lauris
,            PokéBazi [2 - 0] Raizor,,                       Shiro [1 - 0] FullLifeGames,,             PokéBazi [0 - 1] Raizor,,     FullLifeGames [3 - 0] Shiro
,            SurskitTV [0 - 3] FanmadeLetsPlay,,                SurskitTV [0 - 4] PresentLP,,            SurskitTV [4 - 0]  FanmadeLetsPlay,,           PresentLP [3 - 0] SurskitTV
,                   Shiro [0 - 3] Lauris,,                 PokéBazi [0 - 3] oktopaul,,                   Shiro [1 - 0] Lauris,,              oktopaul [1 - 0] PokéBazi


,6. Spieltag - Sonntag der 06.03.2016,,13. Spieltag - Sonntag der 24.04.2016,,19. Spieltag - Sonntag der 12.06.2016,,26. Spieltag - Sonntag der 31.07.2016

,                    Lauris [0 - 3] Minetube,,              Minetube [3 - 0] PokéBazi,,                   Lauris [4 - 0] Minetube,,             Minetube [6 - 0] PokéBazi
,FanmadeLetsPlay [2 - 0] Shiro,,             SurskitTV [0 - 4] oktopaul,,FanmadeLetsPlay [5 - 0] Shiro,,            SurskitTV [0 - 1] oktopaul
,                   Raizor [3 - 0] SurskitTV,,                    Shiro [0 - 5] PresentLP,,                  Raizor [0 - 2] SurskitTV,,                    Shiro [0 - 4] PresentLP
,                Parsifani [0 - 3] PokéBazi,,                    Lauris [0 - 1] FullLifeGames,,               Parsifani [4 - 0] PokéBazi,,               Parsifani [2 - 0] CaptainCrinch
,       CaptainCrinch [4 - 0] oktopaul,,FanmadeLetsPlay [4 - 0] Art'n'Gaming,,      CaptainCrinch [1 - 0] oktopaul,,FanmadeLetsPlay [0 - 5] Art'n'Gaming
,                      Regi [3 - 0] PresentLP,,                   Raizor [0 - 6] Regi,,                     Regi [0 - 3] PresentLP,,                  Raizor [5 - 0] Regi
,         Art'n'Gaming [0 - 4] FullLifeGames,,               Parsifani [0 - 1] CaptainCrinch,,        Art'n'Gaming [0 - 4] FullLifeGames,,                   Lauris [0 - 5] FullLifeGames


,7. Spieltag - Sonntag der 13.03.2016,,,,20. Spieltag - Sonntag der 19.06.2016

,             Minetube [2 - 0] FullLifeGames,,,,             Minetube [4 - 0] FullLifeGames
,           PresentLP [0 - 1]- Art'n'Gaming,,,,           PresentLP [1 - 0] Art'n'Gaming
,               oktopaul [0 - 3] Regi,,,,              oktopaul [0 - 4] Regi
,             PokéBazi [2 - 0] CaptainCrinch,,,,             PokéBazi [0 - 4] CaptainCrinch
,            SurskitTV [0 - 4] Parsifani,,,,            SurskitTV [0 - 1] Parsifani
,                   Shiro [0 - 5] Raizor,,,,                   Shiro [5 - 0] Raizor
,                  Lauris [2 - 0] FanmadeLetsPlay,,,,                  Lauris [4 - 0] FanmadeLetsPlay
