,,,,,,,,,,,,,,,,,,,,Link 1,Link 2,Link 3,Link 4,Link 5,Link 6,Link 7,Link 8,Link 9,Link 10
,Spieltag 10,8,,,,#VALUE!,,:,,#VALUE!,,,,,,,,,,,,,,,,,,,,,Spieltag 11,8,,,,#VALUE!,,:,,#VALUE!,,,,Spieltag 12,8,,,,#VALUE!,,:,,#VALUE!
,,,#N/A,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,#N/A,,,,,,,,,#N/A,,,,#N/A
,Spieltag 10,9,,,,#VALUE!,,:,,#VALUE!,,,,,,,,,,,,,,,,,,,,,Spieltag 11,9,,,,#VALUE!,,:,,#VALUE!,,,,Spieltag 12,9,,,,#VALUE!,,:,,#VALUE!
,,,#N/A,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,#N/A,,,,,,,,,#N/A,,,,#N/A
,Spieltag 10,10,,,,#VALUE!,,:,,#VALUE!,,,,,,,,,,,,,,,,,,,,,Spieltag 11,10,,,,#VALUE!,,:,,#VALUE!,,,,Spieltag 12,10,,,,#VALUE!,,:,,#VALUE!
,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,#N/A
,,,,,,VGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Einzelkampf,,,,,,,,,,,,,VGC



,,,,,Spieltag 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viertelfinale,,,,,,,,,,,,,Halbfinale

,,,,,,Sonntag - 28.12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonntag - 11.01.26,,,,,,,,,,,,,Sonntag - 18.01.26
,Spieltag 13,1,Spieltag 13Dauni vs OGDeniz96,,,Dauni,,:,,OGDeniz96,,,,,,,,,,,,,,,,,,,,,,,,,,Raizor,,:,,Nestfloh,,,,,,,,,Raizor,,:,,Minetube
,,,#N/A,,,Sicht von Dauni,12 Uhr,,,Sicht von Deniz,,,,,,,,,,,,,,,,,,,,,,,,,,Sicht von Raizor,12 Uhr,,,Sicht von Nestfloh,,,,,,,,,Sicht von Raizor,12 Uhr,,,Sicht von Minetube
,Spieltag 13,2,Spieltag 13King Blex vs Sirazoa,,,King Blex,,:,,Sirazoa,,,,,,,,,,,,,,,,,,,,,,,,,,RobinVGC,,:,,Present,,,,,,,,,Present,,:,,Bene
,,,#N/A,,,Sicht von King Blex,13 Uhr,,,Sicht von Sirazoa,,,,,,,,,,,,,,,,,,,,,,,,,,Sicht von RobinVGC,13 Uhr,,,Sicht von Present,,,,,,,,,Sicht von Present,13 Uhr,,,Sicht von Bene 
,Spieltag 13,3,Spieltag 13Present vs Blocki,,,Present,,:,,Blocki,,,,,,,,,,,,,,,,,,,,,,,,,,Dauni,,:,,Bene,,,,,,,,,VGC & Einzelkampf
,,,#N/A,,,Sicht von Present,14 Uhr,,,Sicht von Blocki,,,,,,,,,,,,,,,,,,,,,,,,,,Sicht von Dauni,13 Uhr,,,Sicht von Bene 
,Spieltag 13,4,Spieltag 13Domji vs Pokgalaxy,,,Domji,,:,,Pokgalaxy,,,,,,,,,,,,,,,,,,,,,,,,,,Einzelkampf & VGC
,,,#N/A,,,Sicht von Domji,15 Uhr,,,Sicht von Pokgalaxy
,Spieltag 13,5,Spieltag 13Nestfloh vs Bene,,,Nestfloh,,:,,Bene
,,,#N/A,,,Sicht von Nestfloh,16 Uhr,,,Sicht von Bene 
,,,,,,Eiskaskaden
,Spieltag 13,6,Spieltag 13RobinVGC vs Minetube,,,RobinVGC,,:,,Minetube
,,,#N/A,,,Sicht von Robin,17 Uhr,,,Sicht von Minetube
,Spieltag 13,7,Spieltag 13Snomnie vs Raizor,,,Snomnie,,:,,Raizor
,,,#N/A,,,Sicht von Snomnie,18 Uhr,,,Sicht von Raizor
,Spieltag 13,8,,,,#VALUE!,,:,,#VALUE!
,,,#N/A,,,,#N/A
,Spieltag 13,9,,,,#VALUE!,,:,,#VALUE!
,,,#N/A,,,,#N/A
,Spieltag 13,10,,,,#VALUE!,,:,,#VALUE!
,,,,,,,#N/A
,,,,,,Einzelkampf


,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finale

,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonntag - 18.01.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,:,,Minetube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 Uhr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bene,,:,,Raizor
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 Uhr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VGC & Einzelkampf im finalen Livestream
