
,,,,,Tabelle 1,Tabelle 2
,,,,,Bene,#REF!
,,,,,Blocki
,,,,,Dauni
,,,,,Domji
,,,,,King Blex
,,,,,Minetube
,,,,,Nestfloh
,,,,,OGDeniz96
,,,,,Pokgalaxy
,,,,,Present
,,,,,Raizor
,,,,,RobinVGC
,,,,,Sirazoa
,,,,,Snomnie

,,,,,Name,Teamname,Logo,Punkte,Kills,Deaths,Differenz,Siege,Niederlagen,Unentschieden,Quotient Gesamt,Punkte letzter Spieltag,Differenz letztes Spieltag,Quotient letzter Spieltag,Platz letzter Spieltag
,,,,,Bene,Wackel Backel,,24,69,60,9,8,4,0,"24,0009",15,1,"15,0001",4
,,,,,Blocki,Kastanienbomber,,9,60,94,-34,3,9,0,"8,9966",6,-5,"5,9995",10
,,,,,Dauni,Pfundskerle,,21,74,71,3,7,5,0,"21,0003",12,2,"12,0002",5
,,,,,Domji,Shining Legends,,15,59,72,-13,5,7,0,"14,9987",9,3,"9,0003",7
,,,,,King Blex,Cyber End Jugulis,,12,66,77,-11,4,8,0,"11,9989",6,5,"6,0005",9
,,,,,Minetube,Throes Mad,,27,72,57,15,9,3,0,"27,0015",21,-5,"20,9995",1
,,,,,Nestfloh,Böller Brüder,,24,65,49,16,8,4,0,"24,0016",18,5,"18,0005",2
,,,,,OGDeniz96,Squid Squad,,15,74,77,-3,5,7,0,"14,9997",9,-4,"8,9996",8
,,,,,Pokgalaxy,Tails of Mystery,,15,71,67,4,5,7,0,"15,0004",12,-2,"11,9998",6
,,,,,Present,Prekani,,27,81,52,29,9,3,0,"27,0029",15,4,"15,0004",3
,,,,,Raizor,Unbound Soul,,21,66,56,10,7,5,0,"21,001",12,5,"12,0005",#N/A
,,,,,RobinVGC,Choice Bandits,,24,71,64,7,8,4,0,"24,0007",18,-3,"17,9997",#N/A
,,,,,Sirazoa,Eon Engine,,9,54,71,-17,3,9,0,"8,9983",9,-5,"8,9995",#N/A
,,,,,Snomnie,Corvi Crushers,,9,74,89,-15,3,9,0,"8,9985",6,-1,"5,9999",#N/A
,,,,,,,,,,,,,,,0,,,0,4
,,,,,,,,,,,,,,,0,,,0,4
,,,,,,,,,,,,,,,0,,,0,4
,,,,,,,,,,,,,,,0,,,0,4
,,,,,,,,,,,,,,,0,,,0,4
,,,,,,,,,,,,,,,0,,,0,4
,,,,,,,,,,,,,,,0,,,0,4


,,  Platz,,,      Creator                  Teams,,,Punkte,K,T,+/-,S,N,U
,,1,Up,,Present,Prekani,,27,81,52,29,9,3,0,"27,0029",15,4,"15,0004",3,,1,,,,,,,Finale Tabelle der GPL Season 10. Direkter Vergleich wurde angewandt.
,,2,Down,,Minetube,Throes Mad,,27,72,57,15,9,3,0,"27,0015",21,-5,"20,9995",1,,2
,,3,Down,,Nestfloh,Böller Brüder,,24,65,49,16,8,4,0,"24,0016",18,5,"18,0005",2,,3
,,4,Constant,,Bene,Wackel Backel,,24,69,60,9,8,4,0,"24,0009",15,1,"15,0001",4,,4
,,5,#N/A,,RobinVGC,Choice Bandits,,24,71,64,7,8,4,0,"24,0007",18,-3,"17,9997",#N/A,,5
,,6,#N/A,,Raizor,Unbound Soul,,21,66,56,10,7,5,0,"21,001",12,5,"12,0005",#N/A,,6
,,7,,,Dauni,Pfundskerle,,21,74,71,3,7,5,0,"21,0003",12,2,"12,0002",5
,,8,,,Pokgalaxy,Tails of Mystery,,15,71,67,4,5,7,0,"15,0004",12,-2,"11,9998",6
,,9,,,OGDeniz96,Squid Squad,,15,74,77,-3,5,7,0,"14,9997",9,-4,"8,9996",8
,,10,,,Domji,Shining Legends,,15,59,72,-13,5,7,0,"14,9987",9,3,"9,0003",7
,,11,Down,,King Blex,Cyber End Jugulis,,12,66,77,-11,4,8,0,"11,9989",6,5,"6,0005",9,,11
,,12,#N/A,,Snomnie,Corvi Crushers,,9,74,89,-15,3,9,0,"8,9985",6,-1,"5,9999",#N/A,,12
,,13,#N/A,,Sirazoa,Eon Engine,,9,54,71,-17,3,9,0,"8,9983",9,-5,"8,9995",#N/A,,13
,,14,Down,,Blocki,Kastanienbomber,,9,60,94,-34,3,9,0,"8,9966",6,-5,"5,9995",10,,14

,,*Anmerkung: Direkter Vergleich kann aktuell durch die Formeln nicht dargestellt werden. Die Endtabelle wird manuell für den direkten Vergleich angepasst!
,,Platzierung,,,Teams,,,Punkte,K,T,+/-,S,N,U
,,1,#N/A,,RobinVGC,Choice Bandits,,24,71,64,7,8,4,0,"24,0007",18,-3,"17,9997",#N/A,,1
,,2,#N/A,,Snomnie,Corvi Crushers,,9,74,89,-15,3,9,0,"8,9985",6,-1,"5,9999",#N/A,,2
,,3,#N/A,,Sirazoa,Eon Engine,,9,54,71,-17,3,9,0,"8,9983",9,-5,"8,9995",#N/A,,3
,,4,Constant,,,,,,,,,,,,0,,,0,4,,4
,,4,Constant,,,,,,,,,,,,0,,,0,4,,4
,,4,Constant,,,,,,,,,,,,0,,,0,4,,4
,,4,Constant,,,,,,,,,,,,0,,,0,4,,4
,,4,Constant,,,,,,,,,,,,0,,,0,4,,4
,,4,Constant,,,,,,,,,,,,0,,,0,4,,4
,,4,Constant,,,,,,,,,,,,0,,,0,4,,4



,,,,,Bene,Wackel Backel,,0
,,,,,Blocki,Kastanienbomber,,0
,,,,,Dauni,Pfundskerle,,0
,,,,,Domji,Shining Legends,,0
,,,,,King Blex,Cyber End Jugulis,,0
,,,,,Minetube,Throes Mad,,0
,,,,,Nestfloh,Böller Brüder,,0
,,,,,OGDeniz96,Squid Squad,,0
,,,,,Pokgalaxy,Tails of Mystery,,0
,,,,,Present,Prekani,,0
,,,,,RobinVGC,Choice Bandits,,0
,,,,,Sirazoa,Eon Engine,,0
,,,,,Snomnie,Corvi Crushers,,0









,,,,,Backel Gefackel Punkte
,,,,Platzierung,,Team,,Punkte
,,,,1,Bene,Wackel Backel,,0
,,,,1,Blocki,Kastanienbomber,,0
,,,,1,Dauni,Pfundskerle,,0
,,,,1,Domji,Shining Legends,,0
,,,,1,King Blex,Cyber End Jugulis,,0
,,,,1,Minetube,Throes Mad,,0
,,,,1,Nestfloh,Böller Brüder,,0
,,,,1,OGDeniz96,Squid Squad,,0
,,,,1,Pokgalaxy,Tails of Mystery,,0
,,,,1,Present,Prekani,,0
,,,,1,RobinVGC,Choice Bandits,,0
,,,,1,Sirazoa,Eon Engine,,0
,,,,1,Snomnie,Corvi Crushers,,0
,,,,1
,,,,1
,,,,1
,,,,1
,,,,1
,,,,1
,,,,1
