

,,S tier (2 Picks),,,,A tier (3 Picks),,,,B tier (3 Picks),,,,C tier (1/2 Picks),,,,D tier (1/2 Pick),,,,,Ban

,,,Boreos,,,,Alola-Vulnona,,,,Aggrostella,,,,Affiti,,,,Adebom,,,,Arceus,,,,,Ramoth
,,,Boreos-Therian,,,,Arkani,,,,Amfira,,,,Alola-Raichu,,,,Admurai,,,,Baojian,,,,,Maskagato
,,,Cupidos,,,,Azugladis,,,,Aquana,,,,Alola-Sleimok,,,,Agiluza,,,,Briduradon,,,,,Despotar
,,,Demeteros-Therian,,,,Azumarill,,,,Aranestro,,,,Alola-Snobilikat,,,,Alola-Geowaz,,,,Darkrai,,,,,Grandiras
,,,Deoxys-Geschwindigkeit,,,,Bailonda,,,,Axantor,,,,Altaria,,,,Alola-Kokowei,,,,Delfinator,,,,,Stalobor
,,,Deoxys-Verteidigung,,,,Barrakiefa,,,,Bandelby,,,,Arktos,,,,Alola-Sandamer,,,,Deoxys,,,,,Milotic
,,,Dinglu,,,,Benesaru,,,,Beatori,,,,Austos,,,,Alpollo,,,,Deoxys-Angriff,,,,,Panzaeron
,,,Donnersichel,,,,Bojelin,,,,Bisaflor,,,,Baldorfish,,,,Ambidiffel,,,,Dialga,,,,,Curelei
,,,Dragoran,,,,Boninu,,,,Brigaron,,,,Blitza,,,,Ampharos,,,,Eisenbündel,,,,,Drifzepeli
,,,Eisenfalter,,,,Brüllschweif,,,,Bronzong,,,,Caesurio,,,,Arbok,,,,Endynalos,,,,,Toxiquak
,,,Eisenfels,,,,Brutalanda,,,,Chongjian,,,,Chaneira,,,,Ariados,,,,Espinodon,,,,,Elevoltek
,,,Eisenhand,,,,Cresselia,,,,Choreogel-Buyo,,,,Chelterrar,,,,Arktilas,,,,Flatterhaar,,,,,Demeteros-Therian
,,,Eisenkrieger,,,,Demeteros,,,,Choreogel-Cheerleading,,,,Chillabell,,,,Backel,,,,Furienblitz,,,,,Eisenkrieger
,,,Epitaff,,,,Despotar,,,,Choreogel-Flamenco,,,,Chimstix,,,,Banette,,,,Giratina,,,,,Arkani
,,,Fuegro,,,,Eisenhals,,,,Choreogel-Hula,,,,Donarion,,,,Barschuft,,,,Groudon,,,,,Rotom-Wash
,,,Galar-Laschoking,,,,Eisenhaupt,,,,Clavion,,,,Donphan,,,,Blubella,,,,Ho-oh,,,,,Eisenhals
,,,Galar-Zapdos,,,,Eisenrad,,,,Crimanzo,,,,Dressella,,,,Bollterus,,,,Keilflamme,,,,,Beatori
,,,Gladimperio,,,,Elfun,,,,Cupidos-Therian,,,,Drifzepeli,,,,Botogel,,,,Koraidon,,,,,Kobalium
,,,Gortrom,,,,Entei,,,,Curelei,,,,Dummimisel,,,,Britzigel,,,,Kyogre,,,,,Mopex
,,,Heatran,,,,Famieps,,,,Diancie,,,,Duraludon,,,,Calamanero,,,,Kyurem,,,,,Rizeros
,,,Heerashai,,,,Farbeagle,,,,Ditto,,,,Elektek,,,,Camerupt,,,,Kyurem-Schwarz,,,,,Horrerba
,,,Hoopa-Entfesselt,,,,Fatalitcha,,,,Eisenblatt,,,,Fennexis,,,,Chevrumm,,,,Kyurem-Weiß,,,,,Mottineva
,,,Hutsassa,,,,Fiaro,,,,Eisendorn,,,,Flambirex,,,,Colossand,,,,Lugia,,,,,Ogerpon-Gestein
,,,Jirachi,,,,Galagladi,,,,Farigiraf,,,,Forstellka,,,,Coronospa,,,,Lunala,,,,,Voltolos
,,,Katapuldra,,,,Galar-Lavados,,,,Feelinara,,,,Frosdedje,,,,Damhirplex,,,,Magearna,,,,,Eisenrad
,,,Knakrack,,,,Galar-Smogmog,,,,Flaminkno,,,,Fruyal,,,,Damythir,,,,Mewtu,,,,,Volcanion
,,,Latias,,,,Gengar,,,,Florges,,,,Galar-Arktos,,,,Dedenne,,,,Miraidon,,,,,Pixi
,,,Latios,,,,Grandiras,,,,Galar-Lahmus,,,,Gastrodon,,,,Digdri,,,,Monetigo,,,,,UHaFnir
,,,Liberlo,,,,Granforgita,,,,Garados,,,,Granbull,,,,Dodri,,,,Necrozma-Abendmähne,,,,,Selfe
,,,Lohgock,,,,Hisui-Admurai,,,,Glurak,,,,Halupenjo,,,,Dragonir,,,,Necrozma-Morgenschwingen,,,,,Amfira
,,,Lumiflora,,,,Hisui-Arkani,,,,Grypheldis,,,,Hisui-Lektrobal,,,,Drapfel,,,,Necrozma-Ultra,,,,,Caesurio
,,,Manaphy,,,,Hisui-Dressella,,,,Guardevoir,,,,Horrerba,,,,Draschel,,,,Ogerpon-Feuer,,,,,Gastrodon
