,2 Pokémon,,,2 Pokémon,,,3 Pokémon,,,2 Pokémon,,,2 Pokémon
,S-Tier,,,A-Tier,,,B-Tier,,,C-Tier,,,D-Tier,,,Trash,,,Gebannte Pokémon
,,Aggrostella,,,Alola-Vulnona,,,Alola-Knogga,,,Aerodactyl,,,Absol,,,Abra,,,Agoyon,,,,,,,,,,,Terrakium,Aerodactyl
,,Boreos-T,,,Amfira,,,Aquana,,,Aeropteryx,,,Alola-Digdri,,,Akkup,,,Coronospa (Rappenreiter),,,,,,,,,,,Krarmor,Alola-Kokowei
,,Demeteros-T,,,Anego,,,Aranestro,,,Alola-Raichu,,,Alola-Kokowei,,,Algitt,,,Coronospa (Schimmelreiter),,,,,,,,,,,Kyurem,Alola-Raichu
,,Durengard,,,Azumarill,,,Arkani,,,Amigento-Disc,,,Alola-Sandamer,,,Alola-Digda,,,Dialga,,,,,,,,,,,Sumpex,Alola-Snobilikat
,,Galar-Zapdos,,,Barrikadax,,,Austos,,,Amigento-Normal,,,Alola-Snobilikat,,,Alola-Mauzi,,,Endynalos,,,,,,,,,,,Arkani,Amigento-Normal
,,Gortrom,,,Bisaflor,,,Barrakiefa,,,Amoroso,,,Alpollo,,,Alola-Sandan,,,Galar-Flampivian,,,,,,,,,,,Silembrim,Amigento-Unlicht
,,Heatran,,,Brutalanda,,,Boreos-I,,,Apoquallyp,,,Altaria,,,Alola-Vulpix,,,Genesect,,,,,,,,,,,Barrakiefa,Amoroso
,,Jirachi,,,Demeteros-I,,,Branawarz,,,Arktos,,,Amagarga,,,Amarino,,,Giratina,,,,,,,,,,,Amigento-Unlicht,Aranestro
,,Kaguron,,,Despotar,,,Brockoloss,,,Baldorfish,,,Arktilas,,,Amonitas,,,Giratina-Ursprung,,,,,,,,,,,Elfun,Arkani
,,Kapu-Riki,,,Dragoran,,,Caesurio,,,Bandelby,,,Armaldo,,,Anorith,,,Groudon,,,,,,,,,,,Voltula,Azumarill
,,Katagami,,,Feelinara,,,Cavalanzas,,,Bronzong,,,Barschuft,,,Araqua,,,Ho-Oh,,,,,,,,,,,Trombork,Barrakiefa
,,Katapuldra,,,Galar-Laschoking,,,Celebi,,,Chillabell,,,Bellektro,,,Arboretoss,,,Kapu-Fala,,,,,,,,,,,Kaguron,Boreos-T
,,Knakrack,,,Garados,,,Cerapendra,,,Curelei,,,Bisofank,,,Arktip,,,Kyogre,,,,,,,,,,,Snibunna,Bronzong
,,Krarmor,,,Gengar,,,Chaneira,,,Donarion,,,Bissbark,,,Azurill,,,Kyurem-Schwarz,,,,,,,,,,,Latias,Caesurio
,,Latios,,,Grandiras,,,Clavion,,,Drapfel,,,Blitza,,,Bähmon,,,Kyurem-Weiß,,,,,,,,,,,Kapu-Kime,Cerapendra
,,Lectragon,,,Grebbit,,,Cresselia,,,Duokles,,,Blubella,,,Balgoras,,,Lugia,,,,,,,,,,,Wie-Shu,Clavion
,,Liberlo,,,Grypheldis,,,Diancie,,,Duraludon,,,Botogel,,,Barschwa,,,Lunala,,,,,,,,,,,Rabigator,Demeteros-T
,,Mamutel,,,Heiteira,,,Ditto,,,Echnatoll,,,Britzigel,,,Bauz,,,Magearna,,,,,,,,,,,Cerapendra,Donarion
,,Necrozma,,,Hippoterus,,,Entei,,,Elezard,,,Calamanero,,,Bisaknosp,,,Marshadow,,,,,,,,,,,Elezard,Durengard
,,Pixi,,,Hutsassa,,,Fermicula,,,Elfun,,,Castellith,,,Bisasam,,,Melmetal,,,,,,,,,,,Silvarro,Elezard
,,Ramoth,,,Kapu-Kime,,,Flampivian,,,Frosdedje,,,Chimstix,,,Bithora,,,Mew,,,,,,,,,,,Amoroso,Elfun
,,Resladero,,,Kapu-Toro,,,Fuegro,,,Fruyal,,,Colossand,,,Blanas,,,Mewtu,,,,,,,,,,,Flamara,Fiaro
,,Snibunna,,,Keldeo,,,Galar-Lahmus,,,Galagladi,,,Corasonn,,,Brimano,,,Palkia,,,,,,,,,,,Gortrom,Flamara
,,Stalobor,,,Kopplosio,,,Galar-Lavados,,,Galar-Arktos,,,Coronospa,,,Brimova,,,Pescragon,,,,,,,,,,,Boreos-T,Fletiamo
,,Tentantel,,,Kyurem,,,Galar-Smogmog,,,Gastrodon,,,Cottomi,,,Bronzel,,,Phantoross,,,,,,,,,,,Primarene,Flunkifer
,,Terrakium,,,Lahmus,,,Guardevoir,,,Gelatwino,,,Dedenne,,,Bubungus,,,Rayquaza,,,,,,,,,,,Meistergrif,Fuegro
,,Trikephalo,,,Laschoking,,,Iksbat,,,Geradaks,,,Deponitox,,,Chimpep,,,Reshiram,,,,,,,,,,,Fuegro,Galar-Smogmog
,,Victini,,,Latias,,,Intelleon,,,Glaziola,,,Digdri,,,Cosmog,,,Schabelle,,,,,,,,,,,Metagross,Gengar
,,Wulaosu-Fließend,,,Lavados,,,Kobalium,,,Glurak,,,Draschel,,,Cosmovum,,,Solgaleo,,,,,,,,,,,Monargoras,Gortrom
,,Zapdos,,,Masskito,,,Kosturso,,,Golgantes,,,Dressella,,,Cottini,,,Wulaosu-Fokussiert,,,,,,,,,,,Keifel,Guardevoir
,,Zeraora,,,Maxax,,,Krebutack,,,Gorgasonn,,,Drifzepeli,,,Dakuma,,,Xerneas,,,,,,,,,,,Alola-Raichu,Iksbat
,,,,,Meistagrif,,,Lauchzelot,,,Hydragil,,,Duflor,,,Dartignis,,,Yveltal,,,,,,,,,,,Piondragi,Jirachi
,,,,,Muramura,,,Libelldra,,,Infernopod,,,Dummisel,,,Dartiri,,,Zacian,,,,,,,,,,,Fletiamo,Kaguron
,,,,,Nidoking,,,Lohgock,,,Irokex,,,Duodino,,,Digda,,,Zamazenta,,,,,,,,,,,Katapuldra,Kapu-Kime
,,,,,Nidoqueen,,,Lucario,,,Kamalm,,,Elevoltek,,,Dragonir,,,Zekrom,,,,,,,,,,,Necrozma,Kapu-Riki
,,,,,Panzaeron,,,Machomei,,,Kapoera,,,Emolga,,,Dratini,,,Zygarde,,,,,,,,,,,Kapu-Toro,Kapu-Toro
,,,,,Pelipper,,,Magnezone,,,Karadonis,,,Entoron,,,Driftlon,,,Zygarde-Komplett,,,,,,,,,,,Scherox,Katapuldra
,,,,,Polaross,,,Metagross,,,Keifel,,,Fasasnob,,,Dusselgurr,,,Gebannte Fähigkeiten,,,,,,,,,,,Tentoxa,Keifel
,,,,,Porygon2,,,Milotic,,,Kicklee,,,Fiaro,,,eF-eM,,,Auswegslos,,,,,,,,,,,Clavion,Knakrack
,,,,,Primarene,,,Mimigma,,,Krawumms,,,Firnontor,,,Eguana,,,Gefühlswippe,,,,,,,,,,,Kosturso,Kobalium
,,,,,Qurtel,,,Monargoras,,,Lanturn,,,Flamara,,,Elekid,,,Wegsperre,,,,,,,,,,,Pampross,Kopplosio
,,,,,Raikou,,,Mortipot,,,Lecryodon,,,Fletiamo,,,Elektek,,,,,,,,,,,,,,Regirock,Kosturso
,,,,,Regieleki,,,Nachtara,,,Magbrant,,,Flunkifer,,,Enton,,,,,,,,,,,,,,Rotom,Krarmor
,,,,,Relaxo,,,Olangaar,,,Magneton,,,Flunschlik,,,Evoli,,,,,,,,,,,,,,Fiaro,Krebutack
,,,,,Rotom-Heat,,,Pandagro,,,Mantax,,,Folipurba,,,Fatalitee,,,,,,,,,,,,,,Kapu-Riki,Kyurem
,,,,,Rotom-Wash,,,Porygon-Z,,,Maritellit,,,Frigometri,,,Felilou,,,,,,,,,,,,,,Mamutel,Lahmus
,,,,,Scherox,,,Quaxo,,,Miltank,,,Furnifraß,,,Felino,,,,,,,,,,,,,,Lavados,Lanturn
,,,,,Seedraking,,,Rabigator,,,Morlord,,,Galar-Corasonn,,,Flamiau,,,,,,,,,,,,,,Gengar,Laschoking
,,,,,Simsala,,,Registeel,,,Moruda,,,Galar-Flunschlik,,,Flampion,,,,,,,,,,,,,,Kobalium,Latias
,,,,,Skelabra,,,Riffex-Hoch,,,Mottineva,,,Galar-Gallopa,,,Flapteryx,,,,,,,,,,,,,,Galar-Smogmog,Lavados
,,,,,Starmie,,,Riffex-Tief,,,Pampross,,,Galar-Geradaks,,,Flauschling,,,,,,,,,,,,,,Krebutack,Mamutel
,,,,,Suicune,,,Rihornior,,,Parfinesse,,,Galar-Pantimos,,,Flegmon,,,,,,,,,,,,,,Lanturn,Masskito
,,,,,Sumpex,,,Roserade,,,Patinaraja,,,Gallopa,,,Fleknoil,,,,,,,,,,,,,,Selfe,Meistergrif
,,,,,Tangoloss,,,Rotom-Mow,,,Piepi,,,Gaunux,,,Flemmli,,,,,,,,,,,,,,Amigento-Normal,Metagross
,,,,,Tobutz,,,Servol-M,,,Piondragi,,,Gewaldro,,,Fluffeluff,,,,,,,,,,,,,,Alola-Kokowei,Milotic
,,,,,Togekiss,,,Silembrim,,,Pokusan,,,Giflor,,,Flurmel,,,,,,,,,,,,,,Demeteros-T,Monargoras
,,,,,Volcanion,,,Skaraborn,,,Psiana,,,Golbat,,,Frizelbliz,,,,,,,,,,,,,,Zeraora,Necrozma
,,,,,Voltolos-I,,,Symvolara,,,Pumpdjinn (Eine Form),,,Golking,,,Frubaila,,,,,,,,,,,,,,Laschoking,Nidoking
,,,,,Voltolos-T,,,Tandrak,,,Quartermak,,,Gufa,,,Frubberl,,,,,,,,,,,,,,Kopplosio,Pampross
,,,,,Wolwerock-Zwielicht,,,Tectass,,,Regidrago,,,Hippopotas,,,Fukano,,,,,,,,,,,,,,Roserade,Piepi
,,,,,Zarude,,,Tentoxa,,,Regirock,,,Honweisel,,,Galapaflos,,,,,,,,,,,,,,UHaFniR,Piondragi
,,,,,Zytomega,,,Turtok,,,Rotom,,,Humanolith,,,Galar-Flampion,,,,,,,,,,,,,,Caesurio,Porygon-Z
,,,,,,,,Typ:Null,,,Sabbaione,,,Jiutesto,,,Galar-Flegmon,,,,,,,,,,,,,,Bronzong,Primarene
,,,,,,,,UHaFnir,,,Sanaconda,,,Kabutops,,,Galar-Makabaja,,,,,,,,,,,,,,Tauros,Quartermak
,,,,,,,,Viscogon,,,Schlapfel,,,Kadabra,,,Galar-Mauzi,,,,,,,,,,,,,,Piepi,Rabigator
,,,,,,,,Voltriant,,,Schlingking,,,Kangama,,,Galar-Ponita,,,,,,,,,,,,,,Flunkifer,Regigigas
,,,,,,,,Vulnona,,,Selfe,,,Kaocto,,,Galar-Porenta,,,,,,,,,,,,,,Jirachi,Regirock
,,,,,,,,Washakwil,,,Sen-Long,,,Kappalores,,,Galar-Zigzachs,,,,,,,,,,,,,,Knakrack,Roserade
,,,,,,,,Wie-Shu,,,Servol-W,,,Karippas,,,Ganovil,,,,,,,,,,,,,,Azumarill,Rotom
,,,,,,,,Zoroark,,,Shardrago,,,Kastadur,,,Garstella,,,,,,,,,,,,,,Masskito,Scherox
,,,,,,,,Zygarde-10%,,,Sichlor,,,Kickerlo,,,Geckarbor,,,,,,,,,,,,,,Iksbat,Selfe
,,,,,,,,,,,Silvarro,,,Kingler,,,Gelatini,,,,,,,,,,,,,,Porygon-Z,Silembrim
,,,,,,,,,,,Smogmog,,,Kinoso,,,Gelatroppo,,,,,,,,,,,,,,Milotic,Silvarro
,,,,,,,,,,,Sniebel,,,Kleoparda,,,Geronimatz,,,,,,,,,,,,,,Sniebel,Snibunna
,,,,,,,,,,,Stahlos,,,Klikdiklak,,,Gladiantri,,,,,,,,,,,,,,Wolwerock-Tagform,Sniebel
